"","oma_id","level","level_name","araID","gene_id","age"
"2193",15167911,5,"Embryophyta","ARATH03945","AT1G25540","MC"
"2194",15167914,9,"Mesangiospermae","ARATH03948","AT1G25550","MC"
"2195",15167915,6,"Tracheophyta","ARATH03949","AT1G25560","MC"
"2196",15167917,8,"Magnoliopsida","ARATH03951","AT1G25580","MC"
"2197",15167918,2,"Eukaryota","ARATH03952","AT1G25682","UC"
"2198",15167920,1,"LUCA","ARATH03954","AT1G26090","UC"
"2199",15167921,9,"Mesangiospermae","ARATH03955","AT1G26100","MC"
"2200",15167922,2,"Eukaryota","ARATH03956","AT1G26110","UC"
"2201",15167924,2,"Eukaryota","ARATH03958","AT1G26120","UC"
"2202",15167925,2,"Eukaryota","ARATH03959","AT1G26130","UC"
"2203",15167927,13,"Brassicaceae","ARATH03961","AT1G26140","MC"
"2204",15167929,2,"Eukaryota","ARATH03963","AT1G26150","UC"
"2205",15167930,2,"Eukaryota","ARATH03964","AT1G26160","UC"
"2206",15167932,2,"Eukaryota","ARATH03966","AT1G26170","UC"
"2207",15167934,1,"LUCA","ARATH03968","AT1G26180","UC"
"2208",15167936,5,"Embryophyta","ARATH03970","AT1G26190","MC"
"2209",15167942,2,"Eukaryota","ARATH03976","AT1G26200","UC"
"2210",15167944,11,"rosids","ARATH03978","AT1G26210","MC"
"2211",15167945,5,"Embryophyta","ARATH03979","AT1G26220","MC"
"2212",15167946,8,"Magnoliopsida","ARATH03980","AT1G26230","MC"
"2213",15167956,2,"Eukaryota","ARATH03990","AT1G26255","UC"
"2214",15167959,14,"Arabidopsis","ARATH03993","AT1G26260","MC"
"2215",15167962,11,"rosids","ARATH03996","AT1G26270","MC"
"2216",15167963,5,"Embryophyta","ARATH03997","AT1G26300","MC"
"2217",15167965,13,"Brassicaceae","ARATH03999","AT1G26290","MC"
"2218",15167966,11,"rosids","ARATH04000","AT1G26310","MC"
"2219",15167968,1,"LUCA","ARATH04002","AT1G26320","UC"
"2220",15167969,8,"Magnoliopsida","ARATH04003","AT1G26330","MC"
"2221",15167971,8,"Magnoliopsida","ARATH04005","AT1G26340","MC"
"2222",15167974,2,"Eukaryota","ARATH04008","AT1G26360","UC"
"2223",15167976,2,"Eukaryota","ARATH04010","AT1G26380","UC"
"2224",15167977,2,"Eukaryota","ARATH04011","AT1G26390","UC"
"2225",15167978,2,"Eukaryota","ARATH04012","AT1G26400","UC"
"2226",15167979,2,"Eukaryota","ARATH04013","AT1G26410","UC"
"2227",15167980,2,"Eukaryota","ARATH04014","AT1G26420","UC"
"2228",15167981,1,"LUCA","ARATH04015","AT1G26440","UC"
"2229",15167987,11,"rosids","ARATH04021","AT1G26450","MC"
"2230",15167988,5,"Embryophyta","ARATH04022","AT1G26460","MC"
"2231",15167989,5,"Embryophyta","ARATH04023","AT1G26470","MC"
"2232",15167990,2,"Eukaryota","ARATH04024","AT1G26480","UC"
"2233",15167991,8,"Magnoliopsida","ARATH04025","AT1G26500","MC"
"2234",15167994,2,"Eukaryota","ARATH04028","AT1G26520","UC"
"2235",15167995,2,"Eukaryota","ARATH04029","AT1G26530","UC"
"2236",15167996,11,"rosids","ARATH04030","AT1G26540","MC"
"2237",15167997,2,"Eukaryota","ARATH04031","AT1G26550","UC"
"2238",15167998,1,"LUCA","ARATH04032","AT1G26560","UC"
"2239",15167999,1,"LUCA","ARATH04033","AT1G26570","UC"
"2240",15168000,13,"Brassicaceae","ARATH04034","AT1G26580","MC"
"2241",15168002,13,"Brassicaceae","ARATH04036","AT1G26590","MC"
"2242",15168004,13,"Brassicaceae","ARATH04038","AT1G26600","MC"
"2243",15168006,10,"Pentapetalae","ARATH04040","AT1G26610","MC"
"2244",15168007,10,"Pentapetalae","ARATH04041","AT1G26620","MC"
"2245",15168008,2,"Eukaryota","ARATH04042","AT1G26630","UC"
"2246",15168010,2,"Eukaryota","ARATH04044","AT1G26640","UC"
"2247",15168011,5,"Embryophyta","ARATH04045","AT1G26650","MC"
"2248",15168016,2,"Eukaryota","ARATH04050","AT1G26670","UC"
"2249",15168021,9,"Mesangiospermae","ARATH04055","AT1G26680","MC"
"2250",15168023,2,"Eukaryota","ARATH04057","AT1G26690","UC"
"2251",15168024,3,"Viridiplantae","ARATH04058","AT1G26700","UC"
"2252",15168025,13,"Brassicaceae","ARATH04059","AT1G26710","MC"
"2253",15168026,13,"Brassicaceae","ARATH04060","AT1G26720","MC"
"2254",15168029,10,"Pentapetalae","ARATH04063","AT1G26740","MC"
"2255",15168030,5,"Embryophyta","ARATH04064","AT1G26750","MC"
"2256",15168034,4,"Streptophyta","ARATH04068","AT1G26770","MC"
"2257",15168037,13,"Brassicaceae","ARATH04071","AT1G26780","MC"
"2258",15168039,13,"Brassicaceae","ARATH04073","AT1G26790","MC"
"2259",15168045,10,"Pentapetalae","ARATH04079","AT1G26800","MC"
"2260",15168046,6,"Tracheophyta","ARATH04080","AT1G26810","MC"
"2261",15168048,2,"Eukaryota","ARATH04082","AT1G26820","UC"
"2262",15168049,2,"Eukaryota","ARATH04083","AT1G26830","UC"
"2263",15168050,2,"Eukaryota","ARATH04084","AT1G26840","UC"
"2264",15168051,8,"Magnoliopsida","ARATH04085","AT1G26850","MC"
"2265",15168053,13,"Brassicaceae","ARATH04087","AT1G26870","MC"
"2266",15168054,2,"Eukaryota","ARATH04088","AT1G26880","UC"
"2267",15168059,9,"Mesangiospermae","ARATH04093","AT1G26900","MC"
"2268",15168060,1,"LUCA","ARATH04094","AT1G26910","UC"
"2269",15168062,8,"Magnoliopsida","ARATH04096","AT1G26920","MC"
"2270",15168064,5,"Embryophyta","ARATH04098","AT1G26930","MC"
"2271",15168066,2,"Eukaryota","ARATH04100","AT1G26940","UC"
"2272",15168068,12,"malvids","ARATH04102","AT1G26945","MC"
"2273",15168069,8,"Magnoliopsida","ARATH04103","AT1G26960","MC"
"2274",15168070,13,"Brassicaceae","ARATH04104","AT1G26970","MC"
"2275",15168073,4,"Streptophyta","ARATH04107","AT1G27000","MC"
"2276",15168075,2,"Eukaryota","ARATH04109","AT1G27020","UC"
"2277",15168076,2,"Eukaryota","ARATH04110","AT1G27030","UC"
"2278",15168079,2,"Eukaryota","ARATH04113","AT1G27040","UC"
"2279",15168081,14,"Arabidopsis","ARATH04115","AT1G27045","MC"
"2280",15168085,4,"Streptophyta","ARATH04119","AT1G27060","MC"
"2281",15168086,7,"Spermatophyta","ARATH04120","AT1G27070","MC"
"2282",15168087,2,"Eukaryota","ARATH04121","AT1G27080","UC"
"2283",15168089,4,"Streptophyta","ARATH04123","AT1G27090","MC"
"2284",15168090,10,"Pentapetalae","ARATH04124","AT1G27100","MC"
"2285",15168091,4,"Streptophyta","ARATH04125","AT1G27110","MC"
"2286",15168096,5,"Embryophyta","ARATH04130","AT1G27120","MC"
"2287",15168097,13,"Brassicaceae","ARATH04131","AT1G27130","MC"
"2288",15168098,13,"Brassicaceae","ARATH04132","AT1G27135","MC"
"2289",15168100,4,"Streptophyta","ARATH04134","AT1G27150","MC"
"2290",15168103,8,"Magnoliopsida","ARATH04137","AT1G27170","MC"
"2291",15168105,8,"Magnoliopsida","ARATH04139","AT1G27180","MC"
"2292",15168109,8,"Magnoliopsida","ARATH04143","AT1G27190","MC"
"2293",15168110,8,"Magnoliopsida","ARATH04144","AT1G27200","MC"
"2294",15168111,10,"Pentapetalae","ARATH04145","AT1G27210","MC"
"2295",15168113,14,"Arabidopsis","ARATH04147","AT1G27240","MC"
"2296",15168114,10,"Pentapetalae","ARATH04148","AT1G27250","MC"
"2297",15168115,9,"Mesangiospermae","ARATH04149","AT1G27260","MC"
"2298",15168116,14,"Arabidopsis","ARATH04150","AT1G27270","MC"
"2299",15168118,10,"Pentapetalae","ARATH04152","AT1G27290","MC"
"2300",15168119,9,"Mesangiospermae","ARATH04153","AT1G27300","MC"
"2301",15168120,2,"Eukaryota","ARATH04154","AT1G27310","UC"
"2302",15168121,4,"Streptophyta","ARATH04155","AT1G27320","MC"
"2303",15168122,2,"Eukaryota","ARATH04156","AT1G27330","UC"
"2304",15168123,5,"Embryophyta","ARATH04157","AT1G27340","MC"
"2305",15168124,2,"Eukaryota","ARATH04158","AT1G27350","UC"
"2306",15168125,13,"Brassicaceae","ARATH04159","AT1G27360","MC"
"2307",15168127,13,"Brassicaceae","ARATH04161","AT1G27370","MC"
"2308",15168128,13,"Brassicaceae","ARATH04162","AT1G27380","MC"
"2309",15168133,5,"Embryophyta","ARATH04167","AT1G27385","MC"
"2310",15168135,2,"Eukaryota","ARATH04169","AT1G27390","UC"
"2311",15168137,1,"LUCA","ARATH04171","AT1G27400","UC"
"2312",15168138,2,"Eukaryota","ARATH04172","AT1G27410","UC"
"2313",15168139,13,"Brassicaceae","ARATH04173","AT1G27420","MC"
"2314",15168141,9,"Mesangiospermae","ARATH04175","AT1G27430","MC"
"2315",15168143,5,"Embryophyta","ARATH04177","AT1G27435","MC"
"2316",15168144,2,"Eukaryota","ARATH04178","AT1G27440","UC"
"2317",15168146,1,"LUCA","ARATH04180","AT1G27450","UC"
"2318",15168149,4,"Streptophyta","ARATH04183","AT1G27460","MC"
"2319",15168152,2,"Eukaryota","ARATH04186","AT1G27470","UC"
"2320",15168153,2,"Eukaryota","ARATH04187","AT1G27480","UC"
"2321",15168156,2,"Eukaryota","ARATH04190","AT1G27500","UC"
"2322",15168157,3,"Viridiplantae","ARATH04191","AT1G27510","UC"
"2323",15168158,1,"LUCA","ARATH04192","AT1G27520","UC"
"2324",15168159,2,"Eukaryota","ARATH04193","AT1G27530","UC"
"2325",15168162,14,"Arabidopsis","ARATH04196","AT1G27540","MC"
"2326",15168168,14,"Arabidopsis","ARATH04202","AT1G27580","MC"
"2327",15168169,7,"Spermatophyta","ARATH04203","AT1G27595","MC"
"2328",15168171,4,"Streptophyta","ARATH04205","AT1G27600","MC"
"2329",15168174,7,"Spermatophyta","ARATH04208","AT1G27620","MC"
"2330",15168176,6,"Tracheophyta","ARATH04210","AT1G27630","MC"
"2331",15168179,2,"Eukaryota","ARATH04213","AT1G27650","UC"
"2332",15168181,10,"Pentapetalae","ARATH04215","AT1G27660","MC"
"2333",15168182,13,"Brassicaceae","ARATH04216","AT1G27670","MC"
"2334",15168183,8,"Magnoliopsida","ARATH04217","AT1G27680","MC"
"2335",15168184,5,"Embryophyta","ARATH04218","AT1G27690","MC"
"2336",15168185,4,"Streptophyta","ARATH04219","AT1G27695","MC"
"2337",15168186,9,"Mesangiospermae","ARATH04220","AT1G27700","MC"
"2338",15168187,13,"Brassicaceae","ARATH04221","AT1G27710","MC"
"2339",15168194,13,"Brassicaceae","ARATH04228","AT1G27720","MC"
"2340",15168196,12,"malvids","ARATH04230","AT1G27730","MC"
"2341",15168197,13,"Brassicaceae","ARATH04231","AT1G27740","MC"
"2342",15168201,2,"Eukaryota","ARATH04235","AT1G27760","UC"
"2343",15168204,2,"Eukaryota","ARATH04238","AT1G27770","UC"
"2344",15168207,11,"rosids","ARATH04241","AT1G27820","MC"
"2345",15168209,2,"Eukaryota","ARATH04243","AT1G27840","UC"
"2346",15168212,13,"Brassicaceae","ARATH04246","AT1G27860","MC"
"2347",15168213,13,"Brassicaceae","ARATH04247","AT1G27870","MC"
"2348",15168214,2,"Eukaryota","ARATH04248","AT1G27880","UC"
"2349",15168216,11,"rosids","ARATH04250","AT1G27890","MC"
"2350",15168220,5,"Embryophyta","ARATH04254","AT1G27910","MC"
"2351",15168221,2,"Eukaryota","ARATH04255","AT1G27920","UC"
"2352",15168223,5,"Embryophyta","ARATH04257","AT1G27930","MC"
"2353",15168224,2,"Eukaryota","ARATH04258","AT1G27940","UC"
"2354",15168226,9,"Mesangiospermae","ARATH04260","AT1G27950","MC"
"2355",15168227,13,"Brassicaceae","ARATH04261","AT1G27960","MC"
"2356",15168230,2,"Eukaryota","ARATH04264","AT1G27970","UC"
"2357",15168232,1,"LUCA","ARATH04266","AT1G27980","UC"
"2358",15168233,4,"Streptophyta","ARATH04267","AT1G27990","MC"
"2359",15168236,2,"Eukaryota","ARATH04270","AT1G28010","UC"
"2360",15168237,13,"Brassicaceae","ARATH04271","AT1G28020","MC"
"2361",15168238,13,"Brassicaceae","ARATH04272","AT1G28030","MC"
"2362",15168239,10,"Pentapetalae","ARATH04273","AT1G28040","MC"
"2363",15168240,10,"Pentapetalae","ARATH04274","AT1G28050","MC"
"2364",15168241,4,"Streptophyta","ARATH04275","AT1G28060","MC"
"2365",15168242,8,"Magnoliopsida","ARATH04276","AT1G28070","MC"
"2366",15168243,13,"Brassicaceae","ARATH04277","AT1G28080","MC"
"2367",15168249,7,"Spermatophyta","ARATH04283","AT1G28090","MC"
"2368",15168253,2,"Eukaryota","ARATH04287","AT1G28110","UC"
"2369",15168254,2,"Eukaryota","ARATH04288","AT1G28120","UC"
"2370",15168255,1,"LUCA","ARATH04289","AT1G28130","UC"
"2371",15168258,1,"LUCA","ARATH04292","AT1G28140","UC"
"2372",15168259,13,"Brassicaceae","ARATH04293","AT1G28150","MC"
"2373",15168260,13,"Brassicaceae","ARATH04294","AT1G28160","MC"
"2374",15168261,2,"Eukaryota","ARATH04295","AT1G28170","UC"
"2375",15168263,7,"Spermatophyta","ARATH04297","AT1G28180","MC"
"2376",15168264,7,"Spermatophyta","ARATH04298","AT1G28190","MC"
"2377",15168265,9,"Mesangiospermae","ARATH04299","AT1G28200","MC"
"2378",15168268,2,"Eukaryota","ARATH04302","AT1G28210","UC"
"2379",15168269,6,"Tracheophyta","ARATH04303","AT1G28220","MC"
"2380",15168270,6,"Tracheophyta","ARATH04304","AT1G28230","MC"
"2381",15168271,5,"Embryophyta","ARATH04305","AT1G28240","MC"
"2382",15168272,4,"Streptophyta","ARATH04306","AT1G28250","MC"
"2383",15168273,10,"Pentapetalae","ARATH04307","AT1G28260","MC"
"2384",15168275,11,"rosids","ARATH04309","AT1G28270","MC"
"2385",15168276,5,"Embryophyta","ARATH04310","AT1G28280","MC"
"2386",15168278,10,"Pentapetalae","ARATH04312","AT1G28290","MC"
"2387",15168280,13,"Brassicaceae","ARATH04314","AT1G28300","MC"
"2388",15168281,14,"Arabidopsis","ARATH04315","AT1G28305","MC"
"2389",15168284,13,"Brassicaceae","ARATH04318","AT1G28310","MC"
"2390",15168285,3,"Viridiplantae","ARATH04319","AT1G28320","UC"
"2391",15168286,14,"Arabidopsis","ARATH04320","AT1G28327","MC"
"2392",15168287,5,"Embryophyta","ARATH04321","AT1G28330","MC"
"2393",15168291,14,"Arabidopsis","ARATH04325","AT1G28335","MC"
"2394",15168293,2,"Eukaryota","ARATH04327","AT1G28350","UC"
"2395",15168295,12,"malvids","ARATH04329","AT1G28360","MC"
"2396",15168296,8,"Magnoliopsida","ARATH04330","AT1G28370","MC"
"2397",15168298,13,"Brassicaceae","ARATH04332","AT1G28375","MC"
"2398",15168299,8,"Magnoliopsida","ARATH04333","AT1G28380","MC"
"2399",15168301,5,"Embryophyta","ARATH04335","AT1G28390","MC"
"2400",15168304,10,"Pentapetalae","ARATH04338","AT1G28395","MC"
"2401",15168305,10,"Pentapetalae","ARATH04339","AT1G28400","MC"
"2402",15168306,8,"Magnoliopsida","ARATH04340","AT1G28410","MC"
"2403",15168307,5,"Embryophyta","ARATH04341","AT1G28420","MC"
"2404",15168308,13,"Brassicaceae","ARATH04342","AT1G28430","MC"
"2405",15168309,7,"Spermatophyta","ARATH04343","AT1G28440","MC"
"2406",15168312,13,"Brassicaceae","ARATH04346","AT1G28470","MC"
"2407",15168313,8,"Magnoliopsida","ARATH04347","AT1G28480","MC"
"2408",15168314,2,"Eukaryota","ARATH04348","AT1G28490","UC"
"2409",15168317,13,"Brassicaceae","ARATH04351","AT1G28500","MC"
"2410",15168318,2,"Eukaryota","ARATH04352","AT1G28510","UC"
"2411",15168320,5,"Embryophyta","ARATH04354","AT1G28520","MC"
"2412",15168321,5,"Embryophyta","ARATH04355","AT1G28530","MC"
"2413",15168323,10,"Pentapetalae","ARATH04357","AT1G28540","MC"
"2414",15168324,2,"Eukaryota","ARATH04358","AT1G28550","UC"
"2415",15168326,8,"Magnoliopsida","ARATH04360","AT1G28560","MC"
"2416",15168331,9,"Mesangiospermae","ARATH04365","AT1G28580","MC"
"2417",15168338,14,"Arabidopsis","ARATH04372","AT1G28630","MC"
"2418",15168348,9,"Mesangiospermae","ARATH04382","AT1G28680","MC"
"2419",15168350,9,"Mesangiospermae","ARATH04384","AT1G28690","MC"
"2420",15168354,13,"Brassicaceae","ARATH04388","AT1G28815","MC"
"2421",15168355,8,"Magnoliopsida","ARATH04389","AT1G28760","MC"
"2422",15168357,3,"Viridiplantae","ARATH04391","AT1G28960","UC"
"2423",15168359,10,"Pentapetalae","ARATH04393","AT1G29000","MC"
"2424",15168361,13,"Brassicaceae","ARATH04395","AT1G29010","MC"
"2425",15168365,2,"Eukaryota","ARATH04399","AT1G29030","UC"
"2426",15168373,8,"Magnoliopsida","ARATH04407","AT1G29050","MC"
"2427",15168375,3,"Viridiplantae","ARATH04409","AT1G29060","UC"
"2428",15168376,8,"Magnoliopsida","ARATH04410","AT1G29070","MC"
"2429",15168377,2,"Eukaryota","ARATH04411","AT1G29080","UC"
"2430",15168378,2,"Eukaryota","ARATH04412","AT1G29090","UC"
"2431",15168380,7,"Spermatophyta","ARATH04414","AT1G29100","MC"
"2432",15168381,2,"Eukaryota","ARATH04415","AT1G29110","UC"
"2433",15168382,2,"Eukaryota","ARATH04416","AT1G29120","UC"
"2434",15168390,2,"Eukaryota","ARATH04424","AT1G29150","UC"
"2435",15168391,11,"rosids","ARATH04425","AT1G29160","MC"
"2436",15168392,9,"Mesangiospermae","ARATH04426","AT1G29170","MC"
"2437",15168395,14,"Arabidopsis","ARATH04429","AT1G29179","MC"
"2438",15168397,8,"Magnoliopsida","ARATH04431","AT1G29195","MC"
"2439",15168400,8,"Magnoliopsida","ARATH04434","AT1G29200","MC"
"2440",15168402,5,"Embryophyta","ARATH04436","AT1G29220","MC"
"2441",15168404,10,"Pentapetalae","ARATH04438","AT1G29240","MC"
"2442",15168405,2,"Eukaryota","ARATH04439","AT1G29250","UC"
"2443",15168406,2,"Eukaryota","ARATH04440","AT1G29260","UC"
"2444",15168407,10,"Pentapetalae","ARATH04441","AT1G29270","MC"
"2445",15168409,10,"Pentapetalae","ARATH04443","AT1G29280","MC"
"2446",15168410,13,"Brassicaceae","ARATH04444","AT1G29290","MC"
"2447",15168411,9,"Mesangiospermae","ARATH04445","AT1G29300","MC"
"2448",15168412,1,"LUCA","ARATH04446","AT1G29310","UC"
"2449",15168413,3,"Viridiplantae","ARATH04447","AT1G29320","UC"
"2450",15168415,2,"Eukaryota","ARATH04449","AT1G29330","UC"
"2451",15168417,9,"Mesangiospermae","ARATH04451","AT1G29340","MC"
"2452",15168418,8,"Magnoliopsida","ARATH04452","AT1G29350","MC"
"2453",15168419,14,"Arabidopsis","ARATH04453","AT1G29355","MC"
"2454",15168421,8,"Magnoliopsida","ARATH04455","AT1G29370","MC"
"2455",15168424,10,"Pentapetalae","ARATH04458","AT1G29380","MC"
"2456",15168428,2,"Eukaryota","ARATH04462","AT1G29400","UC"
"2457",15168432,1,"LUCA","ARATH04466","AT1G29410","UC"
"2458",15168435,9,"Mesangiospermae","ARATH04469","AT1G29420","MC"
"2459",15168436,9,"Mesangiospermae","ARATH04470","AT1G29430","MC"
"2460",15168438,9,"Mesangiospermae","ARATH04472","AT1G29440","MC"
"2461",15168439,9,"Mesangiospermae","ARATH04473","AT1G29450","MC"
"2462",15168441,9,"Mesangiospermae","ARATH04475","AT1G29460","MC"
"2463",15168443,5,"Embryophyta","ARATH04477","AT1G29470","MC"
"2464",15168444,14,"Arabidopsis","ARATH04478","AT1G29480","MC"
"2465",15168445,9,"Mesangiospermae","ARATH04479","AT1G29490","MC"
"2466",15168446,9,"Mesangiospermae","ARATH04480","AT1G29500","MC"
"2467",15168447,9,"Mesangiospermae","ARATH04481","AT1G29510","MC"
"2468",15168448,7,"Spermatophyta","ARATH04482","AT1G29520","MC"
"2469",15168449,13,"Brassicaceae","ARATH04483","AT1G29530","MC"
"2470",15168454,13,"Brassicaceae","ARATH04488","AT1G29540","MC"
"2471",15168455,2,"Eukaryota","ARATH04489","AT1G29550","UC"
"2472",15168456,14,"Arabidopsis","ARATH04490","AT1G29560","MC"
"2473",15168458,14,"Arabidopsis","ARATH04492","AT1G29570","MC"
"2474",15168460,2,"Eukaryota","ARATH04494","AT1G29590","UC"
"2475",15168461,14,"Arabidopsis","ARATH04495","AT1G29600","MC"
"2476",15168464,8,"Magnoliopsida","ARATH04498","AT1G29630","MC"
"2477",15168467,13,"Brassicaceae","ARATH04501","AT1G29640","MC"
"2478",15168468,8,"Magnoliopsida","ARATH04502","AT1G29660","MC"
"2479",15168470,8,"Magnoliopsida","ARATH04504","AT1G29670","MC"
"2480",15168471,1,"LUCA","ARATH04505","AT1G29680","UC"
"2481",15168472,5,"Embryophyta","ARATH04506","AT1G29690","MC"
"2482",15168473,1,"LUCA","ARATH04507","AT1G29700","UC"
"2483",15168474,14,"Arabidopsis","ARATH04508","AT1G29710","MC"
"2484",15168480,13,"Brassicaceae","ARATH04514","AT1G29740","MC"
"2485",15168484,10,"Pentapetalae","ARATH04518","AT1G29750","MC"
"2486",15168485,12,"malvids","ARATH04519","AT1G29760","MC"
"2487",15168486,10,"Pentapetalae","ARATH04520","AT1G29770","MC"
"2488",15168488,2,"Eukaryota","ARATH04522","AT1G29780","UC"
"2489",15168489,6,"Tracheophyta","ARATH04523","AT1G29790","MC"
"2490",15168491,7,"Spermatophyta","ARATH04525","AT1G29800","MC"
"2491",15168493,5,"Embryophyta","ARATH04527","AT1G29810","MC"
"2492",15168494,5,"Embryophyta","ARATH04528","AT1G29820","MC"
"2493",15168498,2,"Eukaryota","ARATH04532","AT1G29840","UC"
"2494",15168499,2,"Eukaryota","ARATH04533","AT1G29850","UC"
"2495",15168502,13,"Brassicaceae","ARATH04536","AT1G29860","MC"
"2496",15168503,1,"LUCA","ARATH04537","AT1G29870","UC"
"2497",15168504,1,"LUCA","ARATH04538","AT1G29880","UC"
"2498",15168506,2,"Eukaryota","ARATH04540","AT1G29890","UC"
"2499",15168508,1,"LUCA","ARATH04542","AT1G29900","UC"
"2500",15168509,2,"Eukaryota","ARATH04543","AT1G29910","UC"
"2501",15168510,2,"Eukaryota","ARATH04544","AT1G29920","UC"
"2502",15168511,2,"Eukaryota","ARATH04545","AT1G29930","UC"
"2503",15168512,2,"Eukaryota","ARATH04546","AT1G29940","UC"
"2504",15168513,9,"Mesangiospermae","ARATH04547","AT1G29950","MC"
"2505",15168514,2,"Eukaryota","ARATH04548","AT1G29960","UC"
"2506",15168516,13,"Brassicaceae","ARATH04550","AT1G29962","MC"
"2507",15168522,7,"Spermatophyta","ARATH04556","AT1G29980","MC"
"2508",15168523,2,"Eukaryota","ARATH04557","AT1G29990","UC"
"2509",15168525,1,"LUCA","ARATH04559","AT1G30000","UC"
"2510",15168527,5,"Embryophyta","ARATH04561","AT1G30020","MC"
"2511",15168528,10,"Pentapetalae","ARATH04562","AT1G30040","MC"
"2512",15168530,10,"Pentapetalae","ARATH04564","AT1G30050","MC"
"2513",15168533,2,"Eukaryota","ARATH04567","AT1G30070","UC"
"2514",15168535,6,"Tracheophyta","ARATH04569","AT1G30080","MC"
"2515",15168536,6,"Tracheophyta","ARATH04570","AT1G30090","MC"
"2516",15168537,2,"Eukaryota","ARATH04571","AT1G30100","UC"
"2517",15168538,1,"LUCA","ARATH04572","AT1G30110","UC"
"2518",15168539,1,"LUCA","ARATH04573","AT1G30120","UC"
"2519",15168540,3,"Viridiplantae","ARATH04574","AT1G30130","UC"
"2520",15168541,9,"Mesangiospermae","ARATH04575","AT1G30135","MC"
"2521",15168542,14,"Arabidopsis","ARATH04576","AT1G30140","MC"
"2522",15168544,13,"Brassicaceae","ARATH04578","AT1G30160","MC"
"2523",15168545,13,"Brassicaceae","ARATH04579","AT1G30170","MC"
"2524",15168546,10,"Pentapetalae","ARATH04580","AT1G30190","MC"
"2525",15168547,5,"Embryophyta","ARATH04581","AT1G30200","MC"
"2526",15168548,11,"rosids","ARATH04582","AT1G30210","MC"
"2527",15168549,2,"Eukaryota","ARATH04583","AT1G30220","UC"
"2528",15168550,2,"Eukaryota","ARATH04584","AT1G30230","UC"
"2529",15168552,4,"Streptophyta","ARATH04586","AT1G30240","MC"
"2530",15168554,13,"Brassicaceae","ARATH04588","AT1G30250","MC"
"2531",15168555,10,"Pentapetalae","ARATH04589","AT1G30260","MC"
"2532",15168559,8,"Magnoliopsida","ARATH04593","AT1G30280","MC"
"2533",15168563,8,"Magnoliopsida","ARATH04597","AT1G30290","MC"
"2534",15168564,2,"Eukaryota","ARATH04598","AT1G30300","UC"
"2535",15168565,9,"Mesangiospermae","ARATH04599","AT1G30320","MC"
"2536",15168566,5,"Embryophyta","ARATH04600","AT1G30330","MC"
"2537",15168568,13,"Brassicaceae","ARATH04602","AT1G30350","MC"
"2538",15168569,2,"Eukaryota","ARATH04603","AT1G30360","UC"
"2539",15168570,7,"Spermatophyta","ARATH04604","AT1G30370","MC"
"2540",15168571,4,"Streptophyta","ARATH04605","AT1G30380","MC"
"2541",15168572,2,"Eukaryota","ARATH04606","AT1G30400","UC"
"2542",15168575,2,"Eukaryota","ARATH04609","AT1G30410","UC"
"2543",15168578,2,"Eukaryota","ARATH04612","AT1G30420","UC"
"2544",15168579,4,"Streptophyta","ARATH04613","AT1G30440","MC"
"2545",15168581,2,"Eukaryota","ARATH04615","AT1G30450","UC"
"2546",15168583,5,"Embryophyta","ARATH04617","AT1G30460","MC"
"2547",15168586,3,"Viridiplantae","ARATH04620","AT1G30470","UC"
"2548",15168589,13,"Brassicaceae","ARATH04623","AT1G30473","MC"
"2549",15168590,13,"Brassicaceae","ARATH04624","AT1G30475","MC"
"2550",15168593,2,"Eukaryota","ARATH04627","AT1G30480","UC"
"2551",15168594,4,"Streptophyta","ARATH04628","AT1G30490","MC"
"2552",15168595,10,"Pentapetalae","ARATH04629","AT1G30500","MC"
"2553",15168598,1,"LUCA","ARATH04632","AT1G30510","UC"
"2554",15168600,10,"Pentapetalae","ARATH04634","AT1G30515","MC"
"2555",15168601,4,"Streptophyta","ARATH04635","AT1G30520","MC"
"2556",15168605,9,"Mesangiospermae","ARATH04639","AT1G30530","MC"
"2557",15168607,2,"Eukaryota","ARATH04641","AT1G30540","UC"
"2558",15168609,2,"Eukaryota","ARATH04643","AT1G30545","UC"
"2559",15168613,2,"Eukaryota","ARATH04647","AT1G30560","UC"
"2560",15168614,8,"Magnoliopsida","ARATH04648","AT1G30570","MC"
"2561",15168615,1,"LUCA","ARATH04649","AT1G30580","UC"
"2562",15168616,2,"Eukaryota","ARATH04650","AT1G30590","UC"
"2563",15168618,1,"LUCA","ARATH04652","AT1G30600","UC"
"2564",15168619,13,"Brassicaceae","ARATH04653","AT1G30610","MC"
"2565",15168621,2,"Eukaryota","ARATH04655","AT1G30620","UC"
"2566",15168624,2,"Eukaryota","ARATH04658","AT1G30630","UC"
"2567",15168626,2,"Eukaryota","ARATH04660","AT1G30640","UC"
"2568",15168627,11,"rosids","ARATH04661","AT1G30650","MC"
"2569",15168628,10,"Pentapetalae","ARATH04662","AT1G30660","MC"
"2570",15168631,13,"Brassicaceae","ARATH04665","AT1G30670","MC"
"2571",15168632,3,"Viridiplantae","ARATH04666","AT1G30680","UC"
"2572",15168633,9,"Mesangiospermae","ARATH04667","AT1G30690","MC"
"2573",15168634,2,"Eukaryota","ARATH04668","AT1G30700","UC"
"2574",15168635,2,"Eukaryota","ARATH04669","AT1G30710","UC"
"2575",15168636,2,"Eukaryota","ARATH04670","AT1G30720","UC"
