"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0006833","GO:0006833","water transport","12/773","65/14268",0.000166448899801705,0.00608893300902514,0.00509940754227254,"TRINITY_DN5750_c0_g1/TRINITY_DN2490_c0_g1/TRINITY_DN110_c1_g1/TRINITY_DN1489_c0_g1/TRINITY_DN2513_c0_g1/TRINITY_DN1090_c7_g1/TRINITY_DN4704_c0_g1/TRINITY_DN1317_c1_g1/TRINITY_DN1090_c1_g1/TRINITY_DN2697_c0_g1/TRINITY_DN1090_c1_g2/TRINITY_DN63972_c0_g1",12
"GO:0042044","GO:0042044","fluid transport","12/773","65/14268",0.000166448899801705,0.00608893300902514,0.00509940754227254,"TRINITY_DN5750_c0_g1/TRINITY_DN2490_c0_g1/TRINITY_DN110_c1_g1/TRINITY_DN1489_c0_g1/TRINITY_DN2513_c0_g1/TRINITY_DN1090_c7_g1/TRINITY_DN4704_c0_g1/TRINITY_DN1317_c1_g1/TRINITY_DN1090_c1_g1/TRINITY_DN2697_c0_g1/TRINITY_DN1090_c1_g2/TRINITY_DN63972_c0_g1",12
"GO:0060179","GO:0060179","male mating behavior","6/773","17/14268",0.000183299276579955,0.00662423264036154,0.00554771449085721,"TRINITY_DN51696_c0_g1/TRINITY_DN53668_c0_g1/TRINITY_DN65174_c0_g1/TRINITY_DN66111_c0_g1/TRINITY_DN5575_c1_g1/TRINITY_DN39905_c0_g1",6
"GO:0007498","GO:0007498","mesoderm development","8/773","31/14268",0.000185293220709414,0.00662423264036154,0.00554771449085721,"TRINITY_DN25520_c0_g1/TRINITY_DN28979_c0_g1/TRINITY_DN46255_c0_g1/TRINITY_DN18885_c0_g1/TRINITY_DN24873_c0_g1/TRINITY_DN41094_c0_g1/TRINITY_DN51479_c0_g1/TRINITY_DN34388_c0_g1",8
"GO:0019852","GO:0019852","L-ascorbic acid metabolic process","7/773","24/14268",0.00020488942311313,0.00708332005619677,0.00593219463333908,"TRINITY_DN1722_c0_g1/TRINITY_DN64956_c0_g1/TRINITY_DN739_c0_g1/TRINITY_DN536_c1_g1/TRINITY_DN5506_c0_g1/TRINITY_DN64698_c0_g1/TRINITY_DN44897_c0_g1",7
"GO:0009739","GO:0009739","response to gibberellin","20/773","153/14268",0.000225108626013436,0.00761496491869106,0.00637744075734725,"TRINITY_DN3246_c0_g1/TRINITY_DN3685_c0_g1/TRINITY_DN1022_c0_g1/TRINITY_DN871_c0_g1/TRINITY_DN4109_c0_g1/TRINITY_DN10848_c0_g1/TRINITY_DN22938_c0_g1/TRINITY_DN1150_c0_g1/TRINITY_DN63544_c0_g1/TRINITY_DN3043_c0_g1/TRINITY_DN5073_c0_g1/TRINITY_DN10479_c0_g1/TRINITY_DN5280_c0_g1/TRINITY_DN5884_c1_g1/TRINITY_DN6308_c0_g1/TRINITY_DN231_c0_g1/TRINITY_DN585_c0_g1/TRINITY_DN2861_c0_g1/TRINITY_DN2297_c0_g1/TRINITY_DN5432_c0_g1",20
"GO:0031647","GO:0031647","regulation of protein stability","15/773","98/14268",0.000241570256293266,0.00799978975051173,0.00669972688644925,"TRINITY_DN3956_c0_g1/TRINITY_DN14347_c0_g1/TRINITY_DN1871_c0_g1/TRINITY_DN55033_c0_g1/TRINITY_DN14284_c0_g1/TRINITY_DN34183_c0_g1/TRINITY_DN43293_c0_g1/TRINITY_DN34893_c0_g1/TRINITY_DN31092_c0_g1/TRINITY_DN63938_c0_g1/TRINITY_DN39094_c0_g1/TRINITY_DN2826_c0_g1/TRINITY_DN51440_c0_g1/TRINITY_DN47600_c0_g1/TRINITY_DN58179_c0_g1",15
"GO:0035384","GO:0035384","thioester biosynthetic process","7/773","25/14268",0.000271371141899246,0.00862357184257604,0.00722213682268807,"TRINITY_DN59483_c0_g1/TRINITY_DN60485_c0_g1/TRINITY_DN57974_c0_g1/TRINITY_DN55396_c0_g1/TRINITY_DN2505_c0_g1/TRINITY_DN2646_c0_g1/TRINITY_DN48862_c0_g1",7
"GO:0045321","GO:0045321","leukocyte activation","21/773","171/14268",0.000377871032470555,0.0111101146556296,0.00930458626929462,"TRINITY_DN46281_c0_g1/TRINITY_DN40817_c0_g1/TRINITY_DN68922_c0_g1/TRINITY_DN55268_c0_g1/TRINITY_DN67276_c0_g1/TRINITY_DN33724_c0_g1/TRINITY_DN34576_c0_g1/TRINITY_DN51002_c0_g1/TRINITY_DN27835_c0_g1/TRINITY_DN53668_c0_g1/TRINITY_DN35040_c0_g1/TRINITY_DN35867_c0_g1/TRINITY_DN37001_c0_g1/TRINITY_DN53118_c0_g1/TRINITY_DN64698_c0_g1/TRINITY_DN64999_c0_g1/TRINITY_DN2826_c0_g1/TRINITY_DN28381_c0_g1/TRINITY_DN54342_c0_g1/TRINITY_DN26630_c0_g1/TRINITY_DN48862_c0_g1",21
"GO:0009994","GO:0009994","oocyte differentiation","10/773","52/14268",0.000408757759434613,0.0115642885668757,0.00968495141127909,"TRINITY_DN53668_c0_g1/TRINITY_DN55246_c0_g1/TRINITY_DN33938_c0_g1/TRINITY_DN46992_c0_g1/TRINITY_DN51712_c0_g1/TRINITY_DN46255_c0_g1/TRINITY_DN66111_c0_g1/TRINITY_DN33322_c0_g1/TRINITY_DN43685_c0_g1/TRINITY_DN37202_c0_g1",10
"GO:0016598","GO:0016598","protein arginylation","5/773","13/14268",0.000411697495069954,0.0115642885668757,0.00968495141127909,"TRINITY_DN3685_c0_g1/TRINITY_DN5280_c0_g1/TRINITY_DN231_c0_g1/TRINITY_DN585_c0_g1/TRINITY_DN5432_c0_g1",5
"GO:0042891","GO:0042891","obsolete antibiotic transport","5/773","13/14268",0.000411697495069954,0.0115642885668757,0.00968495141127909,"TRINITY_DN1489_c0_g1/TRINITY_DN2513_c0_g1/TRINITY_DN1090_c7_g1/TRINITY_DN1317_c1_g1/TRINITY_DN55396_c0_g1",5
"GO:0046470","GO:0046470","phosphatidylcholine metabolic process","5/773","13/14268",0.000411697495069954,0.0115642885668757,0.00968495141127909,"TRINITY_DN1769_c0_g1/TRINITY_DN68922_c0_g1/TRINITY_DN3180_c0_g1/TRINITY_DN37001_c0_g1/TRINITY_DN48282_c0_g1",5
"GO:0009299","GO:0009299","mRNA transcription","7/773","27/14268",0.000455958031755787,0.0124734258078583,0.0104463428236589,"TRINITY_DN33468_c0_g1/TRINITY_DN26136_c0_g1/TRINITY_DN58324_c0_g1/TRINITY_DN67331_c0_g1/TRINITY_DN19564_c0_g1/TRINITY_DN18479_c0_g1/TRINITY_DN52102_c0_g1",7
"GO:0043900","GO:0043900","regulation of multi-organism process","28/773","267/14268",0.000627966242219933,0.0164631816501992,0.0137877149497938,"TRINITY_DN14077_c0_g1/TRINITY_DN58324_c0_g1/TRINITY_DN48578_c0_g1/TRINITY_DN34893_c0_g1/TRINITY_DN1064_c0_g1/TRINITY_DN6197_c0_g1/TRINITY_DN260_c0_g2/TRINITY_DN53668_c0_g1/TRINITY_DN55246_c0_g1/TRINITY_DN16495_c0_g1/TRINITY_DN378_c0_g1/TRINITY_DN33938_c0_g1/TRINITY_DN46992_c0_g1/TRINITY_DN64625_c0_g1/TRINITY_DN32869_c0_g1/TRINITY_DN52316_c0_g1/TRINITY_DN51712_c0_g1/TRINITY_DN46255_c0_g1/TRINITY_DN52102_c0_g1/TRINITY_DN67883_c0_g1/TRINITY_DN24873_c0_g1/TRINITY_DN57101_c0_g1/TRINITY_DN51416_c0_g1/TRINITY_DN33322_c0_g1/TRINITY_DN51479_c0_g1/TRINITY_DN43685_c0_g1/TRINITY_DN39907_c0_g1/TRINITY_DN54724_c0_g1",28
"GO:0060326","GO:0060326","cell chemotaxis","6/773","21/14268",0.000667052847447362,0.0170508553033273,0.0142798845063835,"TRINITY_DN46199_c0_g1/TRINITY_DN68845_c0_g1/TRINITY_DN14284_c0_g1/TRINITY_DN34893_c0_g1/TRINITY_DN31092_c0_g1/TRINITY_DN32869_c0_g1",6
"GO:0019827","GO:0019827","stem cell population maintenance","14/773","97/14268",0.000708487955274536,0.0176897072007436,0.0148149152218226,"TRINITY_DN25520_c0_g1/TRINITY_DN441_c0_g1/TRINITY_DN33468_c0_g1/TRINITY_DN58865_c0_g1/TRINITY_DN28224_c0_g1/TRINITY_DN58717_c0_g1/TRINITY_DN18671_c0_g1/TRINITY_DN48578_c0_g1/TRINITY_DN46063_c0_g1/TRINITY_DN25415_c0_g1/TRINITY_DN3242_c0_g1/TRINITY_DN51440_c0_g1/TRINITY_DN51860_c0_g1/TRINITY_DN21105_c0_g1",14
"GO:0098727","GO:0098727","maintenance of cell number","14/773","97/14268",0.000708487955274536,0.0176897072007436,0.0148149152218226,"TRINITY_DN25520_c0_g1/TRINITY_DN441_c0_g1/TRINITY_DN33468_c0_g1/TRINITY_DN58865_c0_g1/TRINITY_DN28224_c0_g1/TRINITY_DN58717_c0_g1/TRINITY_DN18671_c0_g1/TRINITY_DN48578_c0_g1/TRINITY_DN46063_c0_g1/TRINITY_DN25415_c0_g1/TRINITY_DN3242_c0_g1/TRINITY_DN51440_c0_g1/TRINITY_DN51860_c0_g1/TRINITY_DN21105_c0_g1",14
"GO:0009953","GO:0009953","dorsal/ventral pattern formation","8/773","38/14268",0.000820651521898297,0.0197903800919578,0.0165742032891125,"TRINITY_DN53668_c0_g1/TRINITY_DN55246_c0_g1/TRINITY_DN46992_c0_g1/TRINITY_DN51712_c0_g1/TRINITY_DN46255_c0_g1/TRINITY_DN39703_c0_g1/TRINITY_DN33322_c0_g1/TRINITY_DN59030_c0_g1",8
"GO:0040011","GO:0040011","locomotion","31/773","312/14268",0.000824074949792267,0.0197903800919578,0.0165742032891125,"TRINITY_DN1769_c0_g1/TRINITY_DN47537_c0_g1/TRINITY_DN46199_c0_g1/TRINITY_DN55596_c0_g1/TRINITY_DN68845_c0_g1/TRINITY_DN32620_c0_g1/TRINITY_DN14284_c0_g1/TRINITY_DN34893_c0_g1/TRINITY_DN51002_c0_g1/TRINITY_DN31092_c0_g1/TRINITY_DN64956_c0_g1/TRINITY_DN53668_c0_g1/TRINITY_DN55246_c0_g1/TRINITY_DN1226_c0_g1/TRINITY_DN53936_c0_g1/TRINITY_DN32869_c0_g1/TRINITY_DN46255_c0_g1/TRINITY_DN43248_c0_g1/TRINITY_DN51850_c0_g1/TRINITY_DN24873_c0_g1/TRINITY_DN35524_c0_g1/TRINITY_DN8450_c0_g1/TRINITY_DN41094_c0_g1/TRINITY_DN66111_c0_g1/TRINITY_DN51416_c0_g1/TRINITY_DN33922_c0_g1/TRINITY_DN51479_c0_g1/TRINITY_DN39907_c0_g1/TRINITY_DN5575_c1_g1/TRINITY_DN57328_c0_g1/TRINITY_DN59305_c0_g1",31
"GO:0099537","GO:0099537","trans-synaptic signaling","12/773","77/14268",0.000837657178311656,0.0199641627497611,0.0167197441572095,"TRINITY_DN68922_c0_g1/TRINITY_DN59326_c0_g1/TRINITY_DN46992_c0_g1/TRINITY_DN37001_c0_g1/TRINITY_DN53936_c0_g1/TRINITY_DN32869_c0_g1/TRINITY_DN51712_c0_g1/TRINITY_DN33322_c0_g1/TRINITY_DN33922_c0_g1/TRINITY_DN43507_c0_g1/TRINITY_DN46645_c0_g1/TRINITY_DN57328_c0_g1",12
"GO:1902229","GO:1902229","regulation of intrinsic apoptotic signaling pathway in response to DNA damage","5/773","15/14268",0.000877284874611116,0.0204439867816783,0.0171215909641452,"TRINITY_DN55268_c0_g1/TRINITY_DN46063_c0_g1/TRINITY_DN63938_c0_g1/TRINITY_DN47600_c0_g1/TRINITY_DN51860_c0_g1",5
"GO:0046686","GO:0046686","response to cadmium ion","37/773","398/14268",0.000951860824420018,0.021699667779894,0.0181732085699718,"TRINITY_DN180_c0_g1/TRINITY_DN332_c0_g1/TRINITY_DN2550_c0_g1/TRINITY_DN1022_c0_g1/TRINITY_DN132_c2_g1/TRINITY_DN5052_c0_g1/TRINITY_DN4109_c0_g1/TRINITY_DN1798_c0_g1/TRINITY_DN22938_c0_g1/TRINITY_DN838_c0_g1/TRINITY_DN14468_c0_g1/TRINITY_DN1854_c0_g2/TRINITY_DN53018_c0_g1/TRINITY_DN3382_c0_g1/TRINITY_DN1193_c0_g1/TRINITY_DN1471_c0_g1/TRINITY_DN33849_c0_g1/TRINITY_DN2975_c0_g1/TRINITY_DN5073_c0_g1/TRINITY_DN378_c0_g1/TRINITY_DN749_c0_g1/TRINITY_DN20443_c0_g1/TRINITY_DN1226_c0_g1/TRINITY_DN536_c1_g1/TRINITY_DN14455_c0_g1/TRINITY_DN4845_c0_g1/TRINITY_DN554_c0_g2/TRINITY_DN1279_c0_g1/TRINITY_DN3952_c0_g1/TRINITY_DN41094_c0_g1/TRINITY_DN4564_c0_g1/TRINITY_DN1130_c0_g1/TRINITY_DN2076_c0_g1/TRINITY_DN8667_c0_g1/TRINITY_DN30565_c0_g1/TRINITY_DN1142_c0_g1/TRINITY_DN7172_c0_g1",37
"GO:0042127","GO:0042127","regulation of cell population proliferation","27/773","262/14268",0.00101482060479587,0.0226427349126794,0.0189630158552001,"TRINITY_DN57793_c0_g1/TRINITY_DN68922_c0_g1/TRINITY_DN55268_c0_g1/TRINITY_DN34183_c0_g1/TRINITY_DN34893_c0_g1/TRINITY_DN51002_c0_g1/TRINITY_DN64956_c0_g1/TRINITY_DN27835_c0_g1/TRINITY_DN53668_c0_g1/TRINITY_DN1313_c0_g1/TRINITY_DN63938_c0_g1/TRINITY_DN46992_c0_g1/TRINITY_DN37001_c0_g1/TRINITY_DN48729_c0_g1/TRINITY_DN51712_c0_g1/TRINITY_DN55248_c0_g1/TRINITY_DN41094_c0_g1/TRINITY_DN51416_c0_g1/TRINITY_DN33322_c0_g1/TRINITY_DN2826_c0_g1/TRINITY_DN47600_c0_g1/TRINITY_DN57466_c0_g1/TRINITY_DN53620_c0_g1/TRINITY_DN21105_c0_g1/TRINITY_DN2131_c0_g1/TRINITY_DN46826_c0_g1/TRINITY_DN63398_c0_g1",27
"GO:0048646","GO:0048646","anatomical structure formation involved in morphogenesis","44/773","500/14268",0.00102756027893906,0.022765525616495,0.0190658515803149,"TRINITY_DN6045_c1_g1/TRINITY_DN25520_c0_g1/TRINITY_DN4109_c0_g1/TRINITY_DN33468_c0_g1/TRINITY_DN41635_c1_g1/TRINITY_DN36249_c0_g1/TRINITY_DN32620_c0_g1/TRINITY_DN6705_c0_g2/TRINITY_DN1106_c0_g1/TRINITY_DN58717_c0_g1/TRINITY_DN64231_c0_g1/TRINITY_DN14284_c0_g1/TRINITY_DN9996_c0_g1/TRINITY_DN1368_c1_g1/TRINITY_DN47320_c0_g1/TRINITY_DN31092_c0_g1/TRINITY_DN3042_c0_g2/TRINITY_DN654_c0_g1/TRINITY_DN10990_c1_g1/TRINITY_DN1143_c0_g1/TRINITY_DN33059_c0_g1/TRINITY_DN667_c0_g2/TRINITY_DN52316_c0_g1/TRINITY_DN46255_c0_g1/TRINITY_DN18885_c0_g1/TRINITY_DN51850_c0_g1/TRINITY_DN24873_c0_g1/TRINITY_DN12250_c0_g1/TRINITY_DN8450_c0_g1/TRINITY_DN41094_c0_g1/TRINITY_DN51416_c0_g1/TRINITY_DN56661_c0_g1/TRINITY_DN65776_c0_g1/TRINITY_DN34137_c0_g1/TRINITY_DN51479_c0_g1/TRINITY_DN68380_c0_g1/TRINITY_DN39692_c0_g1/TRINITY_DN39907_c0_g1/TRINITY_DN5575_c1_g1/TRINITY_DN37202_c0_g1/TRINITY_DN55219_c0_g1/TRINITY_DN59305_c0_g1/TRINITY_DN54468_c0_g1/TRINITY_DN60096_c0_g1",44
"GO:0055002","GO:0055002","striated muscle cell development","11/773","69/14268",0.00112495024814677,0.0240754658548963,0.0201629106416855,"TRINITY_DN41635_c1_g1/TRINITY_DN32620_c0_g1/TRINITY_DN18885_c0_g1/TRINITY_DN51850_c0_g1/TRINITY_DN24873_c0_g1/TRINITY_DN8450_c0_g1/TRINITY_DN34137_c0_g1/TRINITY_DN51479_c0_g1/TRINITY_DN68380_c0_g1/TRINITY_DN5575_c1_g1/TRINITY_DN59305_c0_g1",11
"GO:0006749","GO:0006749","glutathione metabolic process","10/773","59/14268",0.00115314375319692,0.0245120962672805,0.0205285833161586,"TRINITY_DN180_c0_g1/TRINITY_DN2671_c0_g1/TRINITY_DN4927_c0_g1/TRINITY_DN838_c0_g1/TRINITY_DN9021_c0_g1/TRINITY_DN14468_c0_g1/TRINITY_DN3382_c0_g1/TRINITY_DN46255_c0_g1/TRINITY_DN8633_c0_g1/TRINITY_DN26630_c0_g1",10
"GO:0031396","GO:0031396","regulation of protein ubiquitination","12/773","80/14268",0.00118401341455094,0.0249993704844112,0.0209366695628471,"TRINITY_DN14347_c0_g1/TRINITY_DN55596_c0_g1/TRINITY_DN55268_c0_g1/TRINITY_DN55033_c0_g1/TRINITY_DN34183_c0_g1/TRINITY_DN46883_c0_g1/TRINITY_DN59326_c0_g1/TRINITY_DN52316_c0_g1/TRINITY_DN2826_c0_g1/TRINITY_DN46645_c0_g1/TRINITY_DN53620_c0_g1/TRINITY_DN54724_c0_g1",12
"GO:0071480","GO:0071480","cellular response to gamma radiation","5/773","16/14268",0.00121956093089209,0.025408865487328,0.0212796166610172,"TRINITY_DN46199_c0_g1/TRINITY_DN14284_c0_g1/TRINITY_DN31092_c0_g1/TRINITY_DN46063_c0_g1/TRINITY_DN51860_c0_g1",5
"GO:0030155","GO:0030155","regulation of cell adhesion","11/773","70/14268",0.00127073833171983,0.0263009394183592,0.0220267177582738,"TRINITY_DN5785_c0_g1/TRINITY_DN41635_c1_g1/TRINITY_DN55268_c0_g1/TRINITY_DN34893_c0_g1/TRINITY_DN41730_c0_g1/TRINITY_DN51002_c0_g1/TRINITY_DN32869_c0_g1/TRINITY_DN43248_c0_g1/TRINITY_DN51416_c0_g1/TRINITY_DN2826_c0_g1/TRINITY_DN34137_c0_g1",11
"GO:0030522","GO:0030522","intracellular receptor signaling pathway","12/773","82/14268",0.00147511846949362,0.0288243646274964,0.0241400557642532,"TRINITY_DN68922_c0_g1/TRINITY_DN3143_c0_g1/TRINITY_DN58324_c0_g1/TRINITY_DN1471_c0_g1/TRINITY_DN34893_c0_g1/TRINITY_DN39094_c0_g1/TRINITY_DN37001_c0_g1/TRINITY_DN32869_c0_g1/TRINITY_DN52102_c0_g1/TRINITY_DN57466_c0_g1/TRINITY_DN68868_c0_g1/TRINITY_DN54724_c0_g1",12
"GO:0051240","GO:0051240","positive regulation of multicellular organismal process","37/773","410/14268",0.00162030709340444,0.0312729209561373,0.026190691990903,"TRINITY_DN16903_c0_g1/TRINITY_DN20546_c0_g1/TRINITY_DN68845_c0_g1/TRINITY_DN3191_c0_g1/TRINITY_DN55268_c0_g1/TRINITY_DN16253_c0_g1/TRINITY_DN14284_c0_g1/TRINITY_DN48578_c0_g1/TRINITY_DN34893_c0_g1/TRINITY_DN31092_c0_g1/TRINITY_DN46063_c0_g1/TRINITY_DN10479_c0_g1/TRINITY_DN7664_c1_g1/TRINITY_DN46992_c0_g1/TRINITY_DN39198_c0_g1/TRINITY_DN6308_c0_g1/TRINITY_DN55678_c0_g1/TRINITY_DN1153_c0_g1/TRINITY_DN1960_c0_g1/TRINITY_DN32869_c0_g1/TRINITY_DN51712_c0_g1/TRINITY_DN46255_c0_g1/TRINITY_DN43248_c0_g1/TRINITY_DN3242_c0_g1/TRINITY_DN4702_c0_g1/TRINITY_DN24873_c0_g1/TRINITY_DN64999_c0_g1/TRINITY_DN41094_c0_g1/TRINITY_DN51416_c0_g1/TRINITY_DN33322_c0_g1/TRINITY_DN51479_c0_g1/TRINITY_DN19795_c0_g1/TRINITY_DN39907_c0_g1/TRINITY_DN51860_c0_g1/TRINITY_DN57328_c0_g1/TRINITY_DN54724_c0_g1/TRINITY_DN1990_c0_g1",37
"GO:0002931","GO:0002931","response to ischemia","5/773","17/14268",0.00165133662018881,0.0312958132958675,0.0262098640477654,"TRINITY_DN40817_c0_g1/TRINITY_DN14284_c0_g1/TRINITY_DN34576_c0_g1/TRINITY_DN31092_c0_g1/TRINITY_DN35040_c0_g1",5
"GO:0034763","GO:0034763","negative regulation of transmembrane transport","5/773","17/14268",0.00165133662018881,0.0312958132958675,0.0262098640477654,"TRINITY_DN5785_c0_g1/TRINITY_DN68922_c0_g1/TRINITY_DN3143_c0_g1/TRINITY_DN41730_c0_g1/TRINITY_DN37001_c0_g1",5
"GO:0009407","GO:0009407","toxin catabolic process","6/773","25/14268",0.00180841588917247,0.0334663316902152,0.028027646876772,"TRINITY_DN180_c0_g1/TRINITY_DN2671_c0_g1/TRINITY_DN838_c0_g1/TRINITY_DN9021_c0_g1/TRINITY_DN3382_c0_g1/TRINITY_DN46255_c0_g1",6
"GO:0080167","GO:0080167","response to karrikin","15/773","119/14268",0.00191021875058759,0.0343402753677061,0.0287595641065909,"TRINITY_DN180_c0_g1/TRINITY_DN1722_c0_g1/TRINITY_DN871_c0_g1/TRINITY_DN4727_c0_g1/TRINITY_DN16253_c0_g1/TRINITY_DN2448_c0_g1/TRINITY_DN1788_c0_g1/TRINITY_DN3382_c0_g1/TRINITY_DN1064_c0_g1/TRINITY_DN20974_c0_g1/TRINITY_DN3388_c0_g1/TRINITY_DN2804_c0_g1/TRINITY_DN1960_c0_g1/TRINITY_DN13465_c0_g1/TRINITY_DN15236_c0_g1",15
"GO:0009664","GO:0009664","plant-type cell wall organization","16/773","132/14268",0.00206823950247421,0.0349330085135093,0.0292559709269293,"TRINITY_DN826_c0_g1/TRINITY_DN2459_c0_g1/TRINITY_DN3872_c0_g1/TRINITY_DN1982_c0_g1/TRINITY_DN8499_c0_g1/TRINITY_DN6063_c0_g1/TRINITY_DN1193_c0_g1/TRINITY_DN16868_c0_g1/TRINITY_DN10547_c0_g1/TRINITY_DN285_c0_g1/TRINITY_DN25415_c0_g1/TRINITY_DN619_c0_g1/TRINITY_DN17311_c0_g1/TRINITY_DN30738_c0_g1/TRINITY_DN3069_c0_g1/TRINITY_DN67400_c0_g1",16
"GO:0043086","GO:0043086","negative regulation of catalytic activity","25/773","249/14268",0.00219557882892763,0.0361638272031744,0.0302867666509002,"TRINITY_DN1659_c0_g1/TRINITY_DN20546_c0_g1/TRINITY_DN14347_c0_g1/TRINITY_DN68922_c0_g1/TRINITY_DN32620_c0_g1/TRINITY_DN23264_c0_g1/TRINITY_DN58717_c0_g1/TRINITY_DN55033_c0_g1/TRINITY_DN14284_c0_g1/TRINITY_DN34183_c0_g1/TRINITY_DN31092_c0_g1/TRINITY_DN64956_c0_g1/TRINITY_DN61322_c0_g1/TRINITY_DN37001_c0_g1/TRINITY_DN48697_c0_g1/TRINITY_DN40065_c0_g1/TRINITY_DN8450_c0_g1/TRINITY_DN48961_c0_g1/TRINITY_DN39703_c0_g1/TRINITY_DN2826_c0_g1/TRINITY_DN10709_c0_g2/TRINITY_DN7852_c0_g1/TRINITY_DN39907_c0_g1/TRINITY_DN59030_c0_g1/TRINITY_DN54724_c0_g1",25
"GO:0043312","GO:0043312","neutrophil degranulation","15/773","122/14268",0.00244613941430055,0.0382863412805449,0.0320643464466838,"TRINITY_DN40817_c0_g1/TRINITY_DN68922_c0_g1/TRINITY_DN33724_c0_g1/TRINITY_DN34576_c0_g1/TRINITY_DN27835_c0_g1/TRINITY_DN53668_c0_g1/TRINITY_DN35040_c0_g1/TRINITY_DN35867_c0_g1/TRINITY_DN37001_c0_g1/TRINITY_DN53118_c0_g1/TRINITY_DN64698_c0_g1/TRINITY_DN28381_c0_g1/TRINITY_DN54342_c0_g1/TRINITY_DN26630_c0_g1/TRINITY_DN48862_c0_g1",15
"GO:0042542","GO:0042542","response to hydrogen peroxide","21/773","198/14268",0.0024950916121891,0.0388564988000102,0.0325418464537844,"TRINITY_DN943_c0_g1/TRINITY_DN40817_c0_g1/TRINITY_DN55268_c0_g1/TRINITY_DN44819_c0_g1/TRINITY_DN13873_c0_g1/TRINITY_DN14284_c0_g1/TRINITY_DN34576_c0_g1/TRINITY_DN2975_c0_g1/TRINITY_DN31092_c0_g1/TRINITY_DN60691_c0_g1/TRINITY_DN749_c0_g1/TRINITY_DN7664_c1_g1/TRINITY_DN35040_c0_g1/TRINITY_DN55678_c0_g1/TRINITY_DN1153_c0_g1/TRINITY_DN1960_c0_g1/TRINITY_DN46255_c0_g1/TRINITY_DN2861_c0_g1/TRINITY_DN3674_c0_g1/TRINITY_DN39907_c0_g1/TRINITY_DN42665_c0_g1",21
"GO:0050921","GO:0050921","positive regulation of chemotaxis","4/773","12/14268",0.00298208666242998,0.0430350671559849,0.036041346769977,"TRINITY_DN14284_c0_g1/TRINITY_DN34893_c0_g1/TRINITY_DN31092_c0_g1/TRINITY_DN32869_c0_g1",4
"GO:1904400","GO:1904400","response to Thyroid stimulating hormone","4/773","12/14268",0.00298208666242998,0.0430350671559849,0.036041346769977,"TRINITY_DN57363_c0_g1/TRINITY_DN33558_c0_g1/TRINITY_DN52697_c0_g1/TRINITY_DN52696_c0_g1",4
"GO:1904401","GO:1904401","cellular response to Thyroid stimulating hormone","4/773","12/14268",0.00298208666242998,0.0430350671559849,0.036041346769977,"TRINITY_DN57363_c0_g1/TRINITY_DN33558_c0_g1/TRINITY_DN52697_c0_g1/TRINITY_DN52696_c0_g1",4
"GO:1904587","GO:1904587","response to glycoprotein","4/773","12/14268",0.00298208666242998,0.0430350671559849,0.036041346769977,"TRINITY_DN57363_c0_g1/TRINITY_DN33558_c0_g1/TRINITY_DN52697_c0_g1/TRINITY_DN52696_c0_g1",4
"GO:1904588","GO:1904588","cellular response to glycoprotein","4/773","12/14268",0.00298208666242998,0.0430350671559849,0.036041346769977,"TRINITY_DN57363_c0_g1/TRINITY_DN33558_c0_g1/TRINITY_DN52697_c0_g1/TRINITY_DN52696_c0_g1",4
"GO:0051094","GO:0051094","positive regulation of developmental process","31/773","339/14268",0.00306119933104676,0.0439750369656307,0.0368285600846434,"TRINITY_DN16903_c0_g1/TRINITY_DN20546_c0_g1/TRINITY_DN3191_c0_g1/TRINITY_DN16253_c0_g1/TRINITY_DN14284_c0_g1/TRINITY_DN48578_c0_g1/TRINITY_DN34893_c0_g1/TRINITY_DN31092_c0_g1/TRINITY_DN46063_c0_g1/TRINITY_DN60691_c0_g1/TRINITY_DN10479_c0_g1/TRINITY_DN46992_c0_g1/TRINITY_DN39198_c0_g1/TRINITY_DN6308_c0_g1/TRINITY_DN1960_c0_g1/TRINITY_DN32869_c0_g1/TRINITY_DN48729_c0_g1/TRINITY_DN51712_c0_g1/TRINITY_DN46255_c0_g1/TRINITY_DN43248_c0_g1/TRINITY_DN3242_c0_g1/TRINITY_DN4702_c0_g1/TRINITY_DN24873_c0_g1/TRINITY_DN33322_c0_g1/TRINITY_DN51479_c0_g1/TRINITY_DN19795_c0_g1/TRINITY_DN39907_c0_g1/TRINITY_DN5575_c1_g1/TRINITY_DN51860_c0_g1/TRINITY_DN57328_c0_g1/TRINITY_DN1990_c0_g1",31
