"gene" "hog" "phylostrata" "age"
"3700" "TRINITY_DN19305_c0_g1" "HOG:A0235099" "Embryophyta" "MC"
"3701" "TRINITY_DN1931_c0_g1" "HOG:A0785734" "LUCA" "UC"
"3702" "TRINITY_DN19313_c0_g1" "HOG:A0237252" "Streptophyta" "MC"
"3703" "TRINITY_DN19314_c0_g1" "HOG:A0562266" "Eukaryota" "UC"
"3704" "TRINITY_DN19315_c0_g1" "HOG:A0221127" "Magnoliopsida" "MC"
"3705" "TRINITY_DN19316_c0_g1" "HOG:A0179325" "Malvaceae" "MC"
"3706" "TRINITY_DN19319_c0_g1" "HOG:A0195620" "Brassicaceae" "MC"
"3707" "TRINITY_DN19321_c0_g1" "HOG:A0566773" "Eukaryota" "UC"
"3708" "TRINITY_DN19322_c0_g1" "HOG:A0562194" "Eukaryota" "UC"
"3709" "TRINITY_DN19328_c0_g1" "HOG:A0564157" "Eukaryota" "UC"
"3710" "TRINITY_DN19329_c0_g1" "HOG:A0228922" "Spermatophyta" "MC"
"3711" "TRINITY_DN1933_c0_g1" "HOG:A0566800" "Eukaryota" "UC"
"3712" "TRINITY_DN19330_c0_g1" "HOG:A0239546" "Viridiplantae" "UC"
"3713" "TRINITY_DN19333_c0_g1" "HOG:A0221202" "Magnoliopsida" "MC"
"3714" "TRINITY_DN19338_c0_g1" "HOG:A0231953" "Tracheophyta" "MC"
"3715" "TRINITY_DN19341_c0_g1" "HOG:A0234265" "Embryophyta" "MC"
"3716" "TRINITY_DN19348_c0_g1" "HOG:A0211692" "Mesangiospermae" "MC"
"3717" "TRINITY_DN1935_c0_g1" "HOG:A0203125" "Pentapetalae" "MC"
"3718" "TRINITY_DN19351_c0_g1" "HOG:A0562172" "Eukaryota" "UC"
"3719" "TRINITY_DN19360_c0_g1" "HOG:A0179806" "Malvaceae" "MC"
"3720" "TRINITY_DN1937_c0_g1" "HOG:A0575789" "Eukaryota" "UC"
"3721" "TRINITY_DN1938_c0_g1" "HOG:A0239525" "Viridiplantae" "UC"
"3722" "TRINITY_DN19382_c0_g1" "HOG:A0562498" "Eukaryota" "UC"
"3723" "TRINITY_DN19389_c0_g1" "HOG:A0785770" "LUCA" "UC"
"3724" "TRINITY_DN1939_c0_g1" "HOG:A0562351" "Eukaryota" "UC"
"3725" "TRINITY_DN19394_c0_g1" "HOG:A0231911" "Tracheophyta" "MC"
"3726" "TRINITY_DN194_c0_g1" "HOG:A0233842" "Embryophyta" "MC"
"3727" "TRINITY_DN19402_c0_g1" "HOG:A0567251" "Eukaryota" "UC"
"3728" "TRINITY_DN19404_c0_g1" "HOG:A0582860" "Eukaryota" "UC"
"3729" "TRINITY_DN19405_c0_g1" "HOG:A0562240" "Eukaryota" "UC"
"3730" "TRINITY_DN19407_c0_g1" "HOG:A0211590" "Mesangiospermae" "MC"
"3731" "TRINITY_DN19414_c0_g1" "HOG:A0562172" "Eukaryota" "UC"
"3732" "TRINITY_DN19415_c0_g1" "HOG:A0562462" "Eukaryota" "UC"
"3733" "TRINITY_DN19426_c0_g1" "HOG:A0206234" "Pentapetalae" "MC"
"3734" "TRINITY_DN19427_c0_g1" "HOG:A0206731" "Pentapetalae" "MC"
"3735" "TRINITY_DN1943_c0_g1" "HOG:A0220510" "Magnoliopsida" "MC"
"3736" "TRINITY_DN19431_c0_g1" "HOG:A0220003" "Magnoliopsida" "MC"
"3737" "TRINITY_DN19433_c0_g1" "HOG:A0219836" "Magnoliopsida" "MC"
"3738" "TRINITY_DN19436_c0_g1" "HOG:A0211690" "Mesangiospermae" "MC"
"3739" "TRINITY_DN19446_c0_g1" "HOG:A0223331" "Spermatophyta" "MC"
"3740" "TRINITY_DN19451_c0_g1" "HOG:A0562437" "Eukaryota" "UC"
"3741" "TRINITY_DN19455_c0_g1" "HOG:A0223346" "Spermatophyta" "MC"
"3742" "TRINITY_DN19456_c0_g1" "HOG:A0570327" "Eukaryota" "UC"
"3743" "TRINITY_DN1946_c0_g1" "HOG:A0563563" "Eukaryota" "UC"
"3744" "TRINITY_DN19461_c0_g1" "HOG:A0234581" "Embryophyta" "MC"
"3745" "TRINITY_DN19464_c0_g1" "HOG:A0229334" "Spermatophyta" "MC"
"3746" "TRINITY_DN19468_c0_g1" "HOG:A0564682" "Eukaryota" "UC"
"3747" "TRINITY_DN19469_c0_g1" "HOG:A0563460" "Eukaryota" "UC"
"3748" "TRINITY_DN1947_c0_g1" "HOG:A0211929" "Mesangiospermae" "MC"
"3749" "TRINITY_DN19472_c0_g1" "HOG:A0781728" "LUCA" "UC"
"3750" "TRINITY_DN19474_c0_g1" "HOG:A0582277" "Eukaryota" "UC"
"3751" "TRINITY_DN19477_c0_g1" "HOG:A0198117" "rosids" "MC"
"3752" "TRINITY_DN19481_c0_g1" "HOG:A0568968" "Eukaryota" "UC"
"3753" "TRINITY_DN19483_c0_g1" "HOG:A0566621" "Eukaryota" "UC"
"3754" "TRINITY_DN19487_c0_g1" "HOG:A0220410" "Magnoliopsida" "MC"
"3755" "TRINITY_DN19488_c0_g1" "HOG:A0206341" "Pentapetalae" "MC"
"3756" "TRINITY_DN1949_c0_g1" "HOG:A0234835" "Embryophyta" "MC"
"3757" "TRINITY_DN19495_c0_g1" "HOG:A0224486" "Spermatophyta" "MC"
"3758" "TRINITY_DN19505_c0_g1" "HOG:A0200039" "rosids" "MC"
"3759" "TRINITY_DN19517_c0_g1" "HOG:A0223488" "Spermatophyta" "MC"
"3760" "TRINITY_DN19520_c0_g1" "HOG:A0203454" "Pentapetalae" "MC"
"3761" "TRINITY_DN19522_c0_g1" "HOG:A0212977" "Mesangiospermae" "MC"
"3762" "TRINITY_DN19525_c0_g1" "HOG:A0562918" "Eukaryota" "UC"
"3763" "TRINITY_DN19527_c0_g1" "HOG:A0203632" "Pentapetalae" "MC"
"3764" "TRINITY_DN19531_c0_g1" "HOG:A0563368" "Eukaryota" "UC"
"3765" "TRINITY_DN19535_c0_g1" "HOG:A0203654" "Pentapetalae" "MC"
"3766" "TRINITY_DN1954_c0_g1" "HOG:A0237569" "Streptophyta" "MC"
"3767" "TRINITY_DN19541_c0_g1" "HOG:A0203448" "Pentapetalae" "MC"
"3768" "TRINITY_DN19545_c0_g1" "HOG:A0552674" "Metazoa" "MC"
"3769" "TRINITY_DN19547_c0_g1" "HOG:A0223370" "Spermatophyta" "MC"
"3770" "TRINITY_DN1955_c0_g1" "HOG:A0234637" "Embryophyta" "MC"
"3771" "TRINITY_DN19552_c0_g1" "HOG:A0222214" "Magnoliopsida" "MC"
"3772" "TRINITY_DN19554_c0_g1" "HOG:A0220702" "Magnoliopsida" "MC"
"3773" "TRINITY_DN19559_c0_g1" "HOG:A0234429" "Embryophyta" "MC"
"3774" "TRINITY_DN1956_c0_g1" "HOG:A0224752" "Spermatophyta" "MC"
"3775" "TRINITY_DN19562_c0_g1" "HOG:A0223601" "Spermatophyta" "MC"
"3776" "TRINITY_DN1957_c0_g1" "HOG:A0211976" "Mesangiospermae" "MC"
"3777" "TRINITY_DN19571_c0_g1" "HOG:A0232686" "Tracheophyta" "MC"
"3778" "TRINITY_DN19574_c0_g1" "HOG:A0231927" "Tracheophyta" "MC"
"3779" "TRINITY_DN19577_c0_g1" "HOG:A0220117" "Magnoliopsida" "MC"
"3780" "TRINITY_DN1958_c0_g1" "HOG:A0233943" "Embryophyta" "MC"
"3781" "TRINITY_DN19583_c0_g1" "HOG:A0562287" "Eukaryota" "UC"
"3782" "TRINITY_DN19586_c0_g1" "HOG:A0571881" "Eukaryota" "UC"
"3783" "TRINITY_DN19599_c0_g1" "HOG:A0222372" "Magnoliopsida" "MC"
"3784" "TRINITY_DN1960_c0_g1" "HOG:A0206121" "Pentapetalae" "MC"
"3785" "TRINITY_DN19603_c0_g1" "HOG:A0206240" "Pentapetalae" "MC"
"3786" "TRINITY_DN19610_c0_g1" "HOG:A0562215" "Eukaryota" "UC"
"3787" "TRINITY_DN19617_c0_g1" "HOG:A0237586" "Streptophyta" "MC"
"3788" "TRINITY_DN19619_c0_g1" "HOG:A0224174" "Spermatophyta" "MC"
"3789" "TRINITY_DN1962_c0_g1" "HOG:A0562573" "Eukaryota" "UC"
"3790" "TRINITY_DN19623_c0_g1" "HOG:A0220390" "Magnoliopsida" "MC"
"3791" "TRINITY_DN19633_c0_g1" "HOG:A0232483" "Tracheophyta" "MC"
"3792" "TRINITY_DN19635_c0_g1" "HOG:A0202633" "Pentapetalae" "MC"
"3793" "TRINITY_DN1964_c0_g1" "HOG:A0236485" "Embryophyta" "MC"
"3794" "TRINITY_DN19641_c0_g1" "HOG:A0779708" "LUCA" "UC"
"3795" "TRINITY_DN19648_c0_g1" "HOG:A0211835" "Mesangiospermae" "MC"
"3796" "TRINITY_DN1965_c0_g1" "HOG:A0562678" "Eukaryota" "UC"
"3797" "TRINITY_DN19654_c0_g1" "HOG:A0234215" "Embryophyta" "MC"
"3798" "TRINITY_DN19655_c0_g1" "HOG:A0563498" "Eukaryota" "UC"
"3799" "TRINITY_DN19662_c0_g1" "HOG:A0567282" "Eukaryota" "UC"
"3800" "TRINITY_DN19664_c0_g1" "HOG:A0197993" "rosids" "MC"
"3801" "TRINITY_DN19665_c0_g1" "HOG:A0235013" "Embryophyta" "MC"
"3802" "TRINITY_DN19667_c0_g1" "HOG:A0211851" "Mesangiospermae" "MC"
"3803" "TRINITY_DN19668_c0_g1" "HOG:A0564292" "Eukaryota" "UC"
"3804" "TRINITY_DN19670_c0_g1" "HOG:A0220574" "Magnoliopsida" "MC"
"3805" "TRINITY_DN19673_c0_g1" "HOG:A0226712" "Spermatophyta" "MC"
"3806" "TRINITY_DN19676_c0_g1" "HOG:A0224081" "Spermatophyta" "MC"
"3807" "TRINITY_DN19678_c0_g1" "HOG:A0562452" "Eukaryota" "UC"
"3808" "TRINITY_DN1968_c0_g1" "HOG:A0780789" "LUCA" "UC"
"3809" "TRINITY_DN19681_c0_g1" "HOG:A0203377" "Pentapetalae" "MC"
"3810" "TRINITY_DN19682_c0_g1" "HOG:A0212103" "Mesangiospermae" "MC"
"3811" "TRINITY_DN19689_c0_g1" "HOG:A0203035" "Pentapetalae" "MC"
"3812" "TRINITY_DN1969_c0_g1" "HOG:A0562172" "Eukaryota" "UC"
"3813" "TRINITY_DN19691_c0_g1" "HOG:A0206470" "Pentapetalae" "MC"
"3814" "TRINITY_DN19694_c0_g1" "HOG:A0174246" "fabids" "MC"
"3815" "TRINITY_DN19699_c0_g1" "HOG:A0231848" "Tracheophyta" "MC"
"3816" "TRINITY_DN197_c0_g1" "HOG:A0202658" "Pentapetalae" "MC"
"3817" "TRINITY_DN1971_c0_g1" "HOG:A0223940" "Spermatophyta" "MC"
"3818" "TRINITY_DN19710_c0_g1" "HOG:A0203508" "Pentapetalae" "MC"
"3819" "TRINITY_DN1972_c0_g1" "HOG:A0234238" "Embryophyta" "MC"
"3820" "TRINITY_DN19722_c0_g1" "HOG:A0211991" "Mesangiospermae" "MC"
"3821" "TRINITY_DN19728_c0_g1" "HOG:A0238240" "Streptophyta" "MC"
"3822" "TRINITY_DN1973_c0_g1" "HOG:A0199763" "rosids" "MC"
"3823" "TRINITY_DN19745_c0_g1" "HOG:A0224801" "Spermatophyta" "MC"
"3824" "TRINITY_DN19746_c0_g1" "HOG:A0224260" "Spermatophyta" "MC"
"3825" "TRINITY_DN19747_c0_g1" "HOG:A0786089" "LUCA" "UC"
"3826" "TRINITY_DN19751_c0_g1" "HOG:A0205093" "Pentapetalae" "MC"
"3827" "TRINITY_DN19753_c0_g1" "HOG:A0568248" "Eukaryota" "UC"
"3828" "TRINITY_DN1976_c0_g1" "HOG:A0562172" "Eukaryota" "UC"
"3829" "TRINITY_DN19760_c0_g1" "HOG:A0222392" "Magnoliopsida" "MC"
"3830" "TRINITY_DN19761_c0_g1" "HOG:A0570754" "Eukaryota" "UC"
"3831" "TRINITY_DN19762_c0_g1" "HOG:A0197962" "rosids" "MC"
"3832" "TRINITY_DN19775_c0_g1" "HOG:A0198265" "rosids" "MC"
"3833" "TRINITY_DN19778_c0_g1" "HOG:A0563847" "Eukaryota" "UC"
"3834" "TRINITY_DN1978_c0_g1" "HOG:A0564770" "Eukaryota" "UC"
"3835" "TRINITY_DN19788_c0_g1" "HOG:A0562462" "Eukaryota" "UC"
"3836" "TRINITY_DN1979_c0_g1" "HOG:A0567160" "Eukaryota" "UC"
"3837" "TRINITY_DN19803_c0_g1" "HOG:A0220601" "Magnoliopsida" "MC"
"3838" "TRINITY_DN19814_c0_g1" "HOG:A0786129" "LUCA" "UC"
"3839" "TRINITY_DN19818_c0_g1" "HOG:A0562162" "Eukaryota" "UC"
"3840" "TRINITY_DN19819_c0_g1" "HOG:A0224532" "Spermatophyta" "MC"
"3841" "TRINITY_DN1982_c0_g1" "HOG:A0576372" "Eukaryota" "UC"
"3842" "TRINITY_DN19822_c0_g1" "HOG:A0212088" "Mesangiospermae" "MC"
"3843" "TRINITY_DN19824_c0_g1" "HOG:A0567014" "Eukaryota" "UC"
"3844" "TRINITY_DN1983_c0_g1" "HOG:A0785716" "LUCA" "UC"
"3845" "TRINITY_DN19832_c1_g1" "HOG:A0198162" "rosids" "MC"
"3846" "TRINITY_DN19837_c0_g1" "HOG:A0564076" "Eukaryota" "UC"
"3847" "TRINITY_DN19839_c0_g1" "HOG:A0232148" "Tracheophyta" "MC"
"3848" "TRINITY_DN1984_c0_g1" "HOG:A0198303" "rosids" "MC"
"3849" "TRINITY_DN19847_c0_g1" "HOG:A0235914" "Embryophyta" "MC"
"3850" "TRINITY_DN1985_c0_g1" "HOG:A0788112" "LUCA" "UC"
"3851" "TRINITY_DN19856_c0_g1" "HOG:A0215478" "Mesangiospermae" "MC"
"3852" "TRINITY_DN1986_c0_g2" "HOG:A0564157" "Eukaryota" "UC"
"3853" "TRINITY_DN19862_c0_g1" "HOG:A0237271" "Streptophyta" "MC"
"3854" "TRINITY_DN19863_c0_g1" "HOG:A0572047" "Eukaryota" "UC"
"3855" "TRINITY_DN19867_c0_g1" "HOG:A0570327" "Eukaryota" "UC"
"3856" "TRINITY_DN19869_c0_g1" "HOG:A0222055" "Magnoliopsida" "MC"
"3857" "TRINITY_DN19872_c0_g1" "HOG:A0204987" "Pentapetalae" "MC"
"3858" "TRINITY_DN19877_c0_g1" "HOG:A0211737" "Mesangiospermae" "MC"
"3859" "TRINITY_DN19878_c0_g1" "HOG:A0785792" "LUCA" "UC"
"3860" "TRINITY_DN19880_c0_g1" "HOG:A0780356" "LUCA" "UC"
"3861" "TRINITY_DN19882_c0_g1" "HOG:A0568992" "Eukaryota" "UC"
"3862" "TRINITY_DN19884_c0_g1" "HOG:A0567030" "Eukaryota" "UC"
"3863" "TRINITY_DN19886_c0_g1" "HOG:A0222183" "Magnoliopsida" "MC"
"3864" "TRINITY_DN19887_c0_g1" "HOG:A0220526" "Magnoliopsida" "MC"
"3865" "TRINITY_DN19888_c0_g1" "HOG:A0211973" "Mesangiospermae" "MC"
"3866" "TRINITY_DN19889_c0_g1" "HOG:A0565362" "Eukaryota" "UC"
"3867" "TRINITY_DN19895_c0_g1" "HOG:A0564958" "Eukaryota" "UC"
"3868" "TRINITY_DN19898_c0_g1" "HOG:A0785609" "LUCA" "UC"
"3869" "TRINITY_DN199_c0_g1" "HOG:A0566846" "Eukaryota" "UC"
"3870" "TRINITY_DN1990_c0_g1" "HOG:A0237755" "Streptophyta" "MC"
"3871" "TRINITY_DN19905_c0_g1" "HOG:A0208079" "Pentapetalae" "MC"
"3872" "TRINITY_DN1991_c0_g1" "HOG:A0568565" "Eukaryota" "UC"
"3873" "TRINITY_DN19911_c0_g1" "HOG:A0198586" "rosids" "MC"
"3874" "TRINITY_DN19912_c0_g1" "HOG:A0234884" "Embryophyta" "MC"
"3875" "TRINITY_DN19913_c0_g1" "HOG:A0779748" "LUCA" "UC"
"3876" "TRINITY_DN19914_c0_g1" "HOG:A0233233" "Tracheophyta" "MC"
"3877" "TRINITY_DN19916_c0_g1" "HOG:A0198206" "rosids" "MC"
"3878" "TRINITY_DN19918_c0_g1" "HOG:A0570327" "Eukaryota" "UC"
"3879" "TRINITY_DN1992_c0_g1" "HOG:A0219580" "Magnoliopsida" "MC"
"3880" "TRINITY_DN19923_c0_g1" "HOG:A0563109" "Eukaryota" "UC"
"3881" "TRINITY_DN19924_c0_g1" "HOG:A0174226" "fabids" "MC"
"3882" "TRINITY_DN19927_c0_g1" "HOG:A0234055" "Embryophyta" "MC"
"3883" "TRINITY_DN1993_c0_g1" "HOG:A0237448" "Streptophyta" "MC"
"3884" "TRINITY_DN19934_c0_g1" "HOG:A0214697" "Mesangiospermae" "MC"
"3885" "TRINITY_DN1994_c0_g1" "HOG:A0562688" "Eukaryota" "UC"
"3886" "TRINITY_DN1995_c0_g1" "HOG:A0206044" "Pentapetalae" "MC"
"3887" "TRINITY_DN19956_c0_g1" "HOG:A0202406" "Pentapetalae" "MC"
"3888" "TRINITY_DN19963_c0_g1" "HOG:A0211775" "Mesangiospermae" "MC"
"3889" "TRINITY_DN19966_c0_g1" "HOG:A0237737" "Streptophyta" "MC"
"3890" "TRINITY_DN19971_c0_g1" "HOG:A0206308" "Pentapetalae" "MC"
"3891" "TRINITY_DN19973_c0_g1" "HOG:A0222130" "Magnoliopsida" "MC"
"3892" "TRINITY_DN1998_c0_g1" "HOG:A0237274" "Streptophyta" "MC"
"3893" "TRINITY_DN19981_c0_g1" "HOG:A0234487" "Embryophyta" "MC"
"3894" "TRINITY_DN19986_c0_g1" "HOG:A0219731" "Magnoliopsida" "MC"
"3895" "TRINITY_DN19987_c0_g1" "HOG:A0206770" "Pentapetalae" "MC"
"3896" "TRINITY_DN19990_c0_g1" "HOG:A0234609" "Embryophyta" "MC"
"3897" "TRINITY_DN19995_c0_g1" "HOG:A0232178" "Tracheophyta" "MC"
"3898" "TRINITY_DN19996_c0_g1" "HOG:A0220427" "Magnoliopsida" "MC"
"3899" "TRINITY_DN2_c0_g1" "HOG:A0211777" "Mesangiospermae" "MC"
"3900" "TRINITY_DN20_c0_g1" "HOG:A0779779" "LUCA" "UC"
"3901" "TRINITY_DN20001_c0_g1" "HOG:A0203175" "Pentapetalae" "MC"
"3902" "TRINITY_DN20003_c0_g1" "HOG:A0224073" "Spermatophyta" "MC"
"3903" "TRINITY_DN20005_c0_g1" "HOG:A0566838" "Eukaryota" "UC"
"3904" "TRINITY_DN2001_c0_g1" "HOG:A0779791" "LUCA" "UC"
"3905" "TRINITY_DN20015_c0_g1" "HOG:A0562191" "Eukaryota" "UC"
"3906" "TRINITY_DN2002_c0_g1" "HOG:A0205111" "Pentapetalae" "MC"
"3907" "TRINITY_DN20027_c0_g1" "HOG:A0221346" "Magnoliopsida" "MC"
"3908" "TRINITY_DN20028_c0_g1" "HOG:A0236731" "Embryophyta" "MC"
"3909" "TRINITY_DN20029_c0_g1" "HOG:A0223655" "Spermatophyta" "MC"
"3910" "TRINITY_DN2003_c0_g1" "HOG:A0222350" "Magnoliopsida" "MC"
"3911" "TRINITY_DN20030_c0_g1" "HOG:A0223666" "Spermatophyta" "MC"
"3912" "TRINITY_DN20031_c0_g1" "HOG:A0220186" "Magnoliopsida" "MC"
"3913" "TRINITY_DN20035_c0_g1" "HOG:A0562214" "Eukaryota" "UC"
"3914" "TRINITY_DN20038_c0_g1" "HOG:A0199656" "rosids" "MC"
"3915" "TRINITY_DN20039_c0_g1" "HOG:A0562858" "Eukaryota" "UC"
"3916" "TRINITY_DN2004_c0_g1" "HOG:A0223891" "Spermatophyta" "MC"
"3917" "TRINITY_DN20045_c0_g1" "HOG:A0583294" "Eukaryota" "UC"
"3918" "TRINITY_DN20047_c0_g1" "HOG:A0236545" "Embryophyta" "MC"
"3919" "TRINITY_DN20049_c0_g1" "HOG:A0562383" "Eukaryota" "UC"
"3920" "TRINITY_DN2005_c0_g1" "HOG:A0202604" "Pentapetalae" "MC"
"3921" "TRINITY_DN20050_c0_g1" "HOG:A0234351" "Embryophyta" "MC"
"3922" "TRINITY_DN2006_c0_g1" "HOG:A0221588" "Magnoliopsida" "MC"
"3923" "TRINITY_DN20064_c0_g1" "HOG:A0567365" "Eukaryota" "UC"
"3924" "TRINITY_DN20066_c0_g1" "HOG:A0234578" "Embryophyta" "MC"
"3925" "TRINITY_DN2007_c0_g1" "HOG:A0203018" "Pentapetalae" "MC"
"3926" "TRINITY_DN20071_c0_g1" "HOG:A0583369" "Eukaryota" "UC"
"3927" "TRINITY_DN20073_c0_g1" "HOG:A0562172" "Eukaryota" "UC"
"3928" "TRINITY_DN20078_c0_g1" "HOG:A0570920" "Eukaryota" "UC"
"3929" "TRINITY_DN2009_c0_g1" "HOG:A0206322" "Pentapetalae" "MC"
"3930" "TRINITY_DN20094_c0_g1" "HOG:A0562558" "Eukaryota" "UC"
"3931" "TRINITY_DN20098_c0_g1" "HOG:A0565674" "Eukaryota" "UC"
"3932" "TRINITY_DN201_c0_g1" "HOG:A0779784" "LUCA" "UC"
"3933" "TRINITY_DN2010_c0_g1" "HOG:A0237488" "Streptophyta" "MC"
"3934" "TRINITY_DN20100_c0_g1" "HOG:A0563258" "Eukaryota" "UC"
"3935" "TRINITY_DN20103_c0_g1" "HOG:A0235425" "Embryophyta" "MC"
"3936" "TRINITY_DN20106_c0_g1" "HOG:A0220525" "Magnoliopsida" "MC"
"3937" "TRINITY_DN20109_c0_g1" "HOG:A0562362" "Eukaryota" "UC"
"3938" "TRINITY_DN20119_c0_g1" "HOG:A0237324" "Streptophyta" "MC"
"3939" "TRINITY_DN20122_c0_g1" "HOG:A0571988" "Eukaryota" "UC"
"3940" "TRINITY_DN20125_c0_g1" "HOG:A0224334" "Spermatophyta" "MC"
"3941" "TRINITY_DN20132_c0_g1" "HOG:A0563951" "Eukaryota" "UC"
"3942" "TRINITY_DN20133_c0_g1" "HOG:A0780431" "LUCA" "UC"
"3943" "TRINITY_DN20143_c0_g1" "HOG:A0199365" "rosids" "MC"
"3944" "TRINITY_DN20144_c0_g1" "HOG:A0238582" "Viridiplantae" "UC"
"3945" "TRINITY_DN2015_c0_g1" "HOG:A0779815" "LUCA" "UC"
"3946" "TRINITY_DN20151_c0_g1" "HOG:A0198300" "rosids" "MC"
"3947" "TRINITY_DN20160_c0_g1" "HOG:A0570556" "Eukaryota" "UC"
"3948" "TRINITY_DN20167_c0_g1" "HOG:A0219922" "Magnoliopsida" "MC"
"3949" "TRINITY_DN20171_c0_g1" "HOG:A0238318" "Streptophyta" "MC"
"3950" "TRINITY_DN20176_c0_g1" "HOG:A0568951" "Eukaryota" "UC"
"3951" "TRINITY_DN2018_c0_g1" "HOG:A0237343" "Streptophyta" "MC"
"3952" "TRINITY_DN20180_c0_g1" "HOG:A0174047" "fabids" "MC"
"3953" "TRINITY_DN20187_c0_g1" "HOG:A0563280" "Eukaryota" "UC"
"3954" "TRINITY_DN20192_c0_g1" "HOG:A0562968" "Eukaryota" "UC"
"3955" "TRINITY_DN20194_c0_g1" "HOG:A0223986" "Spermatophyta" "MC"
"3956" "TRINITY_DN20196_c0_g1" "HOG:A0211667" "Mesangiospermae" "MC"
"3957" "TRINITY_DN20198_c0_g1" "HOG:A0198183" "rosids" "MC"
"3958" "TRINITY_DN202_c0_g1" "HOG:A0211743" "Mesangiospermae" "MC"
"3959" "TRINITY_DN20200_c0_g1" "HOG:A0236398" "Embryophyta" "MC"
"3960" "TRINITY_DN20206_c0_g1" "HOG:A0779836" "LUCA" "UC"
"3961" "TRINITY_DN2021_c0_g1" "HOG:A0197969" "rosids" "MC"
"3962" "TRINITY_DN20219_c0_g1" "HOG:A0220194" "Magnoliopsida" "MC"
"3963" "TRINITY_DN2022_c0_g1" "HOG:A0203456" "Pentapetalae" "MC"
"3964" "TRINITY_DN20221_c0_g1" "HOG:A0202989" "Pentapetalae" "MC"
"3965" "TRINITY_DN20224_c0_g1" "HOG:A0232818" "Tracheophyta" "MC"
"3966" "TRINITY_DN20234_c0_g1" "HOG:A0174346" "fabids" "MC"
"3967" "TRINITY_DN20237_c0_g1" "HOG:A0223434" "Spermatophyta" "MC"
"3968" "TRINITY_DN2024_c0_g1" "HOG:A0232388" "Tracheophyta" "MC"
"3969" "TRINITY_DN20245_c0_g1" "HOG:A0207050" "Pentapetalae" "MC"
"3970" "TRINITY_DN2025_c0_g1" "HOG:A0562172" "Eukaryota" "UC"
"3971" "TRINITY_DN20251_c0_g1" "HOG:A0203401" "Pentapetalae" "MC"
"3972" "TRINITY_DN20252_c0_g1" "HOG:A0220456" "Magnoliopsida" "MC"
"3973" "TRINITY_DN20254_c0_g1" "HOG:A0563695" "Eukaryota" "UC"
"3974" "TRINITY_DN2026_c0_g1" "HOG:A0234261" "Embryophyta" "MC"
"3975" "TRINITY_DN20261_c0_g1" "HOG:A0222125" "Magnoliopsida" "MC"
"3976" "TRINITY_DN20275_c0_g1" "HOG:A0220228" "Magnoliopsida" "MC"
"3977" "TRINITY_DN20278_c0_g1" "HOG:A0199232" "rosids" "MC"
"3978" "TRINITY_DN2028_c0_g1" "HOG:A0565625" "Eukaryota" "UC"
"3979" "TRINITY_DN20288_c0_g1" "HOG:A0235192" "Embryophyta" "MC"
"3980" "TRINITY_DN20292_c0_g1" "HOG:A0567115" "Eukaryota" "UC"
"3981" "TRINITY_DN20294_c0_g1" "HOG:A0562223" "Eukaryota" "UC"
"3982" "TRINITY_DN203_c0_g1" "HOG:A0234812" "Embryophyta" "MC"
"3983" "TRINITY_DN2030_c0_g1" "HOG:A0516349" "Euteleostomi" "MC"
"3984" "TRINITY_DN20300_c0_g1" "HOG:A0236867" "Embryophyta" "MC"
"3985" "TRINITY_DN20305_c0_g1" "HOG:A0562759" "Eukaryota" "UC"
"3986" "TRINITY_DN20309_c0_g1" "HOG:A0562580" "Eukaryota" "UC"
"3987" "TRINITY_DN20313_c0_g1" "HOG:A0583318" "Eukaryota" "UC"
"3988" "TRINITY_DN20314_c0_g1" "HOG:A0562695" "Eukaryota" "UC"
"3989" "TRINITY_DN20317_c0_g1" "HOG:A0570605" "Eukaryota" "UC"
"3990" "TRINITY_DN20322_c0_g1" "HOG:A0198370" "rosids" "MC"
"3991" "TRINITY_DN20324_c0_g1" "HOG:A0200950" "rosids" "MC"
"3992" "TRINITY_DN20325_c0_g1" "HOG:A0565956" "Eukaryota" "UC"
"3993" "TRINITY_DN20328_c0_g1" "HOG:A0179202" "Malvaceae" "MC"
"3994" "TRINITY_DN2033_c0_g1" "HOG:A0563418" "Eukaryota" "UC"
"3995" "TRINITY_DN20339_c0_g1" "HOG:A0569138" "Eukaryota" "UC"
"3996" "TRINITY_DN2034_c0_g1" "HOG:A0219564" "Magnoliopsida" "MC"
"3997" "TRINITY_DN2035_c0_g1" "HOG:A0563423" "Eukaryota" "UC"
"3998" "TRINITY_DN20355_c0_g1" "HOG:A0237096" "Streptophyta" "MC"
"3999" "TRINITY_DN20356_c0_g1" "HOG:A0231900" "Tracheophyta" "MC"
"4000" "TRINITY_DN20366_c0_g1" "HOG:A0237209" "Streptophyta" "MC"
"4001" "TRINITY_DN20370_c0_g1" "HOG:A0175574" "fabids" "MC"
"4002" "TRINITY_DN20372_c0_g1" "HOG:A0220226" "Magnoliopsida" "MC"
"4003" "TRINITY_DN20377_c0_g1" "HOG:A0563219" "Eukaryota" "UC"
"4004" "TRINITY_DN20378_c0_g1" "HOG:A0237249" "Streptophyta" "MC"
"4005" "TRINITY_DN2038_c0_g1" "HOG:A0582253" "Eukaryota" "UC"
"4006" "TRINITY_DN20381_c0_g1" "HOG:A0202660" "Pentapetalae" "MC"
"4007" "TRINITY_DN20383_c0_g1" "HOG:A0786476" "LUCA" "UC"
"4008" "TRINITY_DN20385_c0_g1" "HOG:A0573806" "Eukaryota" "UC"
