"gene" "hog" "phylostrata" "age"
"3231" "TRINITY_DN14287_c0_g1" "HOG:A0206302" "Pentapetalae" "MC"
"3232" "TRINITY_DN14289_c0_g1" "HOG:A0212927" "Mesangiospermae" "MC"
"3233" "TRINITY_DN1429_c0_g1" "HOG:A0786088" "LUCA" "UC"
"3234" "TRINITY_DN14291_c0_g1" "HOG:A0565824" "Eukaryota" "UC"
"3235" "TRINITY_DN14295_c0_g1" "HOG:A0562798" "Eukaryota" "UC"
"3236" "TRINITY_DN14297_c0_g1" "HOG:A0206534" "Pentapetalae" "MC"
"3237" "TRINITY_DN14298_c0_g1" "HOG:A0168034" "asterids" "MC"
"3238" "TRINITY_DN143_c0_g1" "HOG:A0563584" "Eukaryota" "UC"
"3239" "TRINITY_DN143_c0_g2" "HOG:A0563584" "Eukaryota" "UC"
"3240" "TRINITY_DN1430_c0_g1" "HOG:A0206584" "Pentapetalae" "MC"
"3241" "TRINITY_DN14302_c0_g1" "HOG:A0220635" "Magnoliopsida" "MC"
"3242" "TRINITY_DN14303_c0_g1" "HOG:A0577078" "Eukaryota" "UC"
"3243" "TRINITY_DN14303_c0_g2" "HOG:A0577078" "Eukaryota" "UC"
"3244" "TRINITY_DN14304_c0_g1" "HOG:A0563797" "Eukaryota" "UC"
"3245" "TRINITY_DN14305_c0_g1" "HOG:A0234827" "Embryophyta" "MC"
"3246" "TRINITY_DN14308_c0_g1" "HOG:A0562279" "Eukaryota" "UC"
"3247" "TRINITY_DN14309_c0_g1" "HOG:A0235430" "Embryophyta" "MC"
"3248" "TRINITY_DN1431_c0_g1" "HOG:A0206123" "Pentapetalae" "MC"
"3249" "TRINITY_DN14313_c0_g1" "HOG:A0563827" "Eukaryota" "UC"
"3250" "TRINITY_DN14315_c0_g1" "HOG:A0565328" "Eukaryota" "UC"
"3251" "TRINITY_DN14316_c0_g1" "HOG:A0779791" "LUCA" "UC"
"3252" "TRINITY_DN14317_c0_g1" "HOG:A0232858" "Tracheophyta" "MC"
"3253" "TRINITY_DN14317_c1_g1" "HOG:A0232858" "Tracheophyta" "MC"
"3254" "TRINITY_DN14319_c0_g1" "HOG:A0786038" "LUCA" "UC"
"3255" "TRINITY_DN1432_c0_g1" "HOG:A0238942" "Viridiplantae" "UC"
"3256" "TRINITY_DN14323_c1_g1" "HOG:A0574836" "Eukaryota" "UC"
"3257" "TRINITY_DN14326_c0_g1" "HOG:A0221103" "Magnoliopsida" "MC"
"3258" "TRINITY_DN14326_c0_g2" "HOG:A0221103" "Magnoliopsida" "MC"
"3259" "TRINITY_DN14328_c0_g1" "HOG:A0562172" "Eukaryota" "UC"
"3260" "TRINITY_DN14331_c0_g1" "HOG:A0583253" "Eukaryota" "UC"
"3261" "TRINITY_DN14332_c0_g1" "HOG:A0563657" "Eukaryota" "UC"
"3262" "TRINITY_DN14334_c0_g1" "HOG:A0206454" "Pentapetalae" "MC"
"3263" "TRINITY_DN14335_c0_g1" "HOG:A0222222" "Magnoliopsida" "MC"
"3264" "TRINITY_DN14337_c0_g1" "HOG:A0237142" "Streptophyta" "MC"
"3265" "TRINITY_DN14339_c0_g1" "HOG:A0562413" "Eukaryota" "UC"
"3266" "TRINITY_DN1434_c0_g1" "HOG:A0235201" "Embryophyta" "MC"
"3267" "TRINITY_DN14340_c0_g1" "HOG:A0160394" "Asteraceae" "MC"
"3268" "TRINITY_DN14344_c0_g1" "HOG:A0168202" "asterids" "MC"
"3269" "TRINITY_DN14345_c0_g1" "HOG:A0207279" "Pentapetalae" "MC"
"3270" "TRINITY_DN14346_c0_g1" "HOG:A0212106" "Mesangiospermae" "MC"
"3271" "TRINITY_DN14347_c0_g1" "HOG:A0566692" "Eukaryota" "UC"
"3272" "TRINITY_DN14348_c0_g1" "HOG:A0575940" "Eukaryota" "UC"
"3273" "TRINITY_DN1435_c0_g1" "HOG:A0569201" "Eukaryota" "UC"
"3274" "TRINITY_DN14350_c0_g1" "HOG:A0223959" "Spermatophyta" "MC"
"3275" "TRINITY_DN14356_c0_g1" "HOG:A0562227" "Eukaryota" "UC"
"3276" "TRINITY_DN14357_c0_g1" "HOG:A0219589" "Magnoliopsida" "MC"
"3277" "TRINITY_DN14359_c0_g1" "HOG:A0563556" "Eukaryota" "UC"
"3278" "TRINITY_DN1436_c0_g1" "HOG:A0206251" "Pentapetalae" "MC"
"3279" "TRINITY_DN14362_c0_g1" "HOG:A0232397" "Tracheophyta" "MC"
"3280" "TRINITY_DN14363_c0_g1" "HOG:A0221471" "Magnoliopsida" "MC"
"3281" "TRINITY_DN14364_c0_g1" "HOG:A0562528" "Eukaryota" "UC"
"3282" "TRINITY_DN14366_c0_g1" "HOG:A0206029" "Pentapetalae" "MC"
"3283" "TRINITY_DN14367_c0_g1" "HOG:A0232403" "Tracheophyta" "MC"
"3284" "TRINITY_DN14367_c0_g2" "HOG:A0562172" "Eukaryota" "UC"
"3285" "TRINITY_DN14368_c0_g1" "HOG:A0571787" "Eukaryota" "UC"
"3286" "TRINITY_DN1437_c0_g1" "HOG:A0225330" "Spermatophyta" "MC"
"3287" "TRINITY_DN14370_c0_g1" "HOG:A0563479" "Eukaryota" "UC"
"3288" "TRINITY_DN14370_c0_g2" "HOG:A0563479" "Eukaryota" "UC"
"3289" "TRINITY_DN14371_c0_g1" "HOG:A0779797" "LUCA" "UC"
"3290" "TRINITY_DN14372_c1_g1" "HOG:A0555032" "Opisthokonta" "MC"
"3291" "TRINITY_DN14374_c0_g1" "HOG:A0562904" "Eukaryota" "UC"
"3292" "TRINITY_DN14375_c0_g1" "HOG:A0212042" "Mesangiospermae" "MC"
"3293" "TRINITY_DN14376_c0_g1" "HOG:A0202860" "Pentapetalae" "MC"
"3294" "TRINITY_DN14379_c0_g1" "HOG:A0562798" "Eukaryota" "UC"
"3295" "TRINITY_DN1438_c0_g1" "HOG:A0224476" "Spermatophyta" "MC"
"3296" "TRINITY_DN14380_c0_g1" "HOG:A0234774" "Embryophyta" "MC"
"3297" "TRINITY_DN14381_c0_g1" "HOG:A0221284" "Magnoliopsida" "MC"
"3298" "TRINITY_DN14382_c0_g1" "HOG:A0206476" "Pentapetalae" "MC"
"3299" "TRINITY_DN14383_c0_g1" "HOG:A0222124" "Magnoliopsida" "MC"
"3300" "TRINITY_DN14386_c0_g1" "HOG:A0235913" "Embryophyta" "MC"
"3301" "TRINITY_DN14387_c0_g1" "HOG:A0237188" "Streptophyta" "MC"
"3302" "TRINITY_DN14388_c0_g1" "HOG:A0168493" "asterids" "MC"
"3303" "TRINITY_DN14389_c0_g1" "HOG:A0206045" "Pentapetalae" "MC"
"3304" "TRINITY_DN1439_c0_g1" "HOG:A0174428" "fabids" "MC"
"3305" "TRINITY_DN14390_c0_g1" "HOG:A0169877" "asterids" "MC"
"3306" "TRINITY_DN14391_c0_g1" "HOG:A0239159" "Viridiplantae" "UC"
"3307" "TRINITY_DN14392_c0_g1" "HOG:A0562172" "Eukaryota" "UC"
"3308" "TRINITY_DN14396_c0_g1" "HOG:A0206044" "Pentapetalae" "MC"
"3309" "TRINITY_DN14397_c0_g1" "HOG:A0234407" "Embryophyta" "MC"
"3310" "TRINITY_DN14397_c0_g2" "HOG:A0234407" "Embryophyta" "MC"
"3311" "TRINITY_DN144_c0_g1" "HOG:A0562234" "Eukaryota" "UC"
"3312" "TRINITY_DN1440_c0_g1" "HOG:A0566658" "Eukaryota" "UC"
"3313" "TRINITY_DN14400_c0_g1" "HOG:A0562172" "Eukaryota" "UC"
"3314" "TRINITY_DN14401_c0_g1" "HOG:A0571802" "Eukaryota" "UC"
"3315" "TRINITY_DN14403_c0_g1" "HOG:A0563285" "Eukaryota" "UC"
"3316" "TRINITY_DN14404_c0_g1" "HOG:A0206990" "Pentapetalae" "MC"
"3317" "TRINITY_DN14405_c0_g1" "HOG:A0571603" "Eukaryota" "UC"
"3318" "TRINITY_DN14406_c0_g1" "HOG:A0235425" "Embryophyta" "MC"
"3319" "TRINITY_DN14408_c0_g1" "HOG:A0779740" "LUCA" "UC"
"3320" "TRINITY_DN1441_c0_g1" "HOG:A0234835" "Embryophyta" "MC"
"3321" "TRINITY_DN14410_c0_g1" "HOG:A0563022" "Eukaryota" "UC"
"3322" "TRINITY_DN14410_c0_g2" "HOG:A0563022" "Eukaryota" "UC"
"3323" "TRINITY_DN14411_c0_g1" "HOG:A0223303" "Spermatophyta" "MC"
"3324" "TRINITY_DN14415_c0_g1" "HOG:A0569027" "Eukaryota" "UC"
"3325" "TRINITY_DN14416_c0_g1" "HOG:A0223786" "Spermatophyta" "MC"
"3326" "TRINITY_DN14417_c0_g1" "HOG:A0574674" "Eukaryota" "UC"
"3327" "TRINITY_DN1442_c0_g1" "HOG:A0566204" "Eukaryota" "UC"
"3328" "TRINITY_DN14421_c0_g1" "HOG:A0205866" "Pentapetalae" "MC"
"3329" "TRINITY_DN14422_c0_g1" "HOG:A0570525" "Eukaryota" "UC"
"3330" "TRINITY_DN14423_c0_g1" "HOG:A0779762" "LUCA" "UC"
"3331" "TRINITY_DN14424_c0_g1" "HOG:A0785644" "LUCA" "UC"
"3332" "TRINITY_DN14425_c0_g1" "HOG:A0786060" "LUCA" "UC"
"3333" "TRINITY_DN14429_c0_g1" "HOG:A0213088" "Mesangiospermae" "MC"
"3334" "TRINITY_DN1443_c0_g1" "HOG:A0780119" "LUCA" "UC"
"3335" "TRINITY_DN14431_c0_g1" "HOG:A0212006" "Mesangiospermae" "MC"
"3336" "TRINITY_DN14437_c0_g1" "HOG:A0570395" "Eukaryota" "UC"
"3337" "TRINITY_DN1444_c0_g1" "HOG:A0203065" "Pentapetalae" "MC"
"3338" "TRINITY_DN14441_c0_g1" "HOG:A0213139" "Mesangiospermae" "MC"
"3339" "TRINITY_DN14444_c0_g1" "HOG:A0564218" "Eukaryota" "UC"
"3340" "TRINITY_DN14447_c0_g1" "HOG:A0562287" "Eukaryota" "UC"
"3341" "TRINITY_DN14449_c0_g1" "HOG:A0563591" "Eukaryota" "UC"
"3342" "TRINITY_DN1445_c0_g1" "HOG:A0563234" "Eukaryota" "UC"
"3343" "TRINITY_DN14450_c0_g1" "HOG:A0781163" "LUCA" "UC"
"3344" "TRINITY_DN14451_c0_g1" "HOG:A0219789" "Magnoliopsida" "MC"
"3345" "TRINITY_DN14454_c0_g1" "HOG:A0786433" "LUCA" "UC"
"3346" "TRINITY_DN14455_c0_g1" "HOG:A0779754" "LUCA" "UC"
"3347" "TRINITY_DN1446_c0_g1" "HOG:A0786010" "LUCA" "UC"
"3348" "TRINITY_DN14462_c0_g1" "HOG:A0238778" "Viridiplantae" "UC"
"3349" "TRINITY_DN14466_c0_g1" "HOG:A0779915" "LUCA" "UC"
"3350" "TRINITY_DN14467_c0_g1" "HOG:A0565662" "Eukaryota" "UC"
"3351" "TRINITY_DN14468_c0_g1" "HOG:A0564030" "Eukaryota" "UC"
"3352" "TRINITY_DN14469_c0_g1" "HOG:A0235188" "Embryophyta" "MC"
"3353" "TRINITY_DN14473_c0_g1" "HOG:A0167784" "asterids" "MC"
"3354" "TRINITY_DN14474_c0_g1" "HOG:A0231736" "Tracheophyta" "MC"
"3355" "TRINITY_DN14475_c0_g1" "HOG:A0167513" "asterids" "MC"
"3356" "TRINITY_DN14479_c0_g1" "HOG:A0174143" "fabids" "MC"
"3357" "TRINITY_DN1448_c0_g1" "HOG:A0222341" "Magnoliopsida" "MC"
"3358" "TRINITY_DN14481_c0_g1" "HOG:A0240133" "Viridiplantae" "UC"
"3359" "TRINITY_DN14482_c0_g1" "HOG:A0220394" "Magnoliopsida" "MC"
"3360" "TRINITY_DN14484_c0_g1" "HOG:A0562209" "Eukaryota" "UC"
"3361" "TRINITY_DN14485_c0_g1" "HOG:A0231921" "Tracheophyta" "MC"
"3362" "TRINITY_DN14486_c0_g1" "HOG:A0221159" "Magnoliopsida" "MC"
"3363" "TRINITY_DN14489_c0_g1" "HOG:A0220438" "Magnoliopsida" "MC"
"3364" "TRINITY_DN1449_c0_g1" "HOG:A0562738" "Eukaryota" "UC"
"3365" "TRINITY_DN14492_c0_g1" "HOG:A0237277" "Streptophyta" "MC"
"3366" "TRINITY_DN14494_c0_g1" "HOG:A0238821" "Viridiplantae" "UC"
"3367" "TRINITY_DN14497_c0_g1" "HOG:A0220775" "Magnoliopsida" "MC"
"3368" "TRINITY_DN14498_c0_g1" "HOG:A0234862" "Embryophyta" "MC"
"3369" "TRINITY_DN14499_c0_g1" "HOG:A0237232" "Streptophyta" "MC"
"3370" "TRINITY_DN145_c0_g1" "HOG:A0779845" "LUCA" "UC"
"3371" "TRINITY_DN145_c0_g2" "HOG:A0779845" "LUCA" "UC"
"3372" "TRINITY_DN14500_c0_g1" "HOG:A0237776" "Streptophyta" "MC"
"3373" "TRINITY_DN14501_c0_g1" "HOG:A0570924" "Eukaryota" "UC"
"3374" "TRINITY_DN14502_c0_g1" "HOG:A0167846" "asterids" "MC"
"3375" "TRINITY_DN14503_c0_g1" "HOG:A0780204" "LUCA" "UC"
"3376" "TRINITY_DN14504_c0_g1" "HOG:A0233579" "Embryophyta" "MC"
"3377" "TRINITY_DN14506_c0_g1" "HOG:A0223380" "Spermatophyta" "MC"
"3378" "TRINITY_DN14508_c0_g1" "HOG:A0565721" "Eukaryota" "UC"
"3379" "TRINITY_DN14509_c0_g1" "HOG:A0562755" "Eukaryota" "UC"
"3380" "TRINITY_DN1451_c0_g1" "HOG:A0563632" "Eukaryota" "UC"
"3381" "TRINITY_DN14520_c0_g1" "HOG:A0235431" "Embryophyta" "MC"
"3382" "TRINITY_DN14523_c0_g1" "HOG:A0167865" "asterids" "MC"
"3383" "TRINITY_DN14524_c0_g1" "HOG:A0234023" "Embryophyta" "MC"
"3384" "TRINITY_DN14528_c0_g1" "HOG:A0562582" "Eukaryota" "UC"
"3385" "TRINITY_DN14528_c0_g2" "HOG:A0562582" "Eukaryota" "UC"
"3386" "TRINITY_DN14529_c0_g1" "HOG:A0563564" "Eukaryota" "UC"
"3387" "TRINITY_DN1453_c0_g1" "HOG:A0562287" "Eukaryota" "UC"
"3388" "TRINITY_DN14531_c0_g1" "HOG:A0562172" "Eukaryota" "UC"
"3389" "TRINITY_DN14532_c0_g3" "HOG:A0563853" "Eukaryota" "UC"
"3390" "TRINITY_DN14533_c0_g1" "HOG:A0203248" "Pentapetalae" "MC"
"3391" "TRINITY_DN14534_c0_g1" "HOG:A0167942" "asterids" "MC"
"3392" "TRINITY_DN14535_c0_g1" "HOG:A0202633" "Pentapetalae" "MC"
"3393" "TRINITY_DN1454_c0_g1" "HOG:A0563326" "Eukaryota" "UC"
"3394" "TRINITY_DN14541_c0_g1" "HOG:A0238624" "Viridiplantae" "UC"
"3395" "TRINITY_DN14542_c0_g1" "HOG:A0563265" "Eukaryota" "UC"
"3396" "TRINITY_DN14544_c0_g1" "HOG:A0213298" "Mesangiospermae" "MC"
"3397" "TRINITY_DN14545_c0_g1" "HOG:A0571836" "Eukaryota" "UC"
"3398" "TRINITY_DN14547_c0_g1" "HOG:A0785870" "LUCA" "UC"
"3399" "TRINITY_DN14548_c0_g1" "HOG:A0563272" "Eukaryota" "UC"
"3400" "TRINITY_DN14549_c0_g1" "HOG:A0574689" "Eukaryota" "UC"
"3401" "TRINITY_DN1455_c0_g1" "HOG:A0779735" "LUCA" "UC"
"3402" "TRINITY_DN14553_c0_g1" "HOG:A0203922" "Pentapetalae" "MC"
"3403" "TRINITY_DN14555_c0_g1" "HOG:A0574667" "Eukaryota" "UC"
"3404" "TRINITY_DN14557_c0_g1" "HOG:A0781284" "LUCA" "UC"
"3405" "TRINITY_DN1456_c0_g1" "HOG:A0203378" "Pentapetalae" "MC"
"3406" "TRINITY_DN1456_c1_g1" "HOG:A0203378" "Pentapetalae" "MC"
"3407" "TRINITY_DN14560_c0_g1" "HOG:A0572267" "Eukaryota" "UC"
"3408" "TRINITY_DN14561_c0_g1" "HOG:A0206500" "Pentapetalae" "MC"
"3409" "TRINITY_DN14562_c0_g1" "HOG:A0567069" "Eukaryota" "UC"
"3410" "TRINITY_DN14563_c0_g1" "HOG:A0562826" "Eukaryota" "UC"
"3411" "TRINITY_DN14567_c0_g1" "HOG:A0785652" "LUCA" "UC"
"3412" "TRINITY_DN14568_c0_g2" "HOG:A0237862" "Streptophyta" "MC"
"3413" "TRINITY_DN1457_c0_g1" "HOG:A0562320" "Eukaryota" "UC"
"3414" "TRINITY_DN14570_c0_g1" "HOG:A0786436" "LUCA" "UC"
"3415" "TRINITY_DN14584_c0_g1" "HOG:A0779869" "LUCA" "UC"
"3416" "TRINITY_DN14586_c0_g1" "HOG:A0203193" "Pentapetalae" "MC"
"3417" "TRINITY_DN14587_c0_g1" "HOG:A0237194" "Streptophyta" "MC"
"3418" "TRINITY_DN14588_c0_g1" "HOG:A0570400" "Eukaryota" "UC"
"3419" "TRINITY_DN14588_c1_g1" "HOG:A0563679" "Eukaryota" "UC"
"3420" "TRINITY_DN1459_c0_g1" "HOG:A0785663" "LUCA" "UC"
"3421" "TRINITY_DN14590_c0_g1" "HOG:A0555000" "Opisthokonta" "MC"
"3422" "TRINITY_DN14591_c0_g1" "HOG:A0562879" "Eukaryota" "UC"
"3423" "TRINITY_DN14593_c0_g1" "HOG:A0234818" "Embryophyta" "MC"
"3424" "TRINITY_DN14594_c0_g1" "HOG:A0230976" "Spermatophyta" "MC"
"3425" "TRINITY_DN14599_c0_g1" "HOG:A0577025" "Eukaryota" "UC"
"3426" "TRINITY_DN146_c0_g1" "HOG:A0782744" "LUCA" "UC"
"3427" "TRINITY_DN1460_c0_g1" "HOG:A0780103" "LUCA" "UC"
"3428" "TRINITY_DN14603_c0_g1" "HOG:A0565628" "Eukaryota" "UC"
"3429" "TRINITY_DN14604_c0_g2" "HOG:A0223904" "Spermatophyta" "MC"
"3430" "TRINITY_DN14605_c0_g1" "HOG:A0562351" "Eukaryota" "UC"
"3431" "TRINITY_DN14608_c0_g1" "HOG:A0237785" "Streptophyta" "MC"
"3432" "TRINITY_DN14609_c0_g1" "HOG:A0785772" "LUCA" "UC"
"3433" "TRINITY_DN1461_c0_g1" "HOG:A0562172" "Eukaryota" "UC"
"3434" "TRINITY_DN1461_c0_g2" "HOG:A0562172" "Eukaryota" "UC"
"3435" "TRINITY_DN14610_c0_g1" "HOG:A0235285" "Embryophyta" "MC"
"3436" "TRINITY_DN14611_c0_g1" "HOG:A0240060" "Viridiplantae" "UC"
"3437" "TRINITY_DN14612_c0_g1" "HOG:A0203405" "Pentapetalae" "MC"
"3438" "TRINITY_DN14613_c0_g1" "HOG:A0219735" "Magnoliopsida" "MC"
"3439" "TRINITY_DN14614_c0_g1" "HOG:A0567310" "Eukaryota" "UC"
"3440" "TRINITY_DN14615_c0_g1" "HOG:A0562907" "Eukaryota" "UC"
"3441" "TRINITY_DN14616_c0_g1" "HOG:A0223795" "Spermatophyta" "MC"
"3442" "TRINITY_DN14617_c0_g1" "HOG:A0239512" "Viridiplantae" "UC"
"3443" "TRINITY_DN14619_c0_g1" "HOG:A0237369" "Streptophyta" "MC"
"3444" "TRINITY_DN1462_c0_g1" "HOG:A0574753" "Eukaryota" "UC"
"3445" "TRINITY_DN14622_c0_g1" "HOG:A0167733" "asterids" "MC"
"3446" "TRINITY_DN14624_c0_g1" "HOG:A0562735" "Eukaryota" "UC"
"3447" "TRINITY_DN14625_c0_g1" "HOG:A0202827" "Pentapetalae" "MC"
"3448" "TRINITY_DN14626_c0_g1" "HOG:A0574822" "Eukaryota" "UC"
"3449" "TRINITY_DN14628_c0_g1" "HOG:A0567097" "Eukaryota" "UC"
"3450" "TRINITY_DN14629_c0_g1" "HOG:A0562462" "Eukaryota" "UC"
"3451" "TRINITY_DN1463_c0_g1" "HOG:A0779829" "LUCA" "UC"
"3452" "TRINITY_DN14631_c0_g1" "HOG:A0237191" "Streptophyta" "MC"
"3453" "TRINITY_DN14631_c1_g1" "HOG:A0219883" "Magnoliopsida" "MC"
"3454" "TRINITY_DN14632_c0_g1" "HOG:A0234423" "Embryophyta" "MC"
"3455" "TRINITY_DN14633_c0_g1" "HOG:A0235258" "Embryophyta" "MC"
"3456" "TRINITY_DN14634_c0_g1" "HOG:A0583095" "Eukaryota" "UC"
"3457" "TRINITY_DN14635_c0_g1" "HOG:A0206673" "Pentapetalae" "MC"
"3458" "TRINITY_DN14637_c0_g1" "HOG:A0574686" "Eukaryota" "UC"
"3459" "TRINITY_DN14638_c0_g1" "HOG:A0234717" "Embryophyta" "MC"
"3460" "TRINITY_DN14639_c0_g1" "HOG:A0237063" "Streptophyta" "MC"
"3461" "TRINITY_DN1464_c0_g1" "HOG:A0780481" "LUCA" "UC"
"3462" "TRINITY_DN14640_c0_g1" "HOG:A0235514" "Embryophyta" "MC"
"3463" "TRINITY_DN14642_c0_g1" "HOG:A0563143" "Eukaryota" "UC"
"3464" "TRINITY_DN14643_c0_g1" "HOG:A0780861" "LUCA" "UC"
"3465" "TRINITY_DN14643_c0_g2" "HOG:A0237784" "Streptophyta" "MC"
"3466" "TRINITY_DN14643_c1_g1" "HOG:A0780861" "LUCA" "UC"
"3467" "TRINITY_DN14646_c0_g1" "HOG:A0220074" "Magnoliopsida" "MC"
"3468" "TRINITY_DN14647_c0_g1" "HOG:A0583325" "Eukaryota" "UC"
"3469" "TRINITY_DN14648_c0_g1" "HOG:A0563489" "Eukaryota" "UC"
"3470" "TRINITY_DN14649_c0_g1" "HOG:A0238720" "Viridiplantae" "UC"
"3471" "TRINITY_DN1465_c0_g1" "HOG:A0779779" "LUCA" "UC"
"3472" "TRINITY_DN1465_c0_g2" "HOG:A0779779" "LUCA" "UC"
"3473" "TRINITY_DN14652_c0_g1" "HOG:A0239133" "Viridiplantae" "UC"
"3474" "TRINITY_DN14653_c0_g1" "HOG:A0236571" "Embryophyta" "MC"
"3475" "TRINITY_DN14654_c0_g1" "HOG:A0562258" "Eukaryota" "UC"
"3476" "TRINITY_DN14656_c0_g1" "HOG:A0221585" "Magnoliopsida" "MC"
"3477" "TRINITY_DN14657_c0_g1" "HOG:A0223456" "Spermatophyta" "MC"
"3478" "TRINITY_DN14658_c0_g1" "HOG:A0556257" "Opisthokonta" "MC"
"3479" "TRINITY_DN1466_c0_g1" "HOG:A0566846" "Eukaryota" "UC"
"3480" "TRINITY_DN14662_c0_g1" "HOG:A0235303" "Embryophyta" "MC"
"3481" "TRINITY_DN14663_c0_g1" "HOG:A0562986" "Eukaryota" "UC"
"3482" "TRINITY_DN14666_c0_g1" "HOG:A0563469" "Eukaryota" "UC"
"3483" "TRINITY_DN14667_c0_g1" "HOG:A0571776" "Eukaryota" "UC"
"3484" "TRINITY_DN14669_c0_g1" "HOG:A0562735" "Eukaryota" "UC"
"3485" "TRINITY_DN1467_c0_g1" "HOG:A0206123" "Pentapetalae" "MC"
"3486" "TRINITY_DN14672_c0_g1" "HOG:A0229055" "Spermatophyta" "MC"
"3487" "TRINITY_DN14675_c0_g1" "HOG:A0234065" "Embryophyta" "MC"
"3488" "TRINITY_DN14676_c0_g1" "HOG:A0567370" "Eukaryota" "UC"
"3489" "TRINITY_DN14679_c0_g1" "HOG:A0224629" "Spermatophyta" "MC"
"3490" "TRINITY_DN1468_c0_g1" "HOG:A0562200" "Eukaryota" "UC"
"3491" "TRINITY_DN14683_c0_g1" "HOG:A0443249" "Neoptera" "MC"
"3492" "TRINITY_DN14684_c0_g1" "HOG:A0234494" "Embryophyta" "MC"
"3493" "TRINITY_DN14685_c0_g1" "HOG:A0222176" "Magnoliopsida" "MC"
"3494" "TRINITY_DN14687_c0_g1" "HOG:A0232086" "Tracheophyta" "MC"
"3495" "TRINITY_DN1469_c0_g1" "HOG:A0785747" "LUCA" "UC"
"3496" "TRINITY_DN14690_c0_g1" "HOG:A0237459" "Streptophyta" "MC"
"3497" "TRINITY_DN14693_c0_g1" "HOG:A0202801" "Pentapetalae" "MC"
"3498" "TRINITY_DN14694_c0_g1" "HOG:A0567546" "Eukaryota" "UC"
"3499" "TRINITY_DN14695_c0_g1" "HOG:A0220094" "Magnoliopsida" "MC"
"3500" "TRINITY_DN147_c0_g1" "HOG:A0562347" "Eukaryota" "UC"
"3501" "TRINITY_DN1470_c0_g1" "HOG:A0235399" "Embryophyta" "MC"
"3502" "TRINITY_DN14701_c0_g1" "HOG:A0220528" "Magnoliopsida" "MC"
"3503" "TRINITY_DN14702_c0_g1" "HOG:A0235322" "Embryophyta" "MC"
"3504" "TRINITY_DN14703_c0_g1" "HOG:A0212073" "Mesangiospermae" "MC"
"3505" "TRINITY_DN14704_c0_g1" "HOG:A0222161" "Magnoliopsida" "MC"
"3506" "TRINITY_DN14705_c0_g1" "HOG:A0234710" "Embryophyta" "MC"
"3507" "TRINITY_DN14706_c0_g1" "HOG:A0236540" "Embryophyta" "MC"
"3508" "TRINITY_DN14707_c0_g1" "HOG:A0236823" "Embryophyta" "MC"
"3509" "TRINITY_DN14709_c0_g1" "HOG:A0202434" "Pentapetalae" "MC"
"3510" "TRINITY_DN1471_c0_g1" "HOG:A0562325" "Eukaryota" "UC"
"3511" "TRINITY_DN14711_c0_g1" "HOG:A0562187" "Eukaryota" "UC"
"3512" "TRINITY_DN14715_c0_g1" "HOG:A0562521" "Eukaryota" "UC"
"3513" "TRINITY_DN14718_c0_g1" "HOG:A0237492" "Streptophyta" "MC"
"3514" "TRINITY_DN1472_c0_g1" "HOG:A0202727" "Pentapetalae" "MC"
"3515" "TRINITY_DN14726_c0_g1" "HOG:A0234868" "Embryophyta" "MC"
"3516" "TRINITY_DN14727_c0_g1" "HOG:A0199410" "rosids" "MC"
"3517" "TRINITY_DN14729_c1_g2" "HOG:A0567546" "Eukaryota" "UC"
"3518" "TRINITY_DN14731_c0_g1" "HOG:A0566885" "Eukaryota" "UC"
"3519" "TRINITY_DN14732_c0_g1" "HOG:A0233652" "Embryophyta" "MC"
"3520" "TRINITY_DN14733_c0_g1" "HOG:A0563204" "Eukaryota" "UC"
"3521" "TRINITY_DN14734_c0_g1" "HOG:A0233863" "Embryophyta" "MC"
"3522" "TRINITY_DN14737_c0_g1" "HOG:A0585317" "Eukaryota" "UC"
"3523" "TRINITY_DN14739_c0_g1" "HOG:A0785772" "LUCA" "UC"
"3524" "TRINITY_DN1474_c0_g1" "HOG:A0224419" "Spermatophyta" "MC"
"3525" "TRINITY_DN14740_c0_g1" "HOG:A0208997" "Pentapetalae" "MC"
"3526" "TRINITY_DN14741_c0_g1" "HOG:A0221146" "Magnoliopsida" "MC"
"3527" "TRINITY_DN14743_c0_g2" "HOG:A0203386" "Pentapetalae" "MC"
"3528" "TRINITY_DN14744_c0_g1" "HOG:A0203349" "Pentapetalae" "MC"
"3529" "TRINITY_DN14745_c0_g1" "HOG:A0234966" "Embryophyta" "MC"
"3530" "TRINITY_DN14748_c0_g1" "HOG:A0206678" "Pentapetalae" "MC"
"3531" "TRINITY_DN14749_c0_g1" "HOG:A0239461" "Viridiplantae" "UC"
"3532" "TRINITY_DN1475_c0_g1" "HOG:A0564297" "Eukaryota" "UC"
"3533" "TRINITY_DN14751_c0_g1" "HOG:A0233628" "Embryophyta" "MC"
"3534" "TRINITY_DN14752_c0_g1" "HOG:A0562896" "Eukaryota" "UC"
"3535" "TRINITY_DN14753_c0_g1" "HOG:A0563297" "Eukaryota" "UC"
"3536" "TRINITY_DN14754_c0_g1" "HOG:A0234213" "Embryophyta" "MC"
"3537" "TRINITY_DN14755_c0_g1" "HOG:A0235392" "Embryophyta" "MC"
"3538" "TRINITY_DN14756_c0_g1" "HOG:A0167851" "asterids" "MC"
"3539" "TRINITY_DN14757_c0_g2" "HOG:A0223458" "Spermatophyta" "MC"
"3540" "TRINITY_DN14758_c0_g1" "HOG:A0168489" "asterids" "MC"
