"gene" "hog" "phylostrata" "age"
"1642" "TRINITY_DN13513_c0_g1" "HOG:A0565421" "Eukaryota" "UC"
"1643" "TRINITY_DN13516_c0_g1" "HOG:A0562465" "Eukaryota" "UC"
"1644" "TRINITY_DN1352_c0_g1" "HOG:A0235366" "Embryophyta" "MC"
"1645" "TRINITY_DN13526_c0_g1" "HOG:A0562172" "Eukaryota" "UC"
"1646" "TRINITY_DN13528_c0_g1" "HOG:A0562215" "Eukaryota" "UC"
"1647" "TRINITY_DN13529_c0_g1" "HOG:A0562738" "Eukaryota" "UC"
"1648" "TRINITY_DN1353_c0_g1" "HOG:A0562884" "Eukaryota" "UC"
"1649" "TRINITY_DN13530_c0_g1" "HOG:A0222431" "Magnoliopsida" "MC"
"1650" "TRINITY_DN13531_c0_g1" "HOG:A0223996" "Spermatophyta" "MC"
"1651" "TRINITY_DN13533_c0_g1" "HOG:A0563282" "Eukaryota" "UC"
"1652" "TRINITY_DN13535_c0_g1" "HOG:A0224246" "Spermatophyta" "MC"
"1653" "TRINITY_DN13536_c0_g1" "HOG:A0168055" "asterids" "MC"
"1654" "TRINITY_DN1354_c0_g1" "HOG:A0562172" "Eukaryota" "UC"
"1655" "TRINITY_DN13547_c0_g1" "HOG:A0198361" "rosids" "MC"
"1656" "TRINITY_DN1355_c0_g1" "HOG:A0567316" "Eukaryota" "UC"
"1657" "TRINITY_DN13550_c0_g1" "HOG:A0219647" "Magnoliopsida" "MC"
"1658" "TRINITY_DN13551_c0_g1" "HOG:A0167915" "asterids" "MC"
"1659" "TRINITY_DN13553_c0_g1" "HOG:A0211707" "Mesangiospermae" "MC"
"1660" "TRINITY_DN13554_c0_g1" "HOG:A0240396" "Viridiplantae" "UC"
"1661" "TRINITY_DN13555_c0_g1" "HOG:A0562279" "Eukaryota" "UC"
"1662" "TRINITY_DN13557_c0_g1" "HOG:A0224709" "Spermatophyta" "MC"
"1663" "TRINITY_DN1356_c0_g1" "HOG:A0780001" "LUCA" "UC"
"1664" "TRINITY_DN13561_c0_g1" "HOG:A0237169" "Streptophyta" "MC"
"1665" "TRINITY_DN13562_c0_g1" "HOG:A0205364" "Pentapetalae" "MC"
"1666" "TRINITY_DN13564_c0_g1" "HOG:A0221647" "Magnoliopsida" "MC"
"1667" "TRINITY_DN13566_c0_g1" "HOG:A0234056" "Embryophyta" "MC"
"1668" "TRINITY_DN13567_c0_g1" "HOG:A0566767" "Eukaryota" "UC"
"1669" "TRINITY_DN13568_c0_g1" "HOG:A0223874" "Spermatophyta" "MC"
"1670" "TRINITY_DN13570_c0_g1" "HOG:A0212131" "Mesangiospermae" "MC"
"1671" "TRINITY_DN13571_c0_g1" "HOG:A0569732" "Eukaryota" "UC"
"1672" "TRINITY_DN13576_c0_g1" "HOG:A0222173" "Magnoliopsida" "MC"
"1673" "TRINITY_DN13577_c0_g1" "HOG:A0562326" "Eukaryota" "UC"
"1674" "TRINITY_DN1358_c0_g1" "HOG:A0574973" "Eukaryota" "UC"
"1675" "TRINITY_DN13584_c0_g1" "HOG:A0567012" "Eukaryota" "UC"
"1676" "TRINITY_DN13585_c0_g1" "HOG:A0237359" "Streptophyta" "MC"
"1677" "TRINITY_DN13586_c0_g1" "HOG:A0564202" "Eukaryota" "UC"
"1678" "TRINITY_DN1359_c0_g1" "HOG:A0570584" "Eukaryota" "UC"
"1679" "TRINITY_DN13592_c0_g1" "HOG:A0583229" "Eukaryota" "UC"
"1680" "TRINITY_DN13593_c0_g1" "HOG:A0785890" "LUCA" "UC"
"1681" "TRINITY_DN13595_c0_g1" "HOG:A0231836" "Tracheophyta" "MC"
"1682" "TRINITY_DN13597_c0_g1" "HOG:A0563407" "Eukaryota" "UC"
"1683" "TRINITY_DN13598_c0_g1" "HOG:A0202405" "Pentapetalae" "MC"
"1684" "TRINITY_DN13599_c0_g1" "HOG:A0562172" "Eukaryota" "UC"
"1685" "TRINITY_DN136_c0_g1" "HOG:A0223445" "Spermatophyta" "MC"
"1686" "TRINITY_DN136_c1_g1" "HOG:A0562172" "Eukaryota" "UC"
"1687" "TRINITY_DN1360_c0_g1" "HOG:A0562406" "Eukaryota" "UC"
"1688" "TRINITY_DN13600_c0_g1" "HOG:A0567088" "Eukaryota" "UC"
"1689" "TRINITY_DN13601_c0_g1" "HOG:A0198330" "rosids" "MC"
"1690" "TRINITY_DN13603_c0_g1" "HOG:A0237494" "Streptophyta" "MC"
"1691" "TRINITY_DN13607_c0_g1" "HOG:A0237089" "Streptophyta" "MC"
"1692" "TRINITY_DN1361_c0_g1" "HOG:A0167670" "asterids" "MC"
"1693" "TRINITY_DN13610_c0_g1" "HOG:A0237225" "Streptophyta" "MC"
"1694" "TRINITY_DN13612_c0_g1" "HOG:A0785600" "LUCA" "UC"
"1695" "TRINITY_DN13615_c0_g1" "HOG:A0203314" "Pentapetalae" "MC"
"1696" "TRINITY_DN13617_c0_g1" "HOG:A0220251" "Magnoliopsida" "MC"
"1697" "TRINITY_DN13619_c0_g1" "HOG:A0577018" "Eukaryota" "UC"
"1698" "TRINITY_DN13620_c0_g1" "HOG:A0234624" "Embryophyta" "MC"
"1699" "TRINITY_DN13622_c0_g1" "HOG:A0785581" "LUCA" "UC"
"1700" "TRINITY_DN13625_c0_g1" "HOG:A0200086" "rosids" "MC"
"1701" "TRINITY_DN13626_c0_g1" "HOG:A0220255" "Magnoliopsida" "MC"
"1702" "TRINITY_DN13627_c0_g1" "HOG:A0562364" "Eukaryota" "UC"
"1703" "TRINITY_DN13628_c0_g1" "HOG:A0232521" "Tracheophyta" "MC"
"1704" "TRINITY_DN1363_c0_g1" "HOG:A0206678" "Pentapetalae" "MC"
"1705" "TRINITY_DN13630_c0_g1" "HOG:A0220184" "Magnoliopsida" "MC"
"1706" "TRINITY_DN13633_c0_g1" "HOG:A0781830" "LUCA" "UC"
"1707" "TRINITY_DN13637_c0_g1" "HOG:A0222355" "Magnoliopsida" "MC"
"1708" "TRINITY_DN1364_c0_g1" "HOG:A0562487" "Eukaryota" "UC"
"1709" "TRINITY_DN13640_c0_g1" "HOG:A0785633" "LUCA" "UC"
"1710" "TRINITY_DN13641_c0_g1" "HOG:A0206722" "Pentapetalae" "MC"
"1711" "TRINITY_DN13642_c0_g1" "HOG:A0565956" "Eukaryota" "UC"
"1712" "TRINITY_DN13644_c0_g1" "HOG:A0202813" "Pentapetalae" "MC"
"1713" "TRINITY_DN13647_c0_g1" "HOG:A0202510" "Pentapetalae" "MC"
"1714" "TRINITY_DN13649_c0_g1" "HOG:A0212164" "Mesangiospermae" "MC"
"1715" "TRINITY_DN1365_c0_g1" "HOG:A0562815" "Eukaryota" "UC"
"1716" "TRINITY_DN13651_c0_g1" "HOG:A0232340" "Tracheophyta" "MC"
"1717" "TRINITY_DN13653_c0_g1" "HOG:A0167867" "asterids" "MC"
"1718" "TRINITY_DN13657_c0_g1" "HOG:A0563903" "Eukaryota" "UC"
"1719" "TRINITY_DN1366_c0_g1" "HOG:A0238558" "Viridiplantae" "UC"
"1720" "TRINITY_DN13662_c0_g1" "HOG:A0220752" "Magnoliopsida" "MC"
"1721" "TRINITY_DN13663_c0_g1" "HOG:A0211691" "Mesangiospermae" "MC"
"1722" "TRINITY_DN13673_c0_g1" "HOG:A0232679" "Tracheophyta" "MC"
"1723" "TRINITY_DN13675_c0_g1" "HOG:A0562462" "Eukaryota" "UC"
"1724" "TRINITY_DN13678_c0_g1" "HOG:A0237821" "Streptophyta" "MC"
"1725" "TRINITY_DN1368_c0_g1" "HOG:A0239841" "Viridiplantae" "UC"
"1726" "TRINITY_DN13690_c0_g1" "HOG:A0219946" "Magnoliopsida" "MC"
"1727" "TRINITY_DN13691_c0_g1" "HOG:A0237656" "Streptophyta" "MC"
"1728" "TRINITY_DN13693_c0_g1" "HOG:A0237485" "Streptophyta" "MC"
"1729" "TRINITY_DN137_c0_g1" "HOG:A0563648" "Eukaryota" "UC"
"1730" "TRINITY_DN1370_c0_g1" "HOG:A0563089" "Eukaryota" "UC"
"1731" "TRINITY_DN13702_c0_g1" "HOG:A0574761" "Eukaryota" "UC"
"1732" "TRINITY_DN13704_c0_g1" "HOG:A0563014" "Eukaryota" "UC"
"1733" "TRINITY_DN13707_c0_g1" "HOG:A0221271" "Magnoliopsida" "MC"
"1734" "TRINITY_DN13708_c0_g1" "HOG:A0202689" "Pentapetalae" "MC"
"1735" "TRINITY_DN13709_c0_g1" "HOG:A0562646" "Eukaryota" "UC"
"1736" "TRINITY_DN1371_c0_g1" "HOG:A0206454" "Pentapetalae" "MC"
"1737" "TRINITY_DN13710_c0_g1" "HOG:A0226817" "Spermatophyta" "MC"
"1738" "TRINITY_DN13711_c0_g1" "HOG:A0788276" "LUCA" "UC"
"1739" "TRINITY_DN13713_c0_g1" "HOG:A0563730" "Eukaryota" "UC"
"1740" "TRINITY_DN13714_c0_g1" "HOG:A0235424" "Embryophyta" "MC"
"1741" "TRINITY_DN13716_c0_g1" "HOG:A0562903" "Eukaryota" "UC"
"1742" "TRINITY_DN1372_c0_g1" "HOG:A0213332" "Mesangiospermae" "MC"
"1743" "TRINITY_DN13721_c0_g1" "HOG:A0240373" "Viridiplantae" "UC"
"1744" "TRINITY_DN13724_c0_g1" "HOG:A0234001" "Embryophyta" "MC"
"1745" "TRINITY_DN13727_c0_g1" "HOG:A0223556" "Spermatophyta" "MC"
"1746" "TRINITY_DN13729_c0_g1" "HOG:A0573811" "Eukaryota" "UC"
"1747" "TRINITY_DN13730_c0_g1" "HOG:A0234921" "Embryophyta" "MC"
"1748" "TRINITY_DN13733_c0_g1" "HOG:A0219640" "Magnoliopsida" "MC"
"1749" "TRINITY_DN13735_c0_g1" "HOG:A0224551" "Spermatophyta" "MC"
"1750" "TRINITY_DN13736_c0_g1" "HOG:A0221190" "Magnoliopsida" "MC"
"1751" "TRINITY_DN13737_c0_g1" "HOG:A0204342" "Pentapetalae" "MC"
"1752" "TRINITY_DN13738_c0_g1" "HOG:A0237188" "Streptophyta" "MC"
"1753" "TRINITY_DN13744_c0_g1" "HOG:A0168386" "asterids" "MC"
"1754" "TRINITY_DN13745_c0_g1" "HOG:A0234297" "Embryophyta" "MC"
"1755" "TRINITY_DN13746_c1_g1" "HOG:A0206322" "Pentapetalae" "MC"
"1756" "TRINITY_DN13748_c0_g1" "HOG:A0231775" "Tracheophyta" "MC"
"1757" "TRINITY_DN13749_c0_g1" "HOG:A0205765" "Pentapetalae" "MC"
"1758" "TRINITY_DN13753_c0_g1" "HOG:A0222347" "Magnoliopsida" "MC"
"1759" "TRINITY_DN13754_c0_g1" "HOG:A0234647" "Embryophyta" "MC"
"1760" "TRINITY_DN13756_c0_g1" "HOG:A0202371" "Pentapetalae" "MC"
"1761" "TRINITY_DN13757_c0_g1" "HOG:A0562639" "Eukaryota" "UC"
"1762" "TRINITY_DN13758_c0_g1" "HOG:A0566986" "Eukaryota" "UC"
"1763" "TRINITY_DN13760_c0_g1" "HOG:A0562166" "Eukaryota" "UC"
"1764" "TRINITY_DN13762_c0_g1" "HOG:A0168138" "asterids" "MC"
"1765" "TRINITY_DN13768_c0_g1" "HOG:A0212046" "Mesangiospermae" "MC"
"1766" "TRINITY_DN1377_c0_g1" "HOG:A0779758" "LUCA" "UC"
"1767" "TRINITY_DN13772_c0_g1" "HOG:A0235319" "Embryophyta" "MC"
"1768" "TRINITY_DN13773_c0_g1" "HOG:A0211733" "Mesangiospermae" "MC"
"1769" "TRINITY_DN13777_c0_g1" "HOG:A0220933" "Magnoliopsida" "MC"
"1770" "TRINITY_DN13778_c0_g1" "HOG:A0234737" "Embryophyta" "MC"
"1771" "TRINITY_DN13779_c0_g1" "HOG:A0565792" "Eukaryota" "UC"
"1772" "TRINITY_DN13782_c0_g1" "HOG:A0206631" "Pentapetalae" "MC"
"1773" "TRINITY_DN13786_c0_g1" "HOG:A0234030" "Embryophyta" "MC"
"1774" "TRINITY_DN13787_c0_g1" "HOG:A0236491" "Embryophyta" "MC"
"1775" "TRINITY_DN1379_c0_g1" "HOG:A0238795" "Viridiplantae" "UC"
"1776" "TRINITY_DN1379_c1_g1" "HOG:A0238795" "Viridiplantae" "UC"
"1777" "TRINITY_DN13794_c0_g1" "HOG:A0556884" "Opisthokonta" "MC"
"1778" "TRINITY_DN13797_c0_g1" "HOG:A0200144" "rosids" "MC"
"1779" "TRINITY_DN138_c0_g1" "HOG:A0563039" "Eukaryota" "UC"
"1780" "TRINITY_DN1380_c0_g1" "HOG:A0562171" "Eukaryota" "UC"
"1781" "TRINITY_DN13800_c0_g1" "HOG:A0786157" "LUCA" "UC"
"1782" "TRINITY_DN13802_c0_g1" "HOG:A0563873" "Eukaryota" "UC"
"1783" "TRINITY_DN13803_c0_g1" "HOG:A0223536" "Spermatophyta" "MC"
"1784" "TRINITY_DN13809_c0_g1" "HOG:A0562214" "Eukaryota" "UC"
"1785" "TRINITY_DN13810_c0_g1" "HOG:A0563455" "Eukaryota" "UC"
"1786" "TRINITY_DN13813_c0_g1" "HOG:A0234742" "Embryophyta" "MC"
"1787" "TRINITY_DN13815_c0_g1" "HOG:A0220740" "Magnoliopsida" "MC"
"1788" "TRINITY_DN13816_c0_g1" "HOG:A0220963" "Magnoliopsida" "MC"
"1789" "TRINITY_DN1382_c0_g1" "HOG:A0202383" "Pentapetalae" "MC"
"1790" "TRINITY_DN13820_c0_g1" "HOG:A0202598" "Pentapetalae" "MC"
"1791" "TRINITY_DN13821_c0_g1" "HOG:A0563300" "Eukaryota" "UC"
"1792" "TRINITY_DN13824_c0_g1" "HOG:A0168622" "asterids" "MC"
"1793" "TRINITY_DN13829_c0_g1" "HOG:A0562172" "Eukaryota" "UC"
"1794" "TRINITY_DN1383_c0_g1" "HOG:A0562220" "Eukaryota" "UC"
"1795" "TRINITY_DN13830_c0_g1" "HOG:A0562209" "Eukaryota" "UC"
"1796" "TRINITY_DN13832_c0_g1" "HOG:A0232865" "Tracheophyta" "MC"
"1797" "TRINITY_DN13833_c0_g1" "HOG:A0780114" "LUCA" "UC"
"1798" "TRINITY_DN13835_c0_g1" "HOG:A0562462" "Eukaryota" "UC"
"1799" "TRINITY_DN13836_c0_g1" "HOG:A0213035" "Mesangiospermae" "MC"
"1800" "TRINITY_DN1384_c0_g1" "HOG:A0211929" "Mesangiospermae" "MC"
"1801" "TRINITY_DN13840_c0_g1" "HOG:A0788115" "LUCA" "UC"
"1802" "TRINITY_DN13843_c0_g1" "HOG:A0234838" "Embryophyta" "MC"
"1803" "TRINITY_DN13845_c0_g1" "HOG:A0202591" "Pentapetalae" "MC"
"1804" "TRINITY_DN1385_c0_g1" "HOG:A0207043" "Pentapetalae" "MC"
"1805" "TRINITY_DN13852_c0_g1" "HOG:A0237790" "Streptophyta" "MC"
"1806" "TRINITY_DN13853_c0_g1" "HOG:A0225061" "Spermatophyta" "MC"
"1807" "TRINITY_DN13859_c0_g1" "HOG:A0565956" "Eukaryota" "UC"
"1808" "TRINITY_DN1386_c0_g1" "HOG:A0566848" "Eukaryota" "UC"
"1809" "TRINITY_DN13860_c0_g1" "HOG:A0202791" "Pentapetalae" "MC"
"1810" "TRINITY_DN13861_c0_g1" "HOG:A0562458" "Eukaryota" "UC"
"1811" "TRINITY_DN13863_c0_g1" "HOG:A0563489" "Eukaryota" "UC"
"1812" "TRINITY_DN13867_c0_g1" "HOG:A0206388" "Pentapetalae" "MC"
"1813" "TRINITY_DN13868_c0_g1" "HOG:A0220284" "Magnoliopsida" "MC"
"1814" "TRINITY_DN13869_c0_g1" "HOG:A0240089" "Viridiplantae" "UC"
"1815" "TRINITY_DN1387_c0_g1" "HOG:A0220967" "Magnoliopsida" "MC"
"1816" "TRINITY_DN13871_c0_g1" "HOG:A0203225" "Pentapetalae" "MC"
"1817" "TRINITY_DN13872_c0_g1" "HOG:A0219778" "Magnoliopsida" "MC"
"1818" "TRINITY_DN13873_c0_g1" "HOG:A0562407" "Eukaryota" "UC"
"1819" "TRINITY_DN1388_c0_g1" "HOG:A0224249" "Spermatophyta" "MC"
"1820" "TRINITY_DN13882_c0_g1" "HOG:A0169580" "asterids" "MC"
"1821" "TRINITY_DN13885_c0_g1" "HOG:A0570356" "Eukaryota" "UC"
"1822" "TRINITY_DN1389_c0_g1" "HOG:A0238930" "Viridiplantae" "UC"
"1823" "TRINITY_DN13893_c0_g1" "HOG:A0568440" "Eukaryota" "UC"
"1824" "TRINITY_DN13893_c2_g1" "HOG:A0238951" "Viridiplantae" "UC"
"1825" "TRINITY_DN13897_c0_g1" "HOG:A0167906" "asterids" "MC"
"1826" "TRINITY_DN13898_c0_g1" "HOG:A0236830" "Embryophyta" "MC"
"1827" "TRINITY_DN139_c0_g1" "HOG:A0207027" "Pentapetalae" "MC"
"1828" "TRINITY_DN13900_c0_g1" "HOG:A0233651" "Embryophyta" "MC"
"1829" "TRINITY_DN13901_c0_g1" "HOG:A0234751" "Embryophyta" "MC"
"1830" "TRINITY_DN13902_c0_g1" "HOG:A0237620" "Streptophyta" "MC"
"1831" "TRINITY_DN13904_c0_g1" "HOG:A0567347" "Eukaryota" "UC"
"1832" "TRINITY_DN13906_c0_g1" "HOG:A0229011" "Spermatophyta" "MC"
"1833" "TRINITY_DN13907_c0_g1" "HOG:A0562580" "Eukaryota" "UC"
"1834" "TRINITY_DN1391_c0_g1" "HOG:A0562803" "Eukaryota" "UC"
"1835" "TRINITY_DN13912_c0_g1" "HOG:A0174219" "fabids" "MC"
"1836" "TRINITY_DN13915_c0_g1" "HOG:A0568471" "Eukaryota" "UC"
"1837" "TRINITY_DN13916_c0_g1" "HOG:A0579730" "Eukaryota" "UC"
"1838" "TRINITY_DN1392_c0_g1" "HOG:A0573209" "Eukaryota" "UC"
"1839" "TRINITY_DN13922_c0_g1" "HOG:A0223939" "Spermatophyta" "MC"
"1840" "TRINITY_DN13925_c0_g1" "HOG:A0198357" "rosids" "MC"
"1841" "TRINITY_DN13928_c0_g1" "HOG:A0562287" "Eukaryota" "UC"
"1842" "TRINITY_DN13931_c0_g1" "HOG:A0206356" "Pentapetalae" "MC"
"1843" "TRINITY_DN13932_c0_g1" "HOG:A0168211" "asterids" "MC"
"1844" "TRINITY_DN13934_c0_g1" "HOG:A0206195" "Pentapetalae" "MC"
"1845" "TRINITY_DN13936_c0_g1" "HOG:A0562185" "Eukaryota" "UC"
"1846" "TRINITY_DN13939_c0_g1" "HOG:A0234025" "Embryophyta" "MC"
"1847" "TRINITY_DN1394_c0_g1" "HOG:A0203054" "Pentapetalae" "MC"
"1848" "TRINITY_DN13940_c0_g1" "HOG:A0562253" "Eukaryota" "UC"
"1849" "TRINITY_DN13947_c0_g1" "HOG:A0233796" "Embryophyta" "MC"
"1850" "TRINITY_DN13948_c1_g1" "HOG:A0231747" "Tracheophyta" "MC"
"1851" "TRINITY_DN13951_c0_g1" "HOG:A0562244" "Eukaryota" "UC"
"1852" "TRINITY_DN13952_c0_g1" "HOG:A0563524" "Eukaryota" "UC"
"1853" "TRINITY_DN13954_c0_g1" "HOG:A0235223" "Embryophyta" "MC"
"1854" "TRINITY_DN13955_c0_g1" "HOG:A0168287" "asterids" "MC"
"1855" "TRINITY_DN1396_c0_g1" "HOG:A0223379" "Spermatophyta" "MC"
"1856" "TRINITY_DN13961_c0_g1" "HOG:A0240090" "Viridiplantae" "UC"
"1857" "TRINITY_DN13963_c0_g1" "HOG:A0223507" "Spermatophyta" "MC"
"1858" "TRINITY_DN13966_c0_g1" "HOG:A0202827" "Pentapetalae" "MC"
"1859" "TRINITY_DN13967_c0_g1" "HOG:A0564247" "Eukaryota" "UC"
"1860" "TRINITY_DN13968_c0_g1" "HOG:A0562902" "Eukaryota" "UC"
"1861" "TRINITY_DN13971_c0_g1" "HOG:A0562417" "Eukaryota" "UC"
"1862" "TRINITY_DN13975_c0_g1" "HOG:A0235759" "Embryophyta" "MC"
"1863" "TRINITY_DN13978_c0_g1" "HOG:A0234774" "Embryophyta" "MC"
"1864" "TRINITY_DN13979_c0_g1" "HOG:A0570925" "Eukaryota" "UC"
"1865" "TRINITY_DN13982_c0_g1" "HOG:A0567063" "Eukaryota" "UC"
"1866" "TRINITY_DN13983_c0_g1" "HOG:A0220375" "Magnoliopsida" "MC"
"1867" "TRINITY_DN13985_c0_g1" "HOG:A0203979" "Pentapetalae" "MC"
"1868" "TRINITY_DN13987_c0_g1" "HOG:A0564487" "Eukaryota" "UC"
"1869" "TRINITY_DN13988_c0_g1" "HOG:A0234731" "Embryophyta" "MC"
"1870" "TRINITY_DN13989_c0_g1" "HOG:A0562498" "Eukaryota" "UC"
"1871" "TRINITY_DN13990_c0_g1" "HOG:A0779978" "LUCA" "UC"
"1872" "TRINITY_DN13992_c0_g1" "HOG:A0562359" "Eukaryota" "UC"
"1873" "TRINITY_DN13995_c0_g1" "HOG:A0233744" "Embryophyta" "MC"
"1874" "TRINITY_DN13996_c0_g1" "HOG:A0228973" "Spermatophyta" "MC"
"1875" "TRINITY_DN14_c0_g1" "HOG:A0235319" "Embryophyta" "MC"
"1876" "TRINITY_DN140_c0_g1" "HOG:A0237433" "Streptophyta" "MC"
"1877" "TRINITY_DN1400_c0_g1" "HOG:A0239560" "Viridiplantae" "UC"
"1878" "TRINITY_DN14003_c0_g1" "HOG:A0174504" "fabids" "MC"
"1879" "TRINITY_DN14010_c0_g1" "HOG:A0228906" "Spermatophyta" "MC"
"1880" "TRINITY_DN14011_c0_g1" "HOG:A0232783" "Tracheophyta" "MC"
"1881" "TRINITY_DN14012_c0_g1" "HOG:A0238676" "Viridiplantae" "UC"
"1882" "TRINITY_DN14014_c0_g1" "HOG:A0167565" "asterids" "MC"
"1883" "TRINITY_DN14018_c0_g1" "HOG:A0198729" "rosids" "MC"
"1884" "TRINITY_DN1402_c0_g1" "HOG:A0562279" "Eukaryota" "UC"
"1885" "TRINITY_DN14023_c0_g1" "HOG:A0563362" "Eukaryota" "UC"
"1886" "TRINITY_DN14029_c0_g1" "HOG:A0574990" "Eukaryota" "UC"
"1887" "TRINITY_DN14032_c0_g1" "HOG:A0563656" "Eukaryota" "UC"
"1888" "TRINITY_DN14039_c0_g1" "HOG:A0562743" "Eukaryota" "UC"
"1889" "TRINITY_DN1404_c0_g1" "HOG:A0233694" "Embryophyta" "MC"
"1890" "TRINITY_DN14050_c0_g1" "HOG:A0205349" "Pentapetalae" "MC"
"1891" "TRINITY_DN14055_c0_g1" "HOG:A0785719" "LUCA" "UC"
"1892" "TRINITY_DN14057_c0_g1" "HOG:A0562255" "Eukaryota" "UC"
"1893" "TRINITY_DN14059_c0_g1" "HOG:A0231821" "Tracheophyta" "MC"
"1894" "TRINITY_DN14061_c0_g1" "HOG:A0566840" "Eukaryota" "UC"
"1895" "TRINITY_DN14065_c0_g1" "HOG:A0219944" "Magnoliopsida" "MC"
"1896" "TRINITY_DN14066_c0_g1" "HOG:A0237474" "Streptophyta" "MC"
"1897" "TRINITY_DN14068_c0_g1" "HOG:A0566981" "Eukaryota" "UC"
"1898" "TRINITY_DN1407_c0_g1" "HOG:A0220239" "Magnoliopsida" "MC"
"1899" "TRINITY_DN14070_c0_g1" "HOG:A0238272" "Streptophyta" "MC"
"1900" "TRINITY_DN14071_c0_g1" "HOG:A0224124" "Spermatophyta" "MC"
"1901" "TRINITY_DN14075_c0_g1" "HOG:A0238788" "Viridiplantae" "UC"
"1902" "TRINITY_DN14079_c0_g1" "HOG:A0234237" "Embryophyta" "MC"
"1903" "TRINITY_DN1408_c0_g1" "HOG:A0785713" "LUCA" "UC"
"1904" "TRINITY_DN14080_c0_g1" "HOG:A0571982" "Eukaryota" "UC"
"1905" "TRINITY_DN14081_c0_g1" "HOG:A0562498" "Eukaryota" "UC"
"1906" "TRINITY_DN14084_c0_g1" "HOG:A0779811" "LUCA" "UC"
"1907" "TRINITY_DN14085_c0_g1" "HOG:A0206621" "Pentapetalae" "MC"
"1908" "TRINITY_DN14086_c0_g1" "HOG:A0204236" "Pentapetalae" "MC"
"1909" "TRINITY_DN1409_c0_g1" "HOG:A0565956" "Eukaryota" "UC"
"1910" "TRINITY_DN14091_c0_g1" "HOG:A0564247" "Eukaryota" "UC"
"1911" "TRINITY_DN14092_c0_g1" "HOG:A0563357" "Eukaryota" "UC"
"1912" "TRINITY_DN14096_c0_g1" "HOG:A0220549" "Magnoliopsida" "MC"
"1913" "TRINITY_DN14099_c0_g1" "HOG:A0213340" "Mesangiospermae" "MC"
"1914" "TRINITY_DN141_c0_g1" "HOG:A0562846" "Eukaryota" "UC"
"1915" "TRINITY_DN14106_c0_g1" "HOG:A0570754" "Eukaryota" "UC"
"1916" "TRINITY_DN14108_c0_g1" "HOG:A0205110" "Pentapetalae" "MC"
"1917" "TRINITY_DN14109_c0_g1" "HOG:A0572267" "Eukaryota" "UC"
"1918" "TRINITY_DN14110_c0_g1" "HOG:A0202594" "Pentapetalae" "MC"
"1919" "TRINITY_DN14113_c0_g1" "HOG:A0563847" "Eukaryota" "UC"
"1920" "TRINITY_DN14118_c0_g1" "HOG:A0203102" "Pentapetalae" "MC"
"1921" "TRINITY_DN14119_c0_g1" "HOG:A0562470" "Eukaryota" "UC"
"1922" "TRINITY_DN1412_c0_g1" "HOG:A0788158" "LUCA" "UC"
"1923" "TRINITY_DN14121_c0_g1" "HOG:A0562279" "Eukaryota" "UC"
"1924" "TRINITY_DN14124_c0_g1" "HOG:A0222120" "Magnoliopsida" "MC"
"1925" "TRINITY_DN14127_c0_g1" "HOG:A0563708" "Eukaryota" "UC"
"1926" "TRINITY_DN14131_c0_g1" "HOG:A0582290" "Eukaryota" "UC"
"1927" "TRINITY_DN14134_c0_g1" "HOG:A0237219" "Streptophyta" "MC"
"1928" "TRINITY_DN14136_c0_g1" "HOG:A0219727" "Magnoliopsida" "MC"
"1929" "TRINITY_DN14138_c0_g1" "HOG:A0240390" "Viridiplantae" "UC"
"1930" "TRINITY_DN14139_c0_g1" "HOG:A0207103" "Pentapetalae" "MC"
"1931" "TRINITY_DN1414_c0_g1" "HOG:A0743694" "Gammaproteobacteria" "MC"
"1932" "TRINITY_DN14141_c0_g1" "HOG:A0220238" "Magnoliopsida" "MC"
"1933" "TRINITY_DN14143_c0_g1" "HOG:A0239173" "Viridiplantae" "UC"
"1934" "TRINITY_DN14144_c0_g1" "HOG:A0236584" "Embryophyta" "MC"
"1935" "TRINITY_DN14145_c0_g1" "HOG:A0213151" "Mesangiospermae" "MC"
"1936" "TRINITY_DN14149_c0_g1" "HOG:A0202422" "Pentapetalae" "MC"
"1937" "TRINITY_DN1415_c0_g1" "HOG:A0562320" "Eukaryota" "UC"
"1938" "TRINITY_DN14150_c0_g1" "HOG:A0231339" "Spermatophyta" "MC"
"1939" "TRINITY_DN14152_c0_g1" "HOG:A0232698" "Tracheophyta" "MC"
"1940" "TRINITY_DN14153_c0_g1" "HOG:A0781565" "LUCA" "UC"
"1941" "TRINITY_DN14154_c0_g1" "HOG:A0232403" "Tracheophyta" "MC"
"1942" "TRINITY_DN14155_c0_g1" "HOG:A0222096" "Magnoliopsida" "MC"
"1943" "TRINITY_DN14157_c0_g1" "HOG:A0235276" "Embryophyta" "MC"
"1944" "TRINITY_DN14160_c0_g1" "HOG:A0228905" "Spermatophyta" "MC"
"1945" "TRINITY_DN14162_c0_g1" "HOG:A0234492" "Embryophyta" "MC"
"1946" "TRINITY_DN14164_c0_g1" "HOG:A0568565" "Eukaryota" "UC"
"1947" "TRINITY_DN14165_c0_g1" "HOG:A0567030" "Eukaryota" "UC"
"1948" "TRINITY_DN14167_c0_g1" "HOG:A0220462" "Magnoliopsida" "MC"
"1949" "TRINITY_DN14173_c0_g1" "HOG:A0779877" "LUCA" "UC"
"1950" "TRINITY_DN14176_c0_g1" "HOG:A0220608" "Magnoliopsida" "MC"
