"","AGI","probe_id","adj.P.Val","P.Value","t","B","logFC","Gene.symbol","Gene.title","GO","PATH","oma_id","level","level_name","araID","age"
"1184","AT1G68910","259644_at",0.0257,0.00608,-3.5881194,-3.002886,-0.3044725,"WIT2","WPP domain-interacting tail-anchored protein 2","GO:2000769; GO:0005737; GO:0005515; GO:0080115",NA,15172827,10,"Pentapetalae","ARATH08861","MC"
"1185","AT1G68940","259699_at",0.00526,0.000754,5.037381,-0.7984503,0.54631,"AT1G68940","Armadillo/beta-catenin-like repeat family protein","GO:0005634",NA,15172834,8,"Magnoliopsida","ARATH08868","MC"
"1186","AT1G69010","259645_at",0.0014,0.000122,-6.5150046,1.1505777,-0.5599075,"BIM2","transcription factor BIM2","GO:0006351; GO:0005634; GO:0003700; GO:0005515; GO:0046983",NA,15172843,10,"Pentapetalae","ARATH08877","MC"
"1187","AT1G69030","259642_at",0.0317,0.00796,3.4144625,-3.2831847,0.511415,"AT1G69030","BSD domain-containing protein","GO:0008150",NA,15172846,5,"Embryophyta","ARATH08880","MC"
"1188","AT1G69160","259373_at",0.000397,1.91e-05,-8.2969001,3.1314447,-1.0100975,"AT1G69160","hypothetical protein","GO:0005739; GO:0003674",NA,15172863,8,"Magnoliopsida","ARATH08897","MC"
"1189","AT1G69170","260341_at",0.000265,1.06e-05,-8.9347817,3.7577203,-0.6357775,"AT1G69170","squamosa promoter-binding-like protein 6","GO:0006355; GO:0010468; GO:0042742; GO:0005634; GO:0003700; GO:0005515",NA,15172864,13,"Brassicaceae","ARATH08898","MC"
"1190","AT1G69200","260343_at",0.0117,0.0022,-4.2672824,-1.9361093,-0.6458625,"FLN2","fructokinase-like 2","GO:0009658; GO:0009662; GO:0042793; GO:0005737; GO:0042644; GO:0019200",NA,15172867,8,"Magnoliopsida","ARATH08901","MC"
"1191","AT1G69220","260339_at",0.0023,0.000244,5.9231315,0.4061452,0.518635,"SIK1","putative serine/threonine kinase","GO:0001558; GO:0007346; GO:0023014; GO:0031098; GO:0032147; GO:0042127; GO:0000775; GO:0005634; GO:0005694; GO:0005737; GO:0005739; GO:0005769; GO:0005802; GO:0005886; GO:0004672; GO:0004674; GO:0005515; GO:0005524",NA,15172870,4,"Streptophyta","ARATH08904","MC"
"1192","AT1G69310","260337_at",0.00672,0.00104,4.7964707,-1.1454171,0.8243275,"WRKY57","putative WRKY transcription factor 57","GO:0006355; GO:0006970; GO:0009414; GO:0009651; GO:0005634; GO:0003700; GO:0005515; GO:0043565",NA,15172883,13,"Brassicaceae","ARATH08917","MC"
"1193","AT1G69330","260354_at",0.0331,0.00843,-3.3783073,-3.3418317,-0.4689075,"AT1G69330","RING-type zinc-finger-containing protein",NA,NA,15172887,5,"Embryophyta","ARATH08921","MC"
"1194","AT1G69340","260358_at",0.0227,0.00518,-3.6925743,-2.8355472,-0.308965,"AT1G69340","appr-1-p processing enzyme","GO:0008150; GO:0005737; GO:0005739; GO:0003674",NA,15172888,2,"Eukaryota","ARATH08922","UC"
"1195","AT1G69390","260356_at",0.0102,0.00183,-4.3954566,-1.7410897,-0.441875,"MINE1","cell division topological specificity factor-like protein","GO:0010020; GO:0032955; GO:0051301; GO:0005739; GO:0009507; GO:0009706; GO:0005515; GO:0042802; GO:0051117",NA,15172893,8,"Magnoliopsida","ARATH08927","MC"
"1196","AT1G69410","260350_at",0.0218,0.00493,-3.7252068,-2.7834847,-0.541775,"ELF5A-3","eukaryotic translation initiation factor 5A-3","GO:0045901; GO:0045905; GO:0005737; GO:0005739; GO:0005829; GO:0003746; GO:0043022",NA,15172896,2,"Eukaryota","ARATH08930","UC"
"1197","AT1G69420","260347_at",0.00251,0.000273,5.8304008,0.285211,1.020915,"AT1G69420","putative S-acyltransferase","GO:0006612; GO:0018230; GO:0005783; GO:0005794; GO:0019706",NA,15172897,5,"Embryophyta","ARATH08931","MC"
"1198","AT1G69430","256292_at",0.0238,0.0055,-3.6534235,-2.8981469,-0.2902925,"AT1G69430","hypothetical protein","GO:0008150; GO:0003674",NA,15172898,5,"Embryophyta","ARATH08932","MC"
"1199","AT1G69530","256299_at",1.33e-05,5.29e-08,16.8838661,9.231799,4.0551525,"EXPA1","expansin A1","GO:0006949; GO:0009664; GO:0009739; GO:0009826; GO:0009828; GO:0010114; GO:0010119; GO:0005576; GO:0005739; GO:0009505",NA,15172915,4,"Streptophyta","ARATH08949","MC"
"1200","AT1G69570","259834_at",0.0434,0.0119,3.1576662,-3.7014044,0.370755,"AT1G69570","Dof zinc finger protein DOF1.10","GO:0006355; GO:0048577; GO:0048579; GO:0005634; GO:0003677; GO:0003700",NA,15172925,13,"Brassicaceae","ARATH08959","MC"
"1201","AT1G69580","259832_at",0.0208,0.00463,3.7670914,-2.7168194,0.60973,"AT1G69580","homeodomain-like superfamily protein","GO:0006355; GO:0005634; GO:0003700",NA,15172927,10,"Pentapetalae","ARATH08961","MC"
"1202","AT1G69600","259831_at",0.0362,0.00941,-3.308055,-3.4560322,-0.81003,"ZFHD1","transcriptional factor ZFHD1","GO:0009414; GO:0045893; GO:0005634; GO:0003677; GO:0003700; GO:0005515; GO:0042803",NA,15172929,9,"Mesangiospermae","ARATH08963","MC"
"1203","AT1G69610","260420_at",0.000782,5.24e-05,-7.2844475,2.0510856,-0.942465,"AT1G69610","hypothetical protein","GO:0005634; GO:0009506",NA,15172930,11,"rosids","ARATH08964","MC"
"1204","AT1G69620","260369_at",0.000652,4.07e-05,7.5295884,2.3230606,0.9515,"RPL34","60S ribosomal protein L34-2","GO:0006412; GO:0042254; GO:0005737; GO:0005739; GO:0005774; GO:0015934; GO:0022625; GO:0003729","03010",15172933,2,"Eukaryota","ARATH08967","UC"
"1205","AT1G69640","260421_at",0.00147,0.000132,-6.446865,1.0672422,-1.0516925,"SBH1","sphingoid base hydroxylase 1","GO:0009640; GO:0046520; GO:0005783; GO:0005789; GO:0005794; GO:0016020; GO:0000170; GO:0005506; GO:0016491",NA,15172935,2,"Eukaryota","ARATH08969","UC"
"1206","AT1G69680","260397_at",0.033,0.00838,-3.3820378,-3.3357764,-0.33881,"AT1G69680","Mog1/PsbP/DUF1795-like photosystem II reaction center PsbP family protein","GO:0008150; GO:0003674",NA,15172939,2,"Eukaryota","ARATH08973","UC"
"1207","AT1G69690","260371_at",0.00259,0.000287,-5.790391,0.2326646,-1.00167,"AT1G69690","transcription factor TCP15","GO:0006355; GO:0007623; GO:0009735; GO:0010229; GO:0010252; GO:0031540; GO:0042023; GO:0048467; GO:0051301; GO:0080086; GO:0005634; GO:0003700; GO:0005515; GO:0043565",NA,15172940,11,"rosids","ARATH08974","MC"
"1208","AT1G69700","260368_at",0.00242,0.000262,5.865748,0.3314492,1.322995,"HVA22C","HVA22 homologue C","GO:0009414; GO:0009737; GO:0042538; GO:0005634; GO:0009506; GO:0003674",NA,15172941,10,"Pentapetalae","ARATH08975","MC"
"1209","AT1G69720","260396_at",0.0123,0.00234,-4.2253924,-2.000314,-0.642175,"HO3","heme oxygenase 3","GO:0006788; GO:0009507; GO:0004392; GO:0020037",NA,15172944,2,"Eukaryota","ARATH08978","UC"
"1210","AT1G69730","260419_at",0.000375,1.74e-05,-8.394447,3.2297944,-1.7474775,"AT1G69730","wall-associated receptor kinase-like 9","GO:0006468; GO:0007166; GO:0005576; GO:0005886; GO:0004674; GO:0005509; GO:0016301; GO:0030247",NA,15172946,13,"Brassicaceae","ARATH08980","MC"
"1211","AT1G69760","260367_at",0.0261,0.00621,3.5746955,-3.0244641,0.55544,"AT1G69760","hypothetical protein","GO:0008150; GO:0005634; GO:0003674",NA,15172950,8,"Magnoliopsida","ARATH08984","MC"
"1212","AT1G69770","260417_at",0.00806,0.00134,4.6175348,-1.4084508,0.5921475,"CMT3","DNA (cytosine-5)-methyltransferase CMT3","GO:0006306; GO:0006342; GO:0010069; GO:0010216; GO:0010424; GO:0010425; GO:0045814; GO:0051567; GO:0005634; GO:0003677; GO:0003682; GO:0003886","00270; 01100",15172951,5,"Embryophyta","ARATH08985","MC"
"1213","AT1G69780","260395_at",0.00064,3.97e-05,7.5535241,2.349248,1.100535,"ATHB13","homeobox-leucine zipper protein ATHB-13","GO:0009744; GO:0009965; GO:0045893; GO:0048826; GO:0080022; GO:0005634; GO:0003700; GO:0043565",NA,15172952,8,"Magnoliopsida","ARATH08986","MC"
"1214","AT1G69810","260403_at",0.0105,0.0019,4.369071,-1.7810573,0.6773025,"WRKY36","WRKY DNA-binding protein 36","GO:0006355; GO:0005634; GO:0003700; GO:0043565",NA,15172958,13,"Brassicaceae","ARATH08992","MC"
"1215","AT1G69830","260412_at",0.0264,0.00629,-3.5666308,-3.0374351,-0.7790825,"AMY3","alpha-amylase-like 3","GO:0005983; GO:0005576; GO:0009507; GO:0009570; GO:0004556; GO:0005509; GO:0103025",NA,15172964,8,"Magnoliopsida","ARATH08998","MC"
"1216","AT1G69840","260401_at",0.000127,3.17e-06,-10.3690025,5.0335999,-1.5345475,"AT1G69840","Hypersensitive-induced response protein 2","GO:0008150; GO:0005739; GO:0005773; GO:0005774; GO:0005886; GO:0009506; GO:0009705; GO:0005515; GO:0043424",NA,15172965,2,"Eukaryota","ARATH08999","UC"
"1217","AT1G69870","260410_at",2.06e-06,1.53e-09,-25.446818,12.5381669,-3.808525,"NRT1.7","nitrate transporter 1.7","GO:0015706; GO:0005886; GO:0009507; GO:0016021; GO:0015333; GO:0035673; GO:0080054; GO:1904680",NA,15172968,2,"Eukaryota","ARATH09002","UC"
"1218","AT1G69880","260408_at",7.9e-06,2.43e-08,18.4864034,9.9916917,3.6843375,"TH8","thioredoxin H8","GO:0006662; GO:0045454; GO:0005737; GO:0015035",NA,15172969,7,"Spermatophyta","ARATH09003","MC"
"1219","AT1G69920","260406_at",0.00216,0.000223,5.9982964,0.5033017,0.9271325,"GSTU12","glutathione S-transferase TAU 12","GO:0006749; GO:0009407; GO:0005737; GO:0004364",NA,15172973,13,"Brassicaceae","ARATH09007","MC"
"1220","AT1G69930","260405_at",0.000813,5.54e-05,7.2320728,1.9920729,1.202675,"GSTU11","glutathione S-transferase TAU 11","GO:0006749; GO:0009407; GO:0005737; GO:0004364",NA,15172974,10,"Pentapetalae","ARATH09008","MC"
"1221","AT1G69935","260409_at",0.0013,0.000109,-6.6129822,1.2693532,-1.23656,"SHW1","serine-arginine-aspartate-rich protein SHW1","GO:0010100; GO:0005634; GO:0005739; GO:0009507",NA,15172975,13,"Brassicaceae","ARATH09009","MC"
"1222","AT1G69990","264714_at",0.0121,0.00228,4.2425639,-1.9739678,0.3992075,"AT1G69990","putative LRR receptor-like serine/threonine-protein kinase","GO:0006468; GO:0016310; GO:0005886; GO:0005515; GO:0016301; GO:0042802",NA,15172982,8,"Magnoliopsida","ARATH09016","MC"
"1223","AT1G70060","264690_at",0.0116,0.00218,4.2753788,-1.9237263,0.3718525,"SNL4","paired amphipathic helix protein Sin3-like 4","GO:0000122; GO:0016575; GO:0000118; GO:0000785; GO:0005634; GO:0003714; GO:0004407",NA,15172989,3,"Viridiplantae","ARATH09023","UC"
"1224","AT1G70160","264701_at",0.00598,0.000895,-4.9103645,-0.9803524,-0.73075,"AT1G70160","hypothetical protein","GO:0008150; GO:0005576; GO:0003674",NA,15173001,2,"Eukaryota","ARATH09035","UC"
"1225","AT1G70170","264716_at",0.000776,5.15e-05,7.3011877,2.0698796,0.7456925,"MMP","matrix metalloproteinase","GO:0009651; GO:0009753; GO:0030198; GO:0030574; GO:0046686; GO:0080186; GO:1900056; GO:2000028; GO:0005576; GO:0031012; GO:0031225; GO:0004222; GO:0008270",NA,15173002,2,"Eukaryota","ARATH09036","UC"
"1226","AT1G70200","264698_at",0.000228,8.38e-06,-9.1992664,4.0061695,-0.9754225,"AT1G70200","RNA recognition motif-containing protein","GO:0006364; GO:0009409; GO:0032544; GO:0009507; GO:0009536; GO:0019843",NA,15173010,9,"Mesangiospermae","ARATH09044","MC"
"1227","AT1G70230","264696_at",0.0132,0.00257,-4.1614012,-2.0988295,-0.57542,"TBL27","trichome birefringence-like 27 protein","GO:0010411; GO:0005634; GO:0005794; GO:0016413",NA,15173015,9,"Mesangiospermae","ARATH09049","MC"
"1228","AT1G70280","264340_at",0.000151,4.4e-06,9.9611727,4.6879646,1.45702,"AT1G70280","NHL domain-containing protein","GO:0008150; GO:0005576; GO:0005634; GO:0003674",NA,15173021,7,"Spermatophyta","ARATH09055","MC"
"1229","AT1G70410","264313_at",0.0153,0.00311,-4.032385,-2.2990147,-0.93917,"BCA4","beta carbonic anhydrase 4","GO:0009440; GO:0010037; GO:0010119; GO:0015976; GO:2000122; GO:0005737; GO:0005739; GO:0005829; GO:0005886; GO:0009507; GO:0009941; GO:0004089; GO:0005515; GO:0008270","00910",15173040,1,"LUCA","ARATH09074","UC"
"1230","AT1G70470","260332_at",0.000503,2.75e-05,7.9194995,2.741728,1.30827,"AT1G70470","hypothetical protein","GO:0008150; GO:0003674",NA,15173049,10,"Pentapetalae","ARATH09083","MC"
"1231","AT1G70480","260304_at",0.0192,0.00418,3.834255,-2.6103023,0.56199,"AT1G70480","hypothetical protein","GO:0009695; GO:0005634; GO:0009507; GO:0009707; GO:0005261",NA,15173051,5,"Embryophyta","ARATH09085","MC"
"1232","AT1G70500","260333_at",0.000136,3.67e-06,10.183716,4.8781618,1.8754475,"AT1G70500","pectin lyase-like protein","GO:0005975; GO:0009507; GO:0004650",NA,15173054,2,"Eukaryota","ARATH09088","UC"
"1233","AT1G70510","260334_at",0.000467,2.43e-05,-8.0427761,2.870665,-1.18372,"KNAT2","homeobox protein knotted-1-like 2","GO:0006355; GO:0006357; GO:0009723; GO:0009736; GO:0010094; GO:0005634; GO:0000978; GO:0000981; GO:0003700; GO:0005515",NA,15173059,3,"Viridiplantae","ARATH09093","UC"
"1234","AT1G70610","260308_at",0.0352,0.0091,-3.32913,-3.421741,-0.534935,"TAP1","ABC transporter B family member 26","GO:0055085; GO:0005739; GO:0009507; GO:0009941; GO:0016887; GO:0022857; GO:0042626",NA,15173074,2,"Eukaryota","ARATH09108","UC"
"1235","AT1G70690","260179_at",0.00312,0.000372,5.5826434,-0.0437761,0.7789225,"HWI1","plasmodesmata-located protein 5","GO:0042742; GO:0051707; GO:0005576; GO:0009506",NA,15173098,6,"Tracheophyta","ARATH09132","MC"
"1236","AT1G70700","260205_at",0.00028,1.15e-05,-8.8404697,3.6675773,-1.80885,"TIFY7","putative jasmonate signaling protein JAZ9","GO:0009611; GO:0009753; GO:0031347; GO:2000022; GO:0005634; GO:0005515","04075; 04626",15173099,13,"Brassicaceae","ARATH09133","MC"
"1237","AT1G70710","260181_at",0.000108,2.39e-06,10.7322729,5.3309303,2.7659525,"GH9B1","endo-1,4-beta-glucanase","GO:0010583; GO:0042547; GO:0005576; GO:0009507; GO:0008810",NA,15173102,2,"Eukaryota","ARATH09136","UC"
"1238","AT1G70760","262288_at",6.44e-06,1.69e-08,-19.2788635,10.3389425,-2.452495,"CRR23","NAD(P)H dehydrogenase-like complex L","GO:0009773; GO:0010258; GO:0009507; GO:0009535; GO:0010598; GO:0042651; GO:0016655",NA,15173111,10,"Pentapetalae","ARATH09145","MC"
"1239","AT1G70790","262291_at",0.00323,0.000389,-5.5461158,-0.0930094,-0.9845275,"AT1G70790","calcium-dependent lipid-binding domain-containing protein","GO:0009789",NA,15173114,10,"Pentapetalae","ARATH09148","MC"
"1240","AT1G70810","262314_at",0.00068,4.3e-05,-7.4760512,2.2642519,-1.444585,"AT1G70810","Calcium-dependent lipid-binding (CaLB domain) family protein","GO:0005739",NA,15173117,10,"Pentapetalae","ARATH09151","MC"
"1241","AT1G70820","262309_at",9.87e-05,2.04e-06,-10.9375026,5.4947125,-1.5623825,"AT1G70820","phosphoglucomutase-like protein","GO:0005975; GO:0009507; GO:0009570; GO:0004615",NA,15173119,2,"Eukaryota","ARATH09153","UC"
"1242","AT1G70850","262260_at",0.000545,3.12e-05,7.7899059,2.6044289,1.915735,"MLP34","MLP-like protein 34","GO:0006952; GO:0005737; GO:0003674",NA,15173127,10,"Pentapetalae","ARATH09161","MC"
"1243","AT1G70890","262304_at",4.29e-05,5.01e-07,-12.9522439,6.9591657,-3.0336725,"MLP43","MLP-like protein 43","GO:0006952; GO:0005739; GO:0005829; GO:0009507; GO:0003674",NA,15173132,11,"rosids","ARATH09166","MC"
"1244","AT1G70900","262313_at",0.00105,8.04e-05,-6.885837,1.5937011,-0.9078025,"AT1G70900","hypothetical protein","GO:0003674",NA,15173134,4,"Streptophyta","ARATH09168","MC"
"1245","AT1G70940","262263_at",0.0211,0.00474,3.7517795,-2.7411696,1.15073,"PIN3","auxin efflux carrier component 3","GO:0007389; GO:0009416; GO:0009606; GO:0009630; GO:0009926; GO:0009958; GO:0010082; GO:0010252; GO:0010315; GO:0048364; GO:0048766; GO:0048767; GO:0055085; GO:0005739; GO:0005783; GO:0005886; GO:0009986; GO:0012506; GO:0016328; GO:0010329",NA,15173138,5,"Embryophyta","ARATH09172","MC"
"1246","AT1G71020","259741_at",0.00479,0.000667,5.1302459,-0.6669177,0.5422625,"AT1G71020","ARM repeat superfamily protein","GO:0016567; GO:0031648; GO:0051865; GO:2000022; GO:0005634; GO:0005737; GO:0004842; GO:0005515; GO:0043621",NA,15173152,8,"Magnoliopsida","ARATH09186","MC"
"1247","AT1G71030","259751_at",0.000151,4.39e-06,-9.9643975,4.6907486,-1.7185825,"MYBL2","putative myb family transcription factor","GO:0009644; GO:0009718; GO:0010023; GO:0030154; GO:0005634; GO:0003700; GO:0005515; GO:0043565",NA,15173154,13,"Brassicaceae","ARATH09188","MC"
"1248","AT1G71040","259752_at",0.000417,2.04e-05,-8.2269323,3.0603078,-0.81037,"LPR2","protein LOW PHOSPHATE ROOT2","GO:0010073; GO:0016036; GO:0005576; GO:0005618; GO:0005739; GO:0005794; GO:0005829; GO:0005507; GO:0016491",NA,15173155,4,"Streptophyta","ARATH09189","MC"
"1249","AT1G71070","259755_at",0.00883,0.00151,4.5298192,-1.539026,0.4044925,"AT1G71070","core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase","GO:0005794; GO:0016757",NA,15173158,7,"Spermatophyta","ARATH09192","MC"
"1250","AT1G71090","259754_at",0.000309,1.32e-05,-8.6876453,3.5197356,-0.7359025,"AT1G71090","auxin efflux carrier family protein","GO:0009733; GO:0010252; GO:0010311; GO:0040009; GO:0055085; GO:0005789; GO:0010329",NA,15173160,2,"Eukaryota","ARATH09194","UC"
"1251","AT1G71100","259749_at",0.0446,0.0124,3.135744,-3.7372539,0.48694,"RSW10","ribose 5-phosphate isomerase A","GO:0009052; GO:0030244; GO:0046109; GO:0080167; GO:0005737; GO:0005829; GO:0004751","00030; 00710; 01100; 01110",15173161,1,"LUCA","ARATH09195","UC"
"1252","AT1G71140","259743_at",0.0111,0.00203,4.322426,-1.8519405,1.05893,"AT1G71140","MATE efflux family protein","GO:0042908; GO:0055085; GO:0005774; GO:0016020; GO:0015297; GO:0022857; GO:0042910",NA,15173165,2,"Eukaryota","ARATH09199","UC"
"1253","AT1G71340","259934_at",0.00922,0.0016,-4.4894834,-1.5994271,-0.5550275,"AT1G71340","glycerophosphodiester phosphodiesterase","GO:0005886",NA,15173199,4,"Streptophyta","ARATH09233","MC"
"1254","AT1G71380","259897_at",0.00216,0.000224,5.9937133,0.4974,2.3864975,"CEL3","cellulase 3","GO:0005576; GO:0005618; GO:0005794; GO:0005886; GO:0009505; GO:0009506; GO:0005515; GO:0008810",NA,15173204,2,"Eukaryota","ARATH09238","UC"
"1255","AT1G71410","259950_at",0.047,0.0132,3.0937985,-3.8058911,0.4289525,"AT1G71410","putative protein kinase","GO:0006468; GO:0005737; GO:0005770; GO:0005794; GO:0005802; GO:0035619; GO:0004672; GO:0005515; GO:0005524",NA,15173208,2,"Eukaryota","ARATH09242","UC"
"1256","AT1G71440","259895_at",0.0202,0.00445,3.7922051,-2.6769344,0.3594075,"PFI","tubulin folding cofactor E / Pfifferling (PFI)","GO:0000226; GO:0000911; GO:0007021; GO:0007023; GO:0009793; GO:0005737; GO:0009507; GO:0043014",NA,15173211,2,"Eukaryota","ARATH09245","UC"
"1257","AT1G71500","259896_at",0.00087,6.11e-05,-7.1398568,1.8873811,-1.1495925,"AT1G71500","Rieske (2Fe-2S) domain-containing protein","GO:0010207; GO:0042549; GO:0055114; GO:0005739; GO:0009507; GO:0009523; GO:0009534; GO:0009535; GO:0009941; GO:0008942; GO:0051537",NA,15173220,4,"Streptophyta","ARATH09254","MC"
"1258","AT1G71695","261518_at",6.84e-05,1.12e-06,11.7647729,6.1260931,1.891255,"AT1G71695","peroxidase 12","GO:0006950; GO:0006979; GO:0005576; GO:0005618; GO:0005739; GO:0005773; GO:0009505; GO:0009506; GO:0004601; GO:0020037","00360; 00940; 01100; 01110",15173233,7,"Spermatophyta","ARATH09267","MC"
"1259","AT1G71697","261506_at",0.000387,1.84e-05,8.336397,3.1713821,1.491605,"CK1","choline kinase 1","GO:0009611; GO:0005737; GO:0004103",NA,15173236,2,"Eukaryota","ARATH09270","UC"
"1260","AT1G71710","261522_at",0.00616,0.000934,-4.8783232,-1.0266029,-0.9176975,"AT1G71710","DNAse I-like superfamily protein","GO:0046856; GO:0005737; GO:0004439; GO:0034485",NA,15173238,8,"Magnoliopsida","ARATH09272","MC"
"1261","AT1G71720","261507_at",0.00646,0.000995,-4.8321489,-1.0935109,-0.5999175,"AT1G71720","rbcL RNA S1-binding domain protein","GO:0009416; GO:0009657; GO:0010196; GO:0032544; GO:0043489; GO:0045727; GO:0005739; GO:0009507; GO:0009536; GO:0003729; GO:0005515; GO:0034336","03010",15173240,7,"Spermatophyta","ARATH09274","MC"
"1262","AT1G71730","261508_at",0.00737,0.00118,4.7080462,-1.2748372,0.65857,"AT1G71730","Gcn5-interacting protein EML","GO:0008150; GO:0005739; GO:0005829; GO:0009507; GO:0003674",NA,15173241,13,"Brassicaceae","ARATH09275","MC"
"1263","AT1G71790","261512_at",0.0161,0.00332,3.9873249,-2.3694093,0.405705,"AT1G71790","probable F-actin-capping protein subunit beta","GO:0000902; GO:0007015; GO:0009408; GO:0030036; GO:0051016; GO:0051693; GO:0008290; GO:0051015",NA,15173249,2,"Eukaryota","ARATH09283","UC"
"1264","AT1G71810","261519_at",0.00227,0.000241,-5.9344444,0.4208176,-0.90595,"AT1G71810","bc1 complex kinase ABC1K5","GO:0006468; GO:0009507; GO:0010287; GO:0004672",NA,15173251,4,"Streptophyta","ARATH09285","MC"
"1265","AT1G71830","261521_at",0.00117,9.47e-05,6.7374498,1.4184725,2.10073,"SERK1","somatic embryogenesis receptor kinase 1","GO:0006468; GO:0007030; GO:0009556; GO:0009742; GO:0009793; GO:0010152; GO:0010227; GO:0046777; GO:0005739; GO:0005886; GO:0009507; GO:0004675; GO:0004714; GO:0005102; GO:0005515; GO:0016301; GO:0033612; GO:0042802",NA,15173254,4,"Streptophyta","ARATH09288","MC"
"1266","AT1G71870","261514_at",0.00761,0.00123,-4.6770647,-1.3204432,-0.5287925,"AT1G71870","MATE efflux family protein","GO:0055085; GO:0005737; GO:0016020; GO:0015297; GO:0022857; GO:0042910",NA,15173262,2,"Eukaryota","ARATH09296","UC"
"1267","AT1G71930","260173_at",0.00325,0.000391,5.5422093,-0.098286,0.6536775,"VND7","vascular related NAC-domain protein 7","GO:0006355; GO:0009620; GO:0009733; GO:0009735; GO:0009737; GO:0009741; GO:0010089; GO:0010628; GO:0045491; GO:0045893; GO:0048759; GO:0050832; GO:0071365; GO:0090059; GO:0005634; GO:0003700; GO:0005515; GO:0042802; GO:0042803; GO:0043565; GO:0046982",NA,15173272,12,"malvids","ARATH09306","MC"
"1268","AT1G71960","260144_at",0.00038,1.79e-05,-8.3659385,3.2011503,-1.10843,"ABCG25","ABC transporter G family member 25","GO:0009737; GO:0055085; GO:0080168; GO:0005886; GO:0016887; GO:0042626",NA,15173276,2,"Eukaryota","ARATH09310","UC"
"1269","AT1G72030","256336_at",0.000445,2.25e-05,-8.1226663,2.9533679,-2.0244825,"AT1G72030","Acyl-CoA N-acyltransferases-like protein","GO:0005737; GO:0008080",NA,15173283,6,"Tracheophyta","ARATH09317","MC"
"1270","AT1G72140","259846_at",0.000308,1.31e-05,8.6965295,3.5283909,1.2605075,"AT1G72140","putative peptide/nitrate transporter","GO:0009624; GO:0015706; GO:0005634; GO:0005774; GO:0009705; GO:0016021; GO:0015333; GO:0035673; GO:0080054; GO:1904680",NA,15173301,2,"Eukaryota","ARATH09335","UC"
"1271","AT1G72175","259800_at",0.0162,0.00336,-3.9801901,-2.3805778,-0.5877525,"AT1G72175","C3HC4-type RING finger protein","GO:0005634; GO:0005739",NA,15173307,2,"Eukaryota","ARATH09341","UC"
"1272","AT1G72230","259801_at",0.0406,0.011,3.2102758,-3.6154469,1.38956,"AT1G72230","plastocyanin-like domain-containing protein","GO:0031225; GO:0046658; GO:0009055",NA,15173314,10,"Pentapetalae","ARATH09348","MC"
"1273","AT1G72250","259851_at",0.00338,0.000413,5.5004003,-0.1548927,0.7573,"AT1G72250","Di-glucose binding protein with Kinesin motor domain","GO:0007018; GO:0005634; GO:0005871; GO:0005874; GO:0003777; GO:0008017; GO:0016887",NA,15173316,8,"Magnoliopsida","ARATH09350","MC"
"1274","AT1G72300","259853_at",0.000126,3.11e-06,-10.3932836,5.0537771,-1.2860675,"AT1G72300","tyrosine-sulfated glycopeptide receptor 1","GO:0006468; GO:0009611; GO:0009826; GO:0031347; GO:0045851; GO:0005886; GO:0001653; GO:0004674; GO:0004888; GO:0005515; GO:0042802",NA,15173326,9,"Mesangiospermae","ARATH09360","MC"
"1275","AT1G72370","260426_at",0.00577,0.000853,4.9454,-0.9299474,0.7632,"P40","40S ribosomal protein Sa-1","GO:0000028; GO:0002181; GO:0006412; GO:0006970; GO:0009651; GO:0042256; GO:0005634; GO:0005737; GO:0005829; GO:0005886; GO:0009506; GO:0009507; GO:0015935; GO:0022626; GO:0022627; GO:0003729; GO:0003735",NA,15173340,2,"Eukaryota","ARATH09374","UC"
"1276","AT1G72430","260427_at",0.0397,0.0106,-3.230676,-3.5821477,-1.1941725,"AT1G72430","SAUR-like auxin-responsive protein family","GO:0009733; GO:0030307; GO:0071456; GO:0005634; GO:0005737; GO:0019897; GO:0005515",NA,15173354,10,"Pentapetalae","ARATH09388","MC"
"1277","AT1G72450","260429_at",0.00858,0.00146,-4.5578076,-1.4972463,-1.3768875,"JAZ6","jasmonate-zim-domain protein 6","GO:0009611; GO:0009753; GO:0031347; GO:2000022; GO:0005634; GO:0009507; GO:0005515","04075; 04626",15173356,13,"Brassicaceae","ARATH09390","MC"
"1278","AT1G72480","260457_at",0.0106,0.00192,4.3616574,-1.792304,0.4860125,"AT1G72480","lung seven transmembrane receptor-like protein","GO:0006810; GO:0000138; GO:0005794; GO:0016020; GO:0003674",NA,15173360,2,"Eukaryota","ARATH09394","UC"
"1279","AT1G72520","260399_at",0.0392,0.0104,-3.2423192,-3.5631513,-0.9318475,"AT1G72520","lipoxygenase 4","GO:0006952; GO:0009555; GO:0009611; GO:0009617; GO:0009695; GO:0009901; GO:0010193; GO:0031408; GO:0034440; GO:0048653; GO:0080086; GO:0009507; GO:0016165; GO:0016702","00592; 01100",15173367,4,"Streptophyta","ARATH09401","MC"
"1280","AT1G72630","259863_at",0.000761,5.01e-05,7.3277698,2.0996557,1.1718825,"ELF4-L2","protein ELF4-like 2","GO:0009648; GO:0009649; GO:0042753; GO:0005739; GO:0003674",NA,15173381,7,"Spermatophyta","ARATH09415","MC"
"1281","AT1G72670","259912_at",0.00115,9.25e-05,6.7586965,1.4437314,0.58646,"iqd8","IQ-domain 8 protein","GO:0008150; GO:0005737",NA,15173391,10,"Pentapetalae","ARATH09425","MC"
