"transcript" "hog" "id" "phylostrata" "gene"
"3421" "TRINITY_DN13776_c0_g1_i2" "HOG:A0206084" 206084 "Pentapetalae" "TRINITY_DN13776_c0_g1"
"3422" "TRINITY_DN13778_c0_g1_i1" "HOG:A0234244" 234244 "Embryophyta" "TRINITY_DN13778_c0_g1"
"3423" "TRINITY_DN1378_c0_g2_i2" "HOG:A0779851" 779851 "LUCA" "TRINITY_DN1378_c0_g2"
"3424" "TRINITY_DN1378_c0_g2_i3" "HOG:A0779851" 779851 "LUCA" "TRINITY_DN1378_c0_g2"
"3425" "TRINITY_DN13780_c1_g1_i1" "HOG:A0568963" 568963 "Eukaryota" "TRINITY_DN13780_c1_g1"
"3426" "TRINITY_DN13780_c1_g1_i5" "HOG:A0568963" 568963 "Eukaryota" "TRINITY_DN13780_c1_g1"
"3427" "TRINITY_DN13781_c0_g1_i1" "HOG:A0212096" 212096 "Mesangiospermae" "TRINITY_DN13781_c0_g1"
"3428" "TRINITY_DN13781_c0_g1_i3" "HOG:A0222409" 222409 "Magnoliopsida" "TRINITY_DN13781_c0_g1"
"3429" "TRINITY_DN13782_c0_g1_i4" "HOG:A0203584" 203584 "Pentapetalae" "TRINITY_DN13782_c0_g1"
"3430" "TRINITY_DN13784_c0_g1_i1" "HOG:A0202814" 202814 "Pentapetalae" "TRINITY_DN13784_c0_g1"
"3431" "TRINITY_DN13786_c0_g1_i1" "HOG:A0563076" 563076 "Eukaryota" "TRINITY_DN13786_c0_g1"
"3432" "TRINITY_DN13787_c0_g1_i1" "HOG:A0168308" 168308 "asterids" "TRINITY_DN13787_c0_g1"
"3433" "TRINITY_DN13788_c0_g1_i1" "HOG:A0223575" 223575 "Spermatophyta" "TRINITY_DN13788_c0_g1"
"3434" "TRINITY_DN13789_c0_g1_i1" "HOG:A0168158" 168158 "asterids" "TRINITY_DN13789_c0_g1"
"3435" "TRINITY_DN1379_c0_g1_i1" "HOG:A0236445" 236445 "Embryophyta" "TRINITY_DN1379_c0_g1"
"3436" "TRINITY_DN1379_c1_g1_i1" "HOG:A0168374" 168374 "asterids" "TRINITY_DN1379_c1_g1"
"3437" "TRINITY_DN13792_c0_g1_i2" "HOG:A0239574" 239574 "Viridiplantae" "TRINITY_DN13792_c0_g1"
"3438" "TRINITY_DN13793_c0_g1_i1" "HOG:A0237095" 237095 "Streptophyta" "TRINITY_DN13793_c0_g1"
"3439" "TRINITY_DN13794_c0_g1_i1" "HOG:A0202445" 202445 "Pentapetalae" "TRINITY_DN13794_c0_g1"
"3440" "TRINITY_DN13794_c0_g1_i2" "HOG:A0202445" 202445 "Pentapetalae" "TRINITY_DN13794_c0_g1"
"3441" "TRINITY_DN13797_c0_g1_i1" "HOG:A0234060" 234060 "Embryophyta" "TRINITY_DN13797_c0_g1"
"3442" "TRINITY_DN13798_c0_g1_i2" "HOG:A0563522" 563522 "Eukaryota" "TRINITY_DN13798_c0_g1"
"3443" "TRINITY_DN138_c0_g1_i2" "HOG:A0566864" 566864 "Eukaryota" "TRINITY_DN138_c0_g1"
"3444" "TRINITY_DN138_c0_g1_i4" "HOG:A0566864" 566864 "Eukaryota" "TRINITY_DN138_c0_g1"
"3445" "TRINITY_DN1380_c0_g1_i1" "HOG:A0223591" 223591 "Spermatophyta" "TRINITY_DN1380_c0_g1"
"3446" "TRINITY_DN1380_c0_g1_i3" "HOG:A0223591" 223591 "Spermatophyta" "TRINITY_DN1380_c0_g1"
"3447" "TRINITY_DN1380_c0_g1_i4" "HOG:A0223591" 223591 "Spermatophyta" "TRINITY_DN1380_c0_g1"
"3448" "TRINITY_DN13801_c0_g1_i1" "HOG:A0568633" 568633 "Eukaryota" "TRINITY_DN13801_c0_g1"
"3449" "TRINITY_DN13804_c0_g1_i1" "HOG:A0780185" 780185 "LUCA" "TRINITY_DN13804_c0_g1"
"3450" "TRINITY_DN13807_c0_g1_i1" "HOG:A0562279" 562279 "Eukaryota" "TRINITY_DN13807_c0_g1"
"3451" "TRINITY_DN13808_c0_g1_i1" "HOG:A0562616" 562616 "Eukaryota" "TRINITY_DN13808_c0_g1"
"3452" "TRINITY_DN1381_c0_g1_i2" "HOG:A0563540" 563540 "Eukaryota" "TRINITY_DN1381_c0_g1"
"3453" "TRINITY_DN1381_c0_g1_i5" "HOG:A0563540" 563540 "Eukaryota" "TRINITY_DN1381_c0_g1"
"3454" "TRINITY_DN1381_c0_g1_i7" "HOG:A0563540" 563540 "Eukaryota" "TRINITY_DN1381_c0_g1"
"3455" "TRINITY_DN13815_c0_g1_i1" "HOG:A0785611" 785611 "LUCA" "TRINITY_DN13815_c0_g1"
"3456" "TRINITY_DN13819_c0_g1_i1" "HOG:A0562172" 562172 "Eukaryota" "TRINITY_DN13819_c0_g1"
"3457" "TRINITY_DN1382_c0_g1_i1" "HOG:A0786187" 786187 "LUCA" "TRINITY_DN1382_c0_g1"
"3458" "TRINITY_DN13820_c0_g1_i1" "HOG:A0234274" 234274 "Embryophyta" "TRINITY_DN13820_c0_g1"
"3459" "TRINITY_DN13821_c0_g1_i1" "HOG:A0220081" 220081 "Magnoliopsida" "TRINITY_DN13821_c0_g1"
"3460" "TRINITY_DN13821_c0_g1_i3" "HOG:A0174179" 174179 "fabids" "TRINITY_DN13821_c0_g1"
"3461" "TRINITY_DN13823_c0_g1_i1" "HOG:A0234949" 234949 "Embryophyta" "TRINITY_DN13823_c0_g1"
"3462" "TRINITY_DN13823_c0_g1_i2" "HOG:A0234949" 234949 "Embryophyta" "TRINITY_DN13823_c0_g1"
"3463" "TRINITY_DN13823_c1_g1_i1" "HOG:A0234949" 234949 "Embryophyta" "TRINITY_DN13823_c1_g1"
"3464" "TRINITY_DN13824_c0_g1_i6" "HOG:A0562279" 562279 "Eukaryota" "TRINITY_DN13824_c0_g1"
"3465" "TRINITY_DN13825_c0_g1_i1" "HOG:A0220018" 220018 "Magnoliopsida" "TRINITY_DN13825_c0_g1"
"3466" "TRINITY_DN13826_c0_g1_i1" "HOG:A0229069" 229069 "Spermatophyta" "TRINITY_DN13826_c0_g1"
"3467" "TRINITY_DN13827_c0_g1_i2" "HOG:A0567091" 567091 "Eukaryota" "TRINITY_DN13827_c0_g1"
"3468" "TRINITY_DN13828_c0_g1_i15" "HOG:A0220388" 220388 "Magnoliopsida" "TRINITY_DN13828_c0_g1"
"3469" "TRINITY_DN13828_c0_g1_i30" "HOG:A0220388" 220388 "Magnoliopsida" "TRINITY_DN13828_c0_g1"
"3470" "TRINITY_DN13828_c0_g1_i33" "HOG:A0554823" 554823 "Opisthokonta" "TRINITY_DN13828_c0_g1"
"3471" "TRINITY_DN13828_c1_g1_i11" "HOG:A0233948" 233948 "Embryophyta" "TRINITY_DN13828_c1_g1"
"3472" "TRINITY_DN13829_c0_g1_i1" "HOG:A0563297" 563297 "Eukaryota" "TRINITY_DN13829_c0_g1"
"3473" "TRINITY_DN1383_c0_g1_i1" "HOG:A0562223" 562223 "Eukaryota" "TRINITY_DN1383_c0_g1"
"3474" "TRINITY_DN13830_c0_g1_i1" "HOG:A0203503" 203503 "Pentapetalae" "TRINITY_DN13830_c0_g1"
"3475" "TRINITY_DN13830_c0_g1_i2" "HOG:A0198146" 198146 "rosids" "TRINITY_DN13830_c0_g1"
"3476" "TRINITY_DN13831_c0_g1_i1" "HOG:A0566767" 566767 "Eukaryota" "TRINITY_DN13831_c0_g1"
"3477" "TRINITY_DN13832_c0_g1_i1" "HOG:A0566763" 566763 "Eukaryota" "TRINITY_DN13832_c0_g1"
"3478" "TRINITY_DN13833_c0_g1_i1" "HOG:A0563287" 563287 "Eukaryota" "TRINITY_DN13833_c0_g1"
"3479" "TRINITY_DN13834_c0_g1_i1" "HOG:A0219624" 219624 "Magnoliopsida" "TRINITY_DN13834_c0_g1"
"3480" "TRINITY_DN13835_c0_g1_i1" "HOG:A0237653" 237653 "Streptophyta" "TRINITY_DN13835_c0_g1"
"3481" "TRINITY_DN13836_c0_g1_i1" "HOG:A0220466" 220466 "Magnoliopsida" "TRINITY_DN13836_c0_g1"
"3482" "TRINITY_DN13837_c0_g1_i1" "HOG:A0211740" 211740 "Mesangiospermae" "TRINITY_DN13837_c0_g1"
"3483" "TRINITY_DN13838_c0_g1_i1" "HOG:A0238720" 238720 "Viridiplantae" "TRINITY_DN13838_c0_g1"
"3484" "TRINITY_DN13839_c0_g1_i2" "HOG:A0219746" 219746 "Magnoliopsida" "TRINITY_DN13839_c0_g1"
"3485" "TRINITY_DN13840_c0_g1_i1" "HOG:A0202588" 202588 "Pentapetalae" "TRINITY_DN13840_c0_g1"
"3486" "TRINITY_DN13841_c0_g1_i1" "HOG:A0570604" 570604 "Eukaryota" "TRINITY_DN13841_c0_g1"
"3487" "TRINITY_DN13843_c0_g2_i1" "HOG:A0219995" 219995 "Magnoliopsida" "TRINITY_DN13843_c0_g2"
"3488" "TRINITY_DN13844_c0_g1_i2" "HOG:A0568086" 568086 "Eukaryota" "TRINITY_DN13844_c0_g1"
"3489" "TRINITY_DN13845_c0_g1_i1" "HOG:A0562359" 562359 "Eukaryota" "TRINITY_DN13845_c0_g1"
"3490" "TRINITY_DN13846_c0_g1_i2" "HOG:A0237283" 237283 "Streptophyta" "TRINITY_DN13846_c0_g1"
"3491" "TRINITY_DN13848_c0_g1_i13" "HOG:A0238785" 238785 "Viridiplantae" "TRINITY_DN13848_c0_g1"
"3492" "TRINITY_DN13849_c0_g1_i11" "HOG:A0224225" 224225 "Spermatophyta" "TRINITY_DN13849_c0_g1"
"3493" "TRINITY_DN13849_c0_g1_i13" "HOG:A0232683" 232683 "Tracheophyta" "TRINITY_DN13849_c0_g1"
"3494" "TRINITY_DN1385_c0_g1_i1" "HOG:A0223784" 223784 "Spermatophyta" "TRINITY_DN1385_c0_g1"
"3495" "TRINITY_DN13850_c0_g1_i1" "HOG:A0575731" 575731 "Eukaryota" "TRINITY_DN13850_c0_g1"
"3496" "TRINITY_DN13851_c0_g1_i1" "HOG:A0235425" 235425 "Embryophyta" "TRINITY_DN13851_c0_g1"
"3497" "TRINITY_DN13854_c0_g1_i1" "HOG:A0563925" 563925 "Eukaryota" "TRINITY_DN13854_c0_g1"
"3498" "TRINITY_DN13854_c0_g1_i2" "HOG:A0563925" 563925 "Eukaryota" "TRINITY_DN13854_c0_g1"
"3499" "TRINITY_DN13856_c0_g1_i1" "HOG:A0213293" 213293 "Mesangiospermae" "TRINITY_DN13856_c0_g1"
"3500" "TRINITY_DN13857_c0_g1_i11" "HOG:A0233747" 233747 "Embryophyta" "TRINITY_DN13857_c0_g1"
"3501" "TRINITY_DN13858_c0_g1_i2" "HOG:A0211679" 211679 "Mesangiospermae" "TRINITY_DN13858_c0_g1"
"3502" "TRINITY_DN13859_c0_g1_i2" "HOG:A0564291" 564291 "Eukaryota" "TRINITY_DN13859_c0_g1"
"3503" "TRINITY_DN1386_c0_g1_i1" "HOG:A0562410" 562410 "Eukaryota" "TRINITY_DN1386_c0_g1"
"3504" "TRINITY_DN13860_c0_g1_i3" "HOG:A0206030" 206030 "Pentapetalae" "TRINITY_DN13860_c0_g1"
"3505" "TRINITY_DN13863_c0_g1_i1" "HOG:A0223392" 223392 "Spermatophyta" "TRINITY_DN13863_c0_g1"
"3506" "TRINITY_DN13866_c0_g1_i1" "HOG:A0236374" 236374 "Embryophyta" "TRINITY_DN13866_c0_g1"
"3507" "TRINITY_DN13868_c0_g1_i1" "HOG:A0787927" 787927 "LUCA" "TRINITY_DN13868_c0_g1"
"3508" "TRINITY_DN13869_c0_g1_i1" "HOG:A0203846" 203846 "Pentapetalae" "TRINITY_DN13869_c0_g1"
"3509" "TRINITY_DN13869_c0_g1_i13" "HOG:A0203846" 203846 "Pentapetalae" "TRINITY_DN13869_c0_g1"
"3510" "TRINITY_DN1387_c0_g1_i1" "HOG:A0168313" 168313 "asterids" "TRINITY_DN1387_c0_g1"
"3511" "TRINITY_DN13870_c0_g1_i1" "HOG:A0203818" 203818 "Pentapetalae" "TRINITY_DN13870_c0_g1"
"3512" "TRINITY_DN13873_c0_g1_i1" "HOG:A0206246" 206246 "Pentapetalae" "TRINITY_DN13873_c0_g1"
"3513" "TRINITY_DN13875_c0_g1_i2" "HOG:A0563847" 563847 "Eukaryota" "TRINITY_DN13875_c0_g1"
"3514" "TRINITY_DN13878_c0_g1_i1" "HOG:A0566727" 566727 "Eukaryota" "TRINITY_DN13878_c0_g1"
"3515" "TRINITY_DN1388_c0_g1_i1" "HOG:A0238957" 238957 "Viridiplantae" "TRINITY_DN1388_c0_g1"
"3516" "TRINITY_DN1388_c0_g2_i1" "HOG:A0238957" 238957 "Viridiplantae" "TRINITY_DN1388_c0_g2"
"3517" "TRINITY_DN13882_c0_g1_i1" "HOG:A0220322" 220322 "Magnoliopsida" "TRINITY_DN13882_c0_g1"
"3518" "TRINITY_DN13882_c0_g2_i1" "HOG:A0207031" 207031 "Pentapetalae" "TRINITY_DN13882_c0_g2"
"3519" "TRINITY_DN13883_c0_g1_i1" "HOG:A0779815" 779815 "LUCA" "TRINITY_DN13883_c0_g1"
"3520" "TRINITY_DN13884_c0_g1_i2" "HOG:A0203325" 203325 "Pentapetalae" "TRINITY_DN13884_c0_g1"
"3521" "TRINITY_DN13886_c0_g1_i2" "HOG:A0562580" 562580 "Eukaryota" "TRINITY_DN13886_c0_g1"
"3522" "TRINITY_DN13888_c0_g1_i1" "HOG:A0237789" 237789 "Streptophyta" "TRINITY_DN13888_c0_g1"
"3523" "TRINITY_DN13892_c0_g1_i1" "HOG:A0234723" 234723 "Embryophyta" "TRINITY_DN13892_c0_g1"
"3524" "TRINITY_DN13892_c0_g1_i3" "HOG:A0234723" 234723 "Embryophyta" "TRINITY_DN13892_c0_g1"
"3525" "TRINITY_DN13894_c0_g1_i4" "HOG:A0583021" 583021 "Eukaryota" "TRINITY_DN13894_c0_g1"
"3526" "TRINITY_DN1390_c0_g2_i1" "HOG:A0562748" 562748 "Eukaryota" "TRINITY_DN1390_c0_g2"
"3527" "TRINITY_DN13900_c0_g1_i1" "HOG:A0780092" 780092 "LUCA" "TRINITY_DN13900_c0_g1"
"3528" "TRINITY_DN13901_c0_g1_i1" "HOG:A0563801" 563801 "Eukaryota" "TRINITY_DN13901_c0_g1"
"3529" "TRINITY_DN13902_c0_g1_i2" "HOG:A0437521" 437521 "Diptera" "TRINITY_DN13902_c0_g1"
"3530" "TRINITY_DN13907_c0_g1_i1" "HOG:A0236821" 236821 "Embryophyta" "TRINITY_DN13907_c0_g1"
"3531" "TRINITY_DN13909_c0_g1_i1" "HOG:A0202464" 202464 "Pentapetalae" "TRINITY_DN13909_c0_g1"
"3532" "TRINITY_DN1391_c0_g1_i1" "HOG:A0168227" 168227 "asterids" "TRINITY_DN1391_c0_g1"
"3533" "TRINITY_DN13910_c0_g1_i1" "HOG:A0570322" 570322 "Eukaryota" "TRINITY_DN13910_c0_g1"
"3534" "TRINITY_DN13910_c0_g1_i2" "HOG:A0212184" 212184 "Mesangiospermae" "TRINITY_DN13910_c0_g1"
"3535" "TRINITY_DN13912_c0_g1_i1" "HOG:A0564675" 564675 "Eukaryota" "TRINITY_DN13912_c0_g1"
"3536" "TRINITY_DN13913_c0_g1_i1" "HOG:A0235479" 235479 "Embryophyta" "TRINITY_DN13913_c0_g1"
"3537" "TRINITY_DN13914_c0_g1_i1" "HOG:A0202529" 202529 "Pentapetalae" "TRINITY_DN13914_c0_g1"
"3538" "TRINITY_DN13915_c0_g1_i1" "HOG:A0562899" 562899 "Eukaryota" "TRINITY_DN13915_c0_g1"
"3539" "TRINITY_DN13917_c0_g1_i1" "HOG:A0161809" 161809 "campanulids" "TRINITY_DN13917_c0_g1"
"3540" "TRINITY_DN13918_c1_g1_i1" "HOG:A0215171" 215171 "Mesangiospermae" "TRINITY_DN13918_c1_g1"
"3541" "TRINITY_DN1392_c0_g1_i1" "HOG:A0202789" 202789 "Pentapetalae" "TRINITY_DN1392_c0_g1"
"3542" "TRINITY_DN13921_c0_g1_i1" "HOG:A0238204" 238204 "Streptophyta" "TRINITY_DN13921_c0_g1"
"3543" "TRINITY_DN13925_c0_g1_i1" "HOG:A0563960" 563960 "Eukaryota" "TRINITY_DN13925_c0_g1"
"3544" "TRINITY_DN13927_c0_g1_i2" "HOG:A0567020" 567020 "Eukaryota" "TRINITY_DN13927_c0_g1"
"3545" "TRINITY_DN1393_c0_g1_i1" "HOG:A0220351" 220351 "Magnoliopsida" "TRINITY_DN1393_c0_g1"
"3546" "TRINITY_DN13930_c0_g1_i1" "HOG:A0780205" 780205 "LUCA" "TRINITY_DN13930_c0_g1"
"3547" "TRINITY_DN13931_c0_g1_i1" "HOG:A0566629" 566629 "Eukaryota" "TRINITY_DN13931_c0_g1"
"3548" "TRINITY_DN13938_c0_g1_i1" "HOG:A0168020" 168020 "asterids" "TRINITY_DN13938_c0_g1"
"3549" "TRINITY_DN1394_c0_g1_i1" "HOG:A0562172" 562172 "Eukaryota" "TRINITY_DN1394_c0_g1"
"3550" "TRINITY_DN13940_c0_g1_i1" "HOG:A0203515" 203515 "Pentapetalae" "TRINITY_DN13940_c0_g1"
"3551" "TRINITY_DN13941_c0_g1_i1" "HOG:A0237378" 237378 "Streptophyta" "TRINITY_DN13941_c0_g1"
"3552" "TRINITY_DN13946_c0_g1_i4" "HOG:A0211702" 211702 "Mesangiospermae" "TRINITY_DN13946_c0_g1"
"3553" "TRINITY_DN13946_c0_g1_i8" "HOG:A0211702" 211702 "Mesangiospermae" "TRINITY_DN13946_c0_g1"
"3554" "TRINITY_DN13947_c0_g1_i10" "HOG:A0237762" 237762 "Streptophyta" "TRINITY_DN13947_c0_g1"
"3555" "TRINITY_DN13948_c1_g1_i1" "HOG:A0780914" 780914 "LUCA" "TRINITY_DN13948_c1_g1"
"3556" "TRINITY_DN13949_c0_g1_i1" "HOG:A0212952" 212952 "Mesangiospermae" "TRINITY_DN13949_c0_g1"
"3557" "TRINITY_DN13949_c1_g1_i1" "HOG:A0212952" 212952 "Mesangiospermae" "TRINITY_DN13949_c1_g1"
"3558" "TRINITY_DN1395_c0_g1_i1" "HOG:A0237132" 237132 "Streptophyta" "TRINITY_DN1395_c0_g1"
"3559" "TRINITY_DN13950_c0_g1_i4" "HOG:A0571874" 571874 "Eukaryota" "TRINITY_DN13950_c0_g1"
"3560" "TRINITY_DN13950_c1_g1_i1" "HOG:A0221601" 221601 "Magnoliopsida" "TRINITY_DN13950_c1_g1"
"3561" "TRINITY_DN13951_c0_g1_i1" "HOG:A0781594" 781594 "LUCA" "TRINITY_DN13951_c0_g1"
"3562" "TRINITY_DN13953_c0_g1_i2" "HOG:A0562215" 562215 "Eukaryota" "TRINITY_DN13953_c0_g1"
"3563" "TRINITY_DN13955_c0_g1_i1" "HOG:A0567484" 567484 "Eukaryota" "TRINITY_DN13955_c0_g1"
"3564" "TRINITY_DN13956_c0_g1_i1" "HOG:A0568461" 568461 "Eukaryota" "TRINITY_DN13956_c0_g1"
"3565" "TRINITY_DN13957_c0_g1_i3" "HOG:A0567100" 567100 "Eukaryota" "TRINITY_DN13957_c0_g1"
"3566" "TRINITY_DN13957_c0_g1_i8" "HOG:A0567100" 567100 "Eukaryota" "TRINITY_DN13957_c0_g1"
"3567" "TRINITY_DN13959_c0_g1_i10" "HOG:A0203396" 203396 "Pentapetalae" "TRINITY_DN13959_c0_g1"
"3568" "TRINITY_DN13959_c0_g1_i6" "HOG:A0203396" 203396 "Pentapetalae" "TRINITY_DN13959_c0_g1"
"3569" "TRINITY_DN1396_c0_g1_i1" "HOG:A0785665" 785665 "LUCA" "TRINITY_DN1396_c0_g1"
"3570" "TRINITY_DN1396_c0_g1_i24" "HOG:A0785665" 785665 "LUCA" "TRINITY_DN1396_c0_g1"
"3571" "TRINITY_DN13960_c0_g1_i18" "HOG:A0571780" 571780 "Eukaryota" "TRINITY_DN13960_c0_g1"
"3572" "TRINITY_DN13964_c0_g1_i1" "HOG:A0223420" 223420 "Spermatophyta" "TRINITY_DN13964_c0_g1"
"3573" "TRINITY_DN13965_c0_g1_i1" "HOG:A0565972" 565972 "Eukaryota" "TRINITY_DN13965_c0_g1"
"3574" "TRINITY_DN13966_c0_g1_i1" "HOG:A0233980" 233980 "Embryophyta" "TRINITY_DN13966_c0_g1"
"3575" "TRINITY_DN13967_c0_g1_i1" "HOG:A0222045" 222045 "Magnoliopsida" "TRINITY_DN13967_c0_g1"
"3576" "TRINITY_DN1397_c0_g1_i3" "HOG:A0207099" 207099 "Pentapetalae" "TRINITY_DN1397_c0_g1"
"3577" "TRINITY_DN1397_c1_g2_i1" "HOG:A0207099" 207099 "Pentapetalae" "TRINITY_DN1397_c1_g2"
"3578" "TRINITY_DN13974_c0_g1_i2" "HOG:A0562731" 562731 "Eukaryota" "TRINITY_DN13974_c0_g1"
"3579" "TRINITY_DN13975_c0_g1_i1" "HOG:A0786446" 786446 "LUCA" "TRINITY_DN13975_c0_g1"
"3580" "TRINITY_DN13976_c0_g1_i5" "HOG:A0207083" 207083 "Pentapetalae" "TRINITY_DN13976_c0_g1"
"3581" "TRINITY_DN13976_c0_g2_i1" "HOG:A0174185" 174185 "fabids" "TRINITY_DN13976_c0_g2"
"3582" "TRINITY_DN13978_c0_g2_i2" "HOG:A0222203" 222203 "Magnoliopsida" "TRINITY_DN13978_c0_g2"
"3583" "TRINITY_DN1398_c0_g1_i2" "HOG:A0786202" 786202 "LUCA" "TRINITY_DN1398_c0_g1"
"3584" "TRINITY_DN1398_c1_g1_i1" "HOG:A0786202" 786202 "LUCA" "TRINITY_DN1398_c1_g1"
"3585" "TRINITY_DN13980_c0_g1_i2" "HOG:A0223457" 223457 "Spermatophyta" "TRINITY_DN13980_c0_g1"
"3586" "TRINITY_DN13984_c0_g3_i1" "HOG:A0563477" 563477 "Eukaryota" "TRINITY_DN13984_c0_g3"
"3587" "TRINITY_DN13990_c0_g1_i1" "HOG:A0562172" 562172 "Eukaryota" "TRINITY_DN13990_c0_g1"
"3588" "TRINITY_DN13995_c0_g1_i10" "HOG:A0563094" 563094 "Eukaryota" "TRINITY_DN13995_c0_g1"
"3589" "TRINITY_DN13996_c0_g1_i1" "HOG:A0213256" 213256 "Mesangiospermae" "TRINITY_DN13996_c0_g1"
"3590" "TRINITY_DN14_c0_g1_i1" "HOG:A0202416" 202416 "Pentapetalae" "TRINITY_DN14_c0_g1"
"3591" "TRINITY_DN140_c0_g1_i2" "HOG:A0576324" 576324 "Eukaryota" "TRINITY_DN140_c0_g1"
"3592" "TRINITY_DN1400_c0_g1_i2" "HOG:A0562267" 562267 "Eukaryota" "TRINITY_DN1400_c0_g1"
"3593" "TRINITY_DN14001_c0_g2_i10" "HOG:A0220820" 220820 "Magnoliopsida" "TRINITY_DN14001_c0_g2"
"3594" "TRINITY_DN14003_c0_g1_i2" "HOG:A0235144" 235144 "Embryophyta" "TRINITY_DN14003_c0_g1"
"3595" "TRINITY_DN14007_c0_g1_i1" "HOG:A0570535" 570535 "Eukaryota" "TRINITY_DN14007_c0_g1"
"3596" "TRINITY_DN14009_c0_g1_i1" "HOG:A0237251" 237251 "Streptophyta" "TRINITY_DN14009_c0_g1"
"3597" "TRINITY_DN1401_c0_g1_i1" "HOG:A0563528" 563528 "Eukaryota" "TRINITY_DN1401_c0_g1"
"3598" "TRINITY_DN14010_c0_g1_i1" "HOG:A0167741" 167741 "asterids" "TRINITY_DN14010_c0_g1"
"3599" "TRINITY_DN14011_c0_g1_i1" "HOG:A0237558" 237558 "Streptophyta" "TRINITY_DN14011_c0_g1"
"3600" "TRINITY_DN14013_c0_g1_i1" "HOG:A0219967" 219967 "Magnoliopsida" "TRINITY_DN14013_c0_g1"
"3601" "TRINITY_DN14014_c0_g1_i1" "HOG:A0237364" 237364 "Streptophyta" "TRINITY_DN14014_c0_g1"
"3602" "TRINITY_DN14017_c0_g1_i2" "HOG:A0232966" 232966 "Tracheophyta" "TRINITY_DN14017_c0_g1"
"3603" "TRINITY_DN1402_c0_g1_i1" "HOG:A0562279" 562279 "Eukaryota" "TRINITY_DN1402_c0_g1"
"3604" "TRINITY_DN14020_c0_g1_i1" "HOG:A0223613" 223613 "Spermatophyta" "TRINITY_DN14020_c0_g1"
"3605" "TRINITY_DN14022_c0_g1_i1" "HOG:A0562166" 562166 "Eukaryota" "TRINITY_DN14022_c0_g1"
"3606" "TRINITY_DN14024_c0_g1_i1" "HOG:A0237495" 237495 "Streptophyta" "TRINITY_DN14024_c0_g1"
"3607" "TRINITY_DN14025_c0_g1_i1" "HOG:A0237749" 237749 "Streptophyta" "TRINITY_DN14025_c0_g1"
"3608" "TRINITY_DN14026_c0_g1_i1" "HOG:A0562422" 562422 "Eukaryota" "TRINITY_DN14026_c0_g1"
"3609" "TRINITY_DN14027_c0_g1_i1" "HOG:A0562378" 562378 "Eukaryota" "TRINITY_DN14027_c0_g1"
"3610" "TRINITY_DN14028_c0_g1_i1" "HOG:A0563266" 563266 "Eukaryota" "TRINITY_DN14028_c0_g1"
"3611" "TRINITY_DN14029_c0_g1_i2" "HOG:A0211778" 211778 "Mesangiospermae" "TRINITY_DN14029_c0_g1"
"3612" "TRINITY_DN14031_c0_g1_i1" "HOG:A0234995" 234995 "Embryophyta" "TRINITY_DN14031_c0_g1"
"3613" "TRINITY_DN14032_c0_g1_i1" "HOG:A0220435" 220435 "Magnoliopsida" "TRINITY_DN14032_c0_g1"
"3614" "TRINITY_DN1404_c0_g1_i1" "HOG:A0571846" 571846 "Eukaryota" "TRINITY_DN1404_c0_g1"
"3615" "TRINITY_DN14045_c0_g1_i1" "HOG:A0567645" 567645 "Eukaryota" "TRINITY_DN14045_c0_g1"
"3616" "TRINITY_DN14047_c0_g1_i1" "HOG:A0233766" 233766 "Embryophyta" "TRINITY_DN14047_c0_g1"
"3617" "TRINITY_DN1405_c0_g1_i2" "HOG:A0779742" 779742 "LUCA" "TRINITY_DN1405_c0_g1"
"3618" "TRINITY_DN14050_c0_g1_i1" "HOG:A0212048" 212048 "Mesangiospermae" "TRINITY_DN14050_c0_g1"
"3619" "TRINITY_DN14051_c0_g1_i7" "HOG:A0209342" 209342 "Pentapetalae" "TRINITY_DN14051_c0_g1"
"3620" "TRINITY_DN14052_c0_g1_i1" "HOG:A0237833" 237833 "Streptophyta" "TRINITY_DN14052_c0_g1"
"3621" "TRINITY_DN14053_c0_g1_i2" "HOG:A0570457" 570457 "Eukaryota" "TRINITY_DN14053_c0_g1"
"3622" "TRINITY_DN14056_c0_g2_i1" "HOG:A0562172" 562172 "Eukaryota" "TRINITY_DN14056_c0_g2"
"3623" "TRINITY_DN14058_c0_g1_i7" "HOG:A0233780" 233780 "Embryophyta" "TRINITY_DN14058_c0_g1"
"3624" "TRINITY_DN1406_c0_g1_i3" "HOG:A0237433" 237433 "Streptophyta" "TRINITY_DN1406_c0_g1"
"3625" "TRINITY_DN14061_c0_g1_i3" "HOG:A0564747" 564747 "Eukaryota" "TRINITY_DN14061_c0_g1"
"3626" "TRINITY_DN14062_c0_g1_i4" "HOG:A0207945" 207945 "Pentapetalae" "TRINITY_DN14062_c0_g1"
"3627" "TRINITY_DN14064_c0_g1_i1" "HOG:A0202930" 202930 "Pentapetalae" "TRINITY_DN14064_c0_g1"
"3628" "TRINITY_DN14065_c0_g1_i1" "HOG:A0219620" 219620 "Magnoliopsida" "TRINITY_DN14065_c0_g1"
"3629" "TRINITY_DN14065_c0_g3_i1" "HOG:A0237359" 237359 "Streptophyta" "TRINITY_DN14065_c0_g3"
"3630" "TRINITY_DN14066_c0_g1_i1" "HOG:A0168214" 168214 "asterids" "TRINITY_DN14066_c0_g1"
"3631" "TRINITY_DN14067_c0_g1_i1" "HOG:A0206278" 206278 "Pentapetalae" "TRINITY_DN14067_c0_g1"
