"transcript" "hog" "id" "phylostrata" "gene"
"4002" "TRINITY_DN18780_c0_g1_i1" "HOG:A0236629" 236629 "Embryophyta" "TRINITY_DN18780_c0_g1"
"4003" "TRINITY_DN18781_c0_g1_i1" "HOG:A0235307" 235307 "Embryophyta" "TRINITY_DN18781_c0_g1"
"4004" "TRINITY_DN18784_c0_g1_i1" "HOG:A0563556" 563556 "Eukaryota" "TRINITY_DN18784_c0_g1"
"4005" "TRINITY_DN18785_c0_g1_i1" "HOG:A0567037" 567037 "Eukaryota" "TRINITY_DN18785_c0_g1"
"4006" "TRINITY_DN18789_c0_g1_i1" "HOG:A0167565" 167565 "asterids" "TRINITY_DN18789_c0_g1"
"4007" "TRINITY_DN18790_c0_g1_i1" "HOG:A0236662" 236662 "Embryophyta" "TRINITY_DN18790_c0_g1"
"4008" "TRINITY_DN18794_c0_g1_i1" "HOG:A0785774" 785774 "LUCA" "TRINITY_DN18794_c0_g1"
"4009" "TRINITY_DN18797_c0_g1_i1" "HOG:A0238563" 238563 "Viridiplantae" "TRINITY_DN18797_c0_g1"
"4010" "TRINITY_DN1880_c0_g1_i1" "HOG:A0225683" 225683 "Spermatophyta" "TRINITY_DN1880_c0_g1"
"4011" "TRINITY_DN18807_c0_g1_i1" "HOG:A0202642" 202642 "Pentapetalae" "TRINITY_DN18807_c0_g1"
"4012" "TRINITY_DN1881_c0_g1_i1" "HOG:A0785668" 785668 "LUCA" "TRINITY_DN1881_c0_g1"
"4013" "TRINITY_DN1881_c0_g1_i1" "HOG:A0785668" 785668 "LUCA" "TRINITY_DN1881_c0_g1"
"4014" "TRINITY_DN18813_c0_g1_i1" "HOG:A0237549" 237549 "Streptophyta" "TRINITY_DN18813_c0_g1"
"4015" "TRINITY_DN18817_c0_g1_i1" "HOG:A0233725" 233725 "Embryophyta" "TRINITY_DN18817_c0_g1"
"4016" "TRINITY_DN1882_c0_g1_i1" "HOG:A0562979" 562979 "Eukaryota" "TRINITY_DN1882_c0_g1"
"4017" "TRINITY_DN1882_c0_g1_i2" "HOG:A0562979" 562979 "Eukaryota" "TRINITY_DN1882_c0_g1"
"4018" "TRINITY_DN18822_c0_g1_i1" "HOG:A0236420" 236420 "Embryophyta" "TRINITY_DN18822_c0_g1"
"4019" "TRINITY_DN18824_c0_g1_i1" "HOG:A0563040" 563040 "Eukaryota" "TRINITY_DN18824_c0_g1"
"4020" "TRINITY_DN1883_c0_g1_i1" "HOG:A0570924" 570924 "Eukaryota" "TRINITY_DN1883_c0_g1"
"4021" "TRINITY_DN18834_c0_g1_i2" "HOG:A0206403" 206403 "Pentapetalae" "TRINITY_DN18834_c0_g1"
"4022" "TRINITY_DN1884_c0_g1_i1" "HOG:A0566790" 566790 "Eukaryota" "TRINITY_DN1884_c0_g1"
"4023" "TRINITY_DN18840_c0_g1_i1" "HOG:A0562362" 562362 "Eukaryota" "TRINITY_DN18840_c0_g1"
"4024" "TRINITY_DN1885_c0_g1_i1" "HOG:A0562279" 562279 "Eukaryota" "TRINITY_DN1885_c0_g1"
"4025" "TRINITY_DN1885_c0_g1_i4" "HOG:A0562279" 562279 "Eukaryota" "TRINITY_DN1885_c0_g1"
"4026" "TRINITY_DN18850_c0_g1_i1" "HOG:A0234700" 234700 "Embryophyta" "TRINITY_DN18850_c0_g1"
"4027" "TRINITY_DN18853_c0_g1_i1" "HOG:A0567177" 567177 "Eukaryota" "TRINITY_DN18853_c0_g1"
"4028" "TRINITY_DN18854_c0_g1_i1" "HOG:A0202588" 202588 "Pentapetalae" "TRINITY_DN18854_c0_g1"
"4029" "TRINITY_DN18856_c0_g1_i1" "HOG:A0780098" 780098 "LUCA" "TRINITY_DN18856_c0_g1"
"4030" "TRINITY_DN1886_c0_g1_i2" "HOG:A0237255" 237255 "Streptophyta" "TRINITY_DN1886_c0_g1"
"4031" "TRINITY_DN18860_c0_g1_i1" "HOG:A0226617" 226617 "Spermatophyta" "TRINITY_DN18860_c0_g1"
"4032" "TRINITY_DN18861_c0_g1_i1" "HOG:A0232464" 232464 "Tracheophyta" "TRINITY_DN18861_c0_g1"
"4033" "TRINITY_DN18862_c0_g1_i2" "HOG:A0567445" 567445 "Eukaryota" "TRINITY_DN18862_c0_g1"
"4034" "TRINITY_DN18864_c0_g1_i1" "HOG:A0237207" 237207 "Streptophyta" "TRINITY_DN18864_c0_g1"
"4035" "TRINITY_DN18869_c0_g1_i1" "HOG:A0562239" 562239 "Eukaryota" "TRINITY_DN18869_c0_g1"
"4036" "TRINITY_DN18869_c0_g1_i2" "HOG:A0562239" 562239 "Eukaryota" "TRINITY_DN18869_c0_g1"
"4037" "TRINITY_DN18873_c0_g1_i1" "HOG:A0239544" 239544 "Viridiplantae" "TRINITY_DN18873_c0_g1"
"4038" "TRINITY_DN18877_c0_g1_i1" "HOG:A0167987" 167987 "asterids" "TRINITY_DN18877_c0_g1"
"4039" "TRINITY_DN18878_c0_g1_i1" "HOG:A0562259" 562259 "Eukaryota" "TRINITY_DN18878_c0_g1"
"4040" "TRINITY_DN1888_c0_g1_i1" "HOG:A0238951" 238951 "Viridiplantae" "TRINITY_DN1888_c0_g1"
"4041" "TRINITY_DN18882_c0_g1_i1" "HOG:A0213470" 213470 "Mesangiospermae" "TRINITY_DN18882_c0_g1"
"4042" "TRINITY_DN18883_c0_g1_i1" "HOG:A0220418" 220418 "Magnoliopsida" "TRINITY_DN18883_c0_g1"
"4043" "TRINITY_DN18884_c0_g1_i1" "HOG:A0233232" 233232 "Tracheophyta" "TRINITY_DN18884_c0_g1"
"4044" "TRINITY_DN1889_c0_g1_i1" "HOG:A0563540" 563540 "Eukaryota" "TRINITY_DN1889_c0_g1"
"4045" "TRINITY_DN1890_c0_g1_i2" "HOG:A0781948" 781948 "LUCA" "TRINITY_DN1890_c0_g1"
"4046" "TRINITY_DN1890_c0_g1_i3" "HOG:A0781948" 781948 "LUCA" "TRINITY_DN1890_c0_g1"
"4047" "TRINITY_DN18902_c0_g1_i1" "HOG:A0202849" 202849 "Pentapetalae" "TRINITY_DN18902_c0_g1"
"4048" "TRINITY_DN18903_c0_g1_i1" "HOG:A0221221" 221221 "Magnoliopsida" "TRINITY_DN18903_c0_g1"
"4049" "TRINITY_DN18904_c0_g1_i1" "HOG:A0235013" 235013 "Embryophyta" "TRINITY_DN18904_c0_g1"
"4050" "TRINITY_DN1891_c0_g1_i1" "HOG:A0563556" 563556 "Eukaryota" "TRINITY_DN1891_c0_g1"
"4051" "TRINITY_DN1891_c0_g1_i3" "HOG:A0563556" 563556 "Eukaryota" "TRINITY_DN1891_c0_g1"
"4052" "TRINITY_DN18911_c0_g1_i1" "HOG:A0168297" 168297 "asterids" "TRINITY_DN18911_c0_g1"
"4053" "TRINITY_DN18914_c0_g1_i1" "HOG:A0562451" 562451 "Eukaryota" "TRINITY_DN18914_c0_g1"
"4054" "TRINITY_DN18914_c0_g1_i2" "HOG:A0562451" 562451 "Eukaryota" "TRINITY_DN18914_c0_g1"
"4055" "TRINITY_DN18917_c0_g1_i1" "HOG:A0788146" 788146 "LUCA" "TRINITY_DN18917_c0_g1"
"4056" "TRINITY_DN18919_c0_g1_i1" "HOG:A0239510" 239510 "Viridiplantae" "TRINITY_DN18919_c0_g1"
"4057" "TRINITY_DN18925_c0_g1_i1" "HOG:A0233929" 233929 "Embryophyta" "TRINITY_DN18925_c0_g1"
"4058" "TRINITY_DN1894_c0_g1_i1" "HOG:A0562359" 562359 "Eukaryota" "TRINITY_DN1894_c0_g1"
"4059" "TRINITY_DN18942_c0_g1_i1" "HOG:A0562759" 562759 "Eukaryota" "TRINITY_DN18942_c0_g1"
"4060" "TRINITY_DN1895_c0_g1_i4" "HOG:A0237568" 237568 "Streptophyta" "TRINITY_DN1895_c0_g1"
"4061" "TRINITY_DN18951_c0_g1_i1" "HOG:A0215478" 215478 "Mesangiospermae" "TRINITY_DN18951_c0_g1"
"4062" "TRINITY_DN18956_c0_g1_i2" "HOG:A0234717" 234717 "Embryophyta" "TRINITY_DN18956_c0_g1"
"4063" "TRINITY_DN18958_c0_g1_i1" "HOG:A0570444" 570444 "Eukaryota" "TRINITY_DN18958_c0_g1"
"4064" "TRINITY_DN18959_c0_g1_i2" "HOG:A0563041" 563041 "Eukaryota" "TRINITY_DN18959_c0_g1"
"4065" "TRINITY_DN18960_c0_g1_i1" "HOG:A0234780" 234780 "Embryophyta" "TRINITY_DN18960_c0_g1"
"4066" "TRINITY_DN18962_c0_g1_i1" "HOG:A0198053" 198053 "rosids" "TRINITY_DN18962_c0_g1"
"4067" "TRINITY_DN18963_c0_g1_i2" "HOG:A0570450" 570450 "Eukaryota" "TRINITY_DN18963_c0_g1"
"4068" "TRINITY_DN18964_c0_g1_i1" "HOG:A0206075" 206075 "Pentapetalae" "TRINITY_DN18964_c0_g1"
"4069" "TRINITY_DN18965_c0_g1_i1" "HOG:A0234374" 234374 "Embryophyta" "TRINITY_DN18965_c0_g1"
"4070" "TRINITY_DN18967_c0_g1_i1" "HOG:A0180510" 180510 "Malvaceae" "TRINITY_DN18967_c0_g1"
"4071" "TRINITY_DN18968_c0_g1_i1" "HOG:A0562626" 562626 "Eukaryota" "TRINITY_DN18968_c0_g1"
"4072" "TRINITY_DN1897_c0_g1_i1" "HOG:A0167949" 167949 "asterids" "TRINITY_DN1897_c0_g1"
"4073" "TRINITY_DN18971_c0_g1_i2" "HOG:A0224370" 224370 "Spermatophyta" "TRINITY_DN18971_c0_g1"
"4074" "TRINITY_DN18974_c0_g1_i1" "HOG:A0207078" 207078 "Pentapetalae" "TRINITY_DN18974_c0_g1"
"4075" "TRINITY_DN18999_c0_g1_i1" "HOG:A0233860" 233860 "Embryophyta" "TRINITY_DN18999_c0_g1"
"4076" "TRINITY_DN190_c0_g1_i1" "HOG:A0568036" 568036 "Eukaryota" "TRINITY_DN190_c0_g1"
"4077" "TRINITY_DN1900_c0_g1_i1" "HOG:A0562546" 562546 "Eukaryota" "TRINITY_DN1900_c0_g1"
"4078" "TRINITY_DN19001_c0_g2_i1" "HOG:A0220330" 220330 "Magnoliopsida" "TRINITY_DN19001_c0_g2"
"4079" "TRINITY_DN19007_c0_g1_i1" "HOG:A0233587" 233587 "Embryophyta" "TRINITY_DN19007_c0_g1"
"4080" "TRINITY_DN19009_c0_g1_i1" "HOG:A0234841" 234841 "Embryophyta" "TRINITY_DN19009_c0_g1"
"4081" "TRINITY_DN19009_c0_g1_i2" "HOG:A0234841" 234841 "Embryophyta" "TRINITY_DN19009_c0_g1"
"4082" "TRINITY_DN1901_c0_g1_i1" "HOG:A0231836" 231836 "Tracheophyta" "TRINITY_DN1901_c0_g1"
"4083" "TRINITY_DN19013_c0_g1_i1" "HOG:A0757329" 757329 "Bacteria" "TRINITY_DN19013_c0_g1"
"4084" "TRINITY_DN19013_c0_g1_i1" "HOG:A0223727" 223727 "Spermatophyta" "TRINITY_DN19013_c0_g1"
"4085" "TRINITY_DN19016_c0_g1_i2" "HOG:A0219609" 219609 "Magnoliopsida" "TRINITY_DN19016_c0_g1"
"4086" "TRINITY_DN19017_c0_g1_i1" "HOG:A0202839" 202839 "Pentapetalae" "TRINITY_DN19017_c0_g1"
"4087" "TRINITY_DN19019_c0_g1_i1" "HOG:A0781495" 781495 "LUCA" "TRINITY_DN19019_c0_g1"
"4088" "TRINITY_DN1902_c0_g1_i1" "HOG:A0781775" 781775 "LUCA" "TRINITY_DN1902_c0_g1"
"4089" "TRINITY_DN19022_c0_g1_i1" "HOG:A0563266" 563266 "Eukaryota" "TRINITY_DN19022_c0_g1"
"4090" "TRINITY_DN19023_c0_g1_i2" "HOG:A0223562" 223562 "Spermatophyta" "TRINITY_DN19023_c0_g1"
"4091" "TRINITY_DN19024_c0_g1_i1" "HOG:A0233578" 233578 "Embryophyta" "TRINITY_DN19024_c0_g1"
"4092" "TRINITY_DN19026_c0_g1_i1" "HOG:A0564015" 564015 "Eukaryota" "TRINITY_DN19026_c0_g1"
"4093" "TRINITY_DN19027_c0_g1_i1" "HOG:A0202640" 202640 "Pentapetalae" "TRINITY_DN19027_c0_g1"
"4094" "TRINITY_DN19028_c0_g1_i1" "HOG:A0203048" 203048 "Pentapetalae" "TRINITY_DN19028_c0_g1"
"4095" "TRINITY_DN1903_c0_g1_i2" "HOG:A0219860" 219860 "Magnoliopsida" "TRINITY_DN1903_c0_g1"
"4096" "TRINITY_DN19034_c0_g1_i1" "HOG:A0202670" 202670 "Pentapetalae" "TRINITY_DN19034_c0_g1"
"4097" "TRINITY_DN19035_c0_g1_i1" "HOG:A0562172" 562172 "Eukaryota" "TRINITY_DN19035_c0_g1"
"4098" "TRINITY_DN19041_c0_g1_i1" "HOG:A0235111" 235111 "Embryophyta" "TRINITY_DN19041_c0_g1"
"4099" "TRINITY_DN19042_c0_g1_i1" "HOG:A0542872" 542872 "Eumetazoa" "TRINITY_DN19042_c0_g1"
"4100" "TRINITY_DN19050_c0_g1_i1" "HOG:A0234522" 234522 "Embryophyta" "TRINITY_DN19050_c0_g1"
"4101" "TRINITY_DN19051_c0_g1_i1" "HOG:A0219966" 219966 "Magnoliopsida" "TRINITY_DN19051_c0_g1"
"4102" "TRINITY_DN19052_c0_g1_i1" "HOG:A0206835" 206835 "Pentapetalae" "TRINITY_DN19052_c0_g1"
"4103" "TRINITY_DN19054_c0_g1_i1" "HOG:A0781163" 781163 "LUCA" "TRINITY_DN19054_c0_g1"
"4104" "TRINITY_DN19056_c0_g1_i1" "HOG:A0570338" 570338 "Eukaryota" "TRINITY_DN19056_c0_g1"
"4105" "TRINITY_DN1906_c0_g1_i1" "HOG:A0562522" 562522 "Eukaryota" "TRINITY_DN1906_c0_g1"
"4106" "TRINITY_DN19061_c0_g1_i1" "HOG:A0205325" 205325 "Pentapetalae" "TRINITY_DN19061_c0_g1"
"4107" "TRINITY_DN19062_c0_g1_i1" "HOG:A0576987" 576987 "Eukaryota" "TRINITY_DN19062_c0_g1"
"4108" "TRINITY_DN19063_c0_g1_i1" "HOG:A0235120" 235120 "Embryophyta" "TRINITY_DN19063_c0_g1"
"4109" "TRINITY_DN19065_c0_g1_i1" "HOG:A0562187" 562187 "Eukaryota" "TRINITY_DN19065_c0_g1"
"4110" "TRINITY_DN1907_c0_g1_i1" "HOG:A0562172" 562172 "Eukaryota" "TRINITY_DN1907_c0_g1"
"4111" "TRINITY_DN19072_c0_g1_i1" "HOG:A0564068" 564068 "Eukaryota" "TRINITY_DN19072_c0_g1"
"4112" "TRINITY_DN19072_c0_g1_i2" "HOG:A0564068" 564068 "Eukaryota" "TRINITY_DN19072_c0_g1"
"4113" "TRINITY_DN19075_c0_g1_i1" "HOG:A0168293" 168293 "asterids" "TRINITY_DN19075_c0_g1"
"4114" "TRINITY_DN19086_c0_g1_i3" "HOG:A0204973" 204973 "Pentapetalae" "TRINITY_DN19086_c0_g1"
"4115" "TRINITY_DN19088_c0_g1_i1" "HOG:A0569290" 569290 "Eukaryota" "TRINITY_DN19088_c0_g1"
"4116" "TRINITY_DN19089_c0_g1_i1" "HOG:A0220119" 220119 "Magnoliopsida" "TRINITY_DN19089_c0_g1"
"4117" "TRINITY_DN19097_c0_g1_i1" "HOG:A0206636" 206636 "Pentapetalae" "TRINITY_DN19097_c0_g1"
"4118" "TRINITY_DN19097_c0_g1_i1" "HOG:A0220779" 220779 "Magnoliopsida" "TRINITY_DN19097_c0_g1"
"4119" "TRINITY_DN19097_c0_g1_i3" "HOG:A0220779" 220779 "Magnoliopsida" "TRINITY_DN19097_c0_g1"
"4120" "TRINITY_DN19099_c0_g1_i1" "HOG:A0174065" 174065 "fabids" "TRINITY_DN19099_c0_g1"
"4121" "TRINITY_DN191_c0_g1_i1" "HOG:A0234491" 234491 "Embryophyta" "TRINITY_DN191_c0_g1"
"4122" "TRINITY_DN1910_c0_g1_i3" "HOG:A0233910" 233910 "Embryophyta" "TRINITY_DN1910_c0_g1"
"4123" "TRINITY_DN1910_c0_g1_i5" "HOG:A0233910" 233910 "Embryophyta" "TRINITY_DN1910_c0_g1"
"4124" "TRINITY_DN19102_c0_g1_i2" "HOG:A0235134" 235134 "Embryophyta" "TRINITY_DN19102_c0_g1"
"4125" "TRINITY_DN19108_c0_g1_i1" "HOG:A0203252" 203252 "Pentapetalae" "TRINITY_DN19108_c0_g1"
"4126" "TRINITY_DN19109_c0_g1_i1" "HOG:A0198076" 198076 "rosids" "TRINITY_DN19109_c0_g1"
"4127" "TRINITY_DN19111_c0_g1_i1" "HOG:A0565623" 565623 "Eukaryota" "TRINITY_DN19111_c0_g1"
"4128" "TRINITY_DN19113_c0_g1_i1" "HOG:A0222143" 222143 "Magnoliopsida" "TRINITY_DN19113_c0_g1"
"4129" "TRINITY_DN19115_c0_g1_i1" "HOG:A0234770" 234770 "Embryophyta" "TRINITY_DN19115_c0_g1"
"4130" "TRINITY_DN19117_c0_g1_i1" "HOG:A0562902" 562902 "Eukaryota" "TRINITY_DN19117_c0_g1"
"4131" "TRINITY_DN19118_c0_g1_i1" "HOG:A0566966" 566966 "Eukaryota" "TRINITY_DN19118_c0_g1"
"4132" "TRINITY_DN19122_c0_g1_i1" "HOG:A0233942" 233942 "Embryophyta" "TRINITY_DN19122_c0_g1"
"4133" "TRINITY_DN19123_c0_g1_i1" "HOG:A0168769" 168769 "asterids" "TRINITY_DN19123_c0_g1"
"4134" "TRINITY_DN19124_c0_g1_i3" "HOG:A0563677" 563677 "Eukaryota" "TRINITY_DN19124_c0_g1"
"4135" "TRINITY_DN19125_c0_g1_i1" "HOG:A0222362" 222362 "Magnoliopsida" "TRINITY_DN19125_c0_g1"
"4136" "TRINITY_DN19127_c0_g1_i1" "HOG:A0572163" 572163 "Eukaryota" "TRINITY_DN19127_c0_g1"
"4137" "TRINITY_DN19130_c0_g1_i1" "HOG:A0224611" 224611 "Spermatophyta" "TRINITY_DN19130_c0_g1"
"4138" "TRINITY_DN19132_c0_g1_i1" "HOG:A0240057" 240057 "Viridiplantae" "TRINITY_DN19132_c0_g1"
"4139" "TRINITY_DN19137_c0_g1_i1" "HOG:A0566686" 566686 "Eukaryota" "TRINITY_DN19137_c0_g1"
"4140" "TRINITY_DN19141_c0_g1_i1" "HOG:A0577417" 577417 "Eukaryota" "TRINITY_DN19141_c0_g1"
"4141" "TRINITY_DN1915_c0_g1_i4" "HOG:A0562217" 562217 "Eukaryota" "TRINITY_DN1915_c0_g1"
"4142" "TRINITY_DN19151_c0_g1_i1" "HOG:A0567186" 567186 "Eukaryota" "TRINITY_DN19151_c0_g1"
"4143" "TRINITY_DN19153_c0_g1_i2" "HOG:A0212158" 212158 "Mesangiospermae" "TRINITY_DN19153_c0_g1"
"4144" "TRINITY_DN19159_c0_g1_i2" "HOG:A0779869" 779869 "LUCA" "TRINITY_DN19159_c0_g1"
"4145" "TRINITY_DN19160_c0_g1_i1" "HOG:A0574059" 574059 "Eukaryota" "TRINITY_DN19160_c0_g1"
"4146" "TRINITY_DN19161_c0_g1_i5" "HOG:A0206352" 206352 "Pentapetalae" "TRINITY_DN19161_c0_g1"
"4147" "TRINITY_DN19162_c0_g1_i1" "HOG:A0220645" 220645 "Magnoliopsida" "TRINITY_DN19162_c0_g1"
"4148" "TRINITY_DN19167_c0_g1_i1" "HOG:A0236393" 236393 "Embryophyta" "TRINITY_DN19167_c0_g1"
"4149" "TRINITY_DN19167_c0_g1_i3" "HOG:A0236393" 236393 "Embryophyta" "TRINITY_DN19167_c0_g1"
"4150" "TRINITY_DN19168_c0_g1_i2" "HOG:A0570542" 570542 "Eukaryota" "TRINITY_DN19168_c0_g1"
"4151" "TRINITY_DN1917_c0_g1_i1" "HOG:A0236416" 236416 "Embryophyta" "TRINITY_DN1917_c0_g1"
"4152" "TRINITY_DN19170_c0_g1_i1" "HOG:A0236630" 236630 "Embryophyta" "TRINITY_DN19170_c0_g1"
"4153" "TRINITY_DN1918_c0_g1_i1" "HOG:A0757278" 757278 "Bacteria" "TRINITY_DN1918_c0_g1"
"4154" "TRINITY_DN19180_c0_g1_i1" "HOG:A0234167" 234167 "Embryophyta" "TRINITY_DN19180_c0_g1"
"4155" "TRINITY_DN19195_c0_g1_i1" "HOG:A0236410" 236410 "Embryophyta" "TRINITY_DN19195_c0_g1"
"4156" "TRINITY_DN19198_c0_g1_i1" "HOG:A0238319" 238319 "Streptophyta" "TRINITY_DN19198_c0_g1"
"4157" "TRINITY_DN19199_c0_g1_i1" "HOG:A0202533" 202533 "Pentapetalae" "TRINITY_DN19199_c0_g1"
"4158" "TRINITY_DN1920_c0_g1_i1" "HOG:A0779738" 779738 "LUCA" "TRINITY_DN1920_c0_g1"
"4159" "TRINITY_DN19203_c0_g1_i1" "HOG:A0236809" 236809 "Embryophyta" "TRINITY_DN19203_c0_g1"
"4160" "TRINITY_DN19207_c0_g1_i1" "HOG:A0167758" 167758 "asterids" "TRINITY_DN19207_c0_g1"
"4161" "TRINITY_DN19208_c0_g1_i1" "HOG:A0563702" 563702 "Eukaryota" "TRINITY_DN19208_c0_g1"
"4162" "TRINITY_DN1921_c0_g1_i1" "HOG:A0219894" 219894 "Magnoliopsida" "TRINITY_DN1921_c0_g1"
"4163" "TRINITY_DN19211_c0_g1_i1" "HOG:A0234020" 234020 "Embryophyta" "TRINITY_DN19211_c0_g1"
"4164" "TRINITY_DN19212_c0_g1_i1" "HOG:A0224211" 224211 "Spermatophyta" "TRINITY_DN19212_c0_g1"
"4165" "TRINITY_DN19217_c0_g1_i1" "HOG:A0562259" 562259 "Eukaryota" "TRINITY_DN19217_c0_g1"
"4166" "TRINITY_DN19218_c0_g1_i1" "HOG:A0567086" 567086 "Eukaryota" "TRINITY_DN19218_c0_g1"
"4167" "TRINITY_DN1922_c0_g1_i1" "HOG:A0237159" 237159 "Streptophyta" "TRINITY_DN1922_c0_g1"
"4168" "TRINITY_DN19220_c0_g1_i1" "HOG:A0231069" 231069 "Spermatophyta" "TRINITY_DN19220_c0_g1"
"4169" "TRINITY_DN19228_c0_g1_i1" "HOG:A0200530" 200530 "rosids" "TRINITY_DN19228_c0_g1"
"4170" "TRINITY_DN19230_c0_g1_i1" "HOG:A0238061" 238061 "Streptophyta" "TRINITY_DN19230_c0_g1"
"4171" "TRINITY_DN1924_c0_g1_i1" "HOG:A0781218" 781218 "LUCA" "TRINITY_DN1924_c0_g1"
"4172" "TRINITY_DN1924_c0_g1_i1" "HOG:A0781218" 781218 "LUCA" "TRINITY_DN1924_c0_g1"
"4173" "TRINITY_DN19241_c0_g1_i1" "HOG:A0207242" 207242 "Pentapetalae" "TRINITY_DN19241_c0_g1"
"4174" "TRINITY_DN19244_c0_g1_i1" "HOG:A0562394" 562394 "Eukaryota" "TRINITY_DN19244_c0_g1"
"4175" "TRINITY_DN19247_c0_g1_i1" "HOG:A0228984" 228984 "Spermatophyta" "TRINITY_DN19247_c0_g1"
"4176" "TRINITY_DN1925_c0_g1_i2" "HOG:A0562498" 562498 "Eukaryota" "TRINITY_DN1925_c0_g1"
"4177" "TRINITY_DN19253_c0_g1_i2" "HOG:A0198572" 198572 "rosids" "TRINITY_DN19253_c0_g1"
"4178" "TRINITY_DN19255_c0_g1_i1" "HOG:A0780350" 780350 "LUCA" "TRINITY_DN19255_c0_g1"
"4179" "TRINITY_DN19256_c0_g1_i1" "HOG:A0779791" 779791 "LUCA" "TRINITY_DN19256_c0_g1"
"4180" "TRINITY_DN19258_c0_g1_i1" "HOG:A0233846" 233846 "Embryophyta" "TRINITY_DN19258_c0_g1"
"4181" "TRINITY_DN19260_c0_g1_i2" "HOG:A0206448" 206448 "Pentapetalae" "TRINITY_DN19260_c0_g1"
"4182" "TRINITY_DN19264_c0_g1_i1" "HOG:A0207322" 207322 "Pentapetalae" "TRINITY_DN19264_c0_g1"
"4183" "TRINITY_DN1927_c0_g1_i1" "HOG:A0780914" 780914 "LUCA" "TRINITY_DN1927_c0_g1"
"4184" "TRINITY_DN19272_c0_g1_i1" "HOG:A0570708" 570708 "Eukaryota" "TRINITY_DN19272_c0_g1"
"4185" "TRINITY_DN19281_c0_g1_i1" "HOG:A0220824" 220824 "Magnoliopsida" "TRINITY_DN19281_c0_g1"
"4186" "TRINITY_DN19282_c0_g1_i1" "HOG:A0221236" 221236 "Magnoliopsida" "TRINITY_DN19282_c0_g1"
"4187" "TRINITY_DN19284_c0_g1_i2" "HOG:A0221262" 221262 "Magnoliopsida" "TRINITY_DN19284_c0_g1"
"4188" "TRINITY_DN19286_c0_g1_i1" "HOG:A0233655" 233655 "Embryophyta" "TRINITY_DN19286_c0_g1"
"4189" "TRINITY_DN19288_c0_g1_i2" "HOG:A0567408" 567408 "Eukaryota" "TRINITY_DN19288_c0_g1"
"4190" "TRINITY_DN19288_c0_g1_i4" "HOG:A0567408" 567408 "Eukaryota" "TRINITY_DN19288_c0_g1"
"4191" "TRINITY_DN19289_c0_g1_i1" "HOG:A0237841" 237841 "Streptophyta" "TRINITY_DN19289_c0_g1"
"4192" "TRINITY_DN1929_c0_g1_i3" "HOG:A0220657" 220657 "Magnoliopsida" "TRINITY_DN1929_c0_g1"
"4193" "TRINITY_DN19290_c0_g1_i1" "HOG:A0168729" 168729 "asterids" "TRINITY_DN19290_c0_g1"
"4194" "TRINITY_DN19294_c0_g1_i1" "HOG:A0233766" 233766 "Embryophyta" "TRINITY_DN19294_c0_g1"
"4195" "TRINITY_DN19294_c0_g1_i2" "HOG:A0233766" 233766 "Embryophyta" "TRINITY_DN19294_c0_g1"
"4196" "TRINITY_DN19296_c0_g1_i1" "HOG:A0562494" 562494 "Eukaryota" "TRINITY_DN19296_c0_g1"
"4197" "TRINITY_DN19296_c0_g1_i2" "HOG:A0562494" 562494 "Eukaryota" "TRINITY_DN19296_c0_g1"
"4198" "TRINITY_DN19297_c0_g1_i1" "HOG:A0568087" 568087 "Eukaryota" "TRINITY_DN19297_c0_g1"
"4199" "TRINITY_DN193_c0_g1_i1" "HOG:A0785706" 785706 "LUCA" "TRINITY_DN193_c0_g1"
"4200" "TRINITY_DN1930_c0_g1_i1" "HOG:A0563685" 563685 "Eukaryota" "TRINITY_DN1930_c0_g1"
"4201" "TRINITY_DN19301_c0_g1_i1" "HOG:A0235111" 235111 "Embryophyta" "TRINITY_DN19301_c0_g1"
"4202" "TRINITY_DN19302_c0_g1_i1" "HOG:A0206314" 206314 "Pentapetalae" "TRINITY_DN19302_c0_g1"
"4203" "TRINITY_DN1931_c0_g1_i1" "HOG:A0237592" 237592 "Streptophyta" "TRINITY_DN1931_c0_g1"
"4204" "TRINITY_DN1931_c0_g1_i2" "HOG:A0237592" 237592 "Streptophyta" "TRINITY_DN1931_c0_g1"
"4205" "TRINITY_DN19315_c0_g1_i1" "HOG:A0233645" 233645 "Embryophyta" "TRINITY_DN19315_c0_g1"
"4206" "TRINITY_DN19317_c0_g1_i1" "HOG:A0236822" 236822 "Embryophyta" "TRINITY_DN19317_c0_g1"
"4207" "TRINITY_DN19319_c0_g1_i2" "HOG:A0221132" 221132 "Magnoliopsida" "TRINITY_DN19319_c0_g1"
"4208" "TRINITY_DN19322_c0_g1_i2" "HOG:A0206770" 206770 "Pentapetalae" "TRINITY_DN19322_c0_g1"
"4209" "TRINITY_DN19331_c0_g1_i1" "HOG:A0207304" 207304 "Pentapetalae" "TRINITY_DN19331_c0_g1"
"4210" "TRINITY_DN1934_c0_g1_i1" "HOG:A0222563" 222563 "Magnoliopsida" "TRINITY_DN1934_c0_g1"
"4211" "TRINITY_DN19342_c0_g1_i1" "HOG:A0237600" 237600 "Streptophyta" "TRINITY_DN19342_c0_g1"
"4212" "TRINITY_DN19348_c0_g1_i2" "HOG:A0222425" 222425 "Magnoliopsida" "TRINITY_DN19348_c0_g1"
