"transcript" "hog" "id" "phylostrata" "gene"
"1659" "TRINITY_DN1315_c0_g1_i1" "HOG:A0205033" 205033 "Pentapetalae" "TRINITY_DN1315_c0_g1"
"1660" "TRINITY_DN13151_c0_g1_i1" "HOG:A0782085" 782085 "LUCA" "TRINITY_DN13151_c0_g1"
"1661" "TRINITY_DN13151_c0_g1_i2" "HOG:A0782085" 782085 "LUCA" "TRINITY_DN13151_c0_g1"
"1662" "TRINITY_DN13153_c0_g1_i1" "HOG:A0220253" 220253 "Magnoliopsida" "TRINITY_DN13153_c0_g1"
"1663" "TRINITY_DN13155_c0_g1_i1" "HOG:A0237195" 237195 "Streptophyta" "TRINITY_DN13155_c0_g1"
"1664" "TRINITY_DN13156_c0_g1_i1" "HOG:A0787850" 787850 "LUCA" "TRINITY_DN13156_c0_g1"
"1665" "TRINITY_DN13158_c0_g1_i1" "HOG:A0213124" 213124 "Mesangiospermae" "TRINITY_DN13158_c0_g1"
"1666" "TRINITY_DN13159_c0_g1_i1" "HOG:A0202725" 202725 "Pentapetalae" "TRINITY_DN13159_c0_g1"
"1667" "TRINITY_DN13160_c0_g1_i3" "HOG:A0562172" 562172 "Eukaryota" "TRINITY_DN13160_c0_g1"
"1668" "TRINITY_DN13161_c0_g1_i1" "HOG:A0234191" 234191 "Embryophyta" "TRINITY_DN13161_c0_g1"
"1669" "TRINITY_DN13162_c0_g1_i1" "HOG:A0237232" 237232 "Streptophyta" "TRINITY_DN13162_c0_g1"
"1670" "TRINITY_DN13163_c0_g1_i1" "HOG:A0234307" 234307 "Embryophyta" "TRINITY_DN13163_c0_g1"
"1671" "TRINITY_DN13164_c0_g1_i1" "HOG:A0223512" 223512 "Spermatophyta" "TRINITY_DN13164_c0_g1"
"1672" "TRINITY_DN13164_c0_g1_i1" "HOG:A0232419" 232419 "Tracheophyta" "TRINITY_DN13164_c0_g1"
"1673" "TRINITY_DN13167_c0_g1_i1" "HOG:A0232386" 232386 "Tracheophyta" "TRINITY_DN13167_c0_g1"
"1674" "TRINITY_DN13167_c0_g1_i1" "HOG:A0232386" 232386 "Tracheophyta" "TRINITY_DN13167_c0_g1"
"1675" "TRINITY_DN13167_c0_g1_i1" "HOG:A0232386" 232386 "Tracheophyta" "TRINITY_DN13167_c0_g1"
"1676" "TRINITY_DN13170_c0_g1_i1" "HOG:A0567360" 567360 "Eukaryota" "TRINITY_DN13170_c0_g1"
"1677" "TRINITY_DN13173_c0_g1_i1" "HOG:A0236514" 236514 "Embryophyta" "TRINITY_DN13173_c0_g1"
"1678" "TRINITY_DN13176_c0_g1_i1" "HOG:A0234519" 234519 "Embryophyta" "TRINITY_DN13176_c0_g1"
"1679" "TRINITY_DN13182_c0_g1_i1" "HOG:A0215091" 215091 "Mesangiospermae" "TRINITY_DN13182_c0_g1"
"1680" "TRINITY_DN13183_c0_g1_i1" "HOG:A0223735" 223735 "Spermatophyta" "TRINITY_DN13183_c0_g1"
"1681" "TRINITY_DN13184_c0_g1_i2" "HOG:A0567387" 567387 "Eukaryota" "TRINITY_DN13184_c0_g1"
"1682" "TRINITY_DN13185_c0_g1_i1" "HOG:A0562712" 562712 "Eukaryota" "TRINITY_DN13185_c0_g1"
"1683" "TRINITY_DN13187_c0_g1_i1" "HOG:A0233782" 233782 "Embryophyta" "TRINITY_DN13187_c0_g1"
"1684" "TRINITY_DN13190_c0_g1_i2" "HOG:A0565723" 565723 "Eukaryota" "TRINITY_DN13190_c0_g1"
"1685" "TRINITY_DN13191_c0_g1_i1" "HOG:A0238676" 238676 "Viridiplantae" "TRINITY_DN13191_c0_g1"
"1686" "TRINITY_DN13191_c0_g1_i2" "HOG:A0238676" 238676 "Viridiplantae" "TRINITY_DN13191_c0_g1"
"1687" "TRINITY_DN13193_c0_g1_i1" "HOG:A0786990" 786990 "LUCA" "TRINITY_DN13193_c0_g1"
"1688" "TRINITY_DN13194_c0_g1_i1" "HOG:A0564255" 564255 "Eukaryota" "TRINITY_DN13194_c0_g1"
"1689" "TRINITY_DN13196_c0_g1_i1" "HOG:A0563821" 563821 "Eukaryota" "TRINITY_DN13196_c0_g1"
"1690" "TRINITY_DN13197_c0_g1_i1" "HOG:A0785591" 785591 "LUCA" "TRINITY_DN13197_c0_g1"
"1691" "TRINITY_DN13198_c0_g1_i1" "HOG:A0237805" 237805 "Streptophyta" "TRINITY_DN13198_c0_g1"
"1692" "TRINITY_DN13199_c0_g1_i1" "HOG:A0206229" 206229 "Pentapetalae" "TRINITY_DN13199_c0_g1"
"1693" "TRINITY_DN1320_c0_g1_i1" "HOG:A0235448" 235448 "Embryophyta" "TRINITY_DN1320_c0_g1"
"1694" "TRINITY_DN13200_c0_g1_i1" "HOG:A0211576" 211576 "Mesangiospermae" "TRINITY_DN13200_c0_g1"
"1695" "TRINITY_DN13204_c0_g1_i1" "HOG:A0234838" 234838 "Embryophyta" "TRINITY_DN13204_c0_g1"
"1696" "TRINITY_DN13204_c0_g1_i1" "HOG:A0234838" 234838 "Embryophyta" "TRINITY_DN13204_c0_g1"
"1697" "TRINITY_DN13205_c0_g1_i1" "HOG:A0237732" 237732 "Streptophyta" "TRINITY_DN13205_c0_g1"
"1698" "TRINITY_DN13207_c0_g1_i4" "HOG:A0199796" 199796 "rosids" "TRINITY_DN13207_c0_g1"
"1699" "TRINITY_DN1321_c0_g1_i1" "HOG:A0237172" 237172 "Streptophyta" "TRINITY_DN1321_c0_g1"
"1700" "TRINITY_DN13210_c0_g1_i1" "HOG:A0563030" 563030 "Eukaryota" "TRINITY_DN13210_c0_g1"
"1701" "TRINITY_DN13216_c0_g1_i1" "HOG:A0562907" 562907 "Eukaryota" "TRINITY_DN13216_c0_g1"
"1702" "TRINITY_DN13218_c0_g1_i1" "HOG:A0562172" 562172 "Eukaryota" "TRINITY_DN13218_c0_g1"
"1703" "TRINITY_DN1322_c0_g1_i1" "HOG:A0562514" 562514 "Eukaryota" "TRINITY_DN1322_c0_g1"
"1704" "TRINITY_DN13224_c0_g1_i1" "HOG:A0204211" 204211 "Pentapetalae" "TRINITY_DN13224_c0_g1"
"1705" "TRINITY_DN13225_c0_g1_i1" "HOG:A0780176" 780176 "LUCA" "TRINITY_DN13225_c0_g1"
"1706" "TRINITY_DN13228_c0_g1_i1" "HOG:A0199778" 199778 "rosids" "TRINITY_DN13228_c0_g1"
"1707" "TRINITY_DN13229_c0_g1_i1" "HOG:A0220499" 220499 "Magnoliopsida" "TRINITY_DN13229_c0_g1"
"1708" "TRINITY_DN13230_c0_g1_i1" "HOG:A0779820" 779820 "LUCA" "TRINITY_DN13230_c0_g1"
"1709" "TRINITY_DN13231_c0_g1_i1" "HOG:A0564683" 564683 "Eukaryota" "TRINITY_DN13231_c0_g1"
"1710" "TRINITY_DN13238_c0_g1_i1" "HOG:A0570409" 570409 "Eukaryota" "TRINITY_DN13238_c0_g1"
"1711" "TRINITY_DN13239_c0_g1_i2" "HOG:A0239415" 239415 "Viridiplantae" "TRINITY_DN13239_c0_g1"
"1712" "TRINITY_DN1324_c0_g1_i1" "HOG:A0174604" 174604 "fabids" "TRINITY_DN1324_c0_g1"
"1713" "TRINITY_DN1324_c0_g1_i1" "HOG:A0219607" 219607 "Magnoliopsida" "TRINITY_DN1324_c0_g1"
"1714" "TRINITY_DN13241_c0_g1_i1" "HOG:A0233973" 233973 "Embryophyta" "TRINITY_DN13241_c0_g1"
"1715" "TRINITY_DN13246_c0_g1_i1" "HOG:A0240209" 240209 "Viridiplantae" "TRINITY_DN13246_c0_g1"
"1716" "TRINITY_DN13247_c0_g1_i1" "HOG:A0206548" 206548 "Pentapetalae" "TRINITY_DN13247_c0_g1"
"1717" "TRINITY_DN1325_c0_g1_i1" "HOG:A0562749" 562749 "Eukaryota" "TRINITY_DN1325_c0_g1"
"1718" "TRINITY_DN13251_c0_g1_i1" "HOG:A0567258" 567258 "Eukaryota" "TRINITY_DN13251_c0_g1"
"1719" "TRINITY_DN13256_c0_g1_i1" "HOG:A0562172" 562172 "Eukaryota" "TRINITY_DN13256_c0_g1"
"1720" "TRINITY_DN13258_c0_g1_i1" "HOG:A0220080" 220080 "Magnoliopsida" "TRINITY_DN13258_c0_g1"
"1721" "TRINITY_DN13259_c0_g1_i1" "HOG:A0577696" 577696 "Eukaryota" "TRINITY_DN13259_c0_g1"
"1722" "TRINITY_DN13259_c0_g1_i1" "HOG:A0439997" 439997 "Holometabola" "TRINITY_DN13259_c0_g1"
"1723" "TRINITY_DN1326_c0_g1_i1" "HOG:A0781163" 781163 "LUCA" "TRINITY_DN1326_c0_g1"
"1724" "TRINITY_DN13261_c0_g1_i1" "HOG:A0563372" 563372 "Eukaryota" "TRINITY_DN13261_c0_g1"
"1725" "TRINITY_DN13263_c0_g1_i1" "HOG:A0238156" 238156 "Streptophyta" "TRINITY_DN13263_c0_g1"
"1726" "TRINITY_DN13264_c0_g1_i1" "HOG:A0208977" 208977 "Pentapetalae" "TRINITY_DN13264_c0_g1"
"1727" "TRINITY_DN13272_c0_g1_i1" "HOG:A0238069" 238069 "Streptophyta" "TRINITY_DN13272_c0_g1"
"1728" "TRINITY_DN13273_c0_g1_i1" "HOG:A0220466" 220466 "Magnoliopsida" "TRINITY_DN13273_c0_g1"
"1729" "TRINITY_DN13274_c0_g1_i2" "HOG:A0198076" 198076 "rosids" "TRINITY_DN13274_c0_g1"
"1730" "TRINITY_DN13274_c0_g1_i3" "HOG:A0198076" 198076 "rosids" "TRINITY_DN13274_c0_g1"
"1731" "TRINITY_DN13275_c0_g1_i1" "HOG:A0571988" 571988 "Eukaryota" "TRINITY_DN13275_c0_g1"
"1732" "TRINITY_DN13276_c0_g1_i1" "HOG:A0237836" 237836 "Streptophyta" "TRINITY_DN13276_c0_g1"
"1733" "TRINITY_DN1328_c0_g1_i1" "HOG:A0236525" 236525 "Embryophyta" "TRINITY_DN1328_c0_g1"
"1734" "TRINITY_DN13283_c0_g1_i1" "HOG:A0206299" 206299 "Pentapetalae" "TRINITY_DN13283_c0_g1"
"1735" "TRINITY_DN13294_c0_g1_i1" "HOG:A0780592" 780592 "LUCA" "TRINITY_DN13294_c0_g1"
"1736" "TRINITY_DN13295_c0_g1_i4" "HOG:A0565021" 565021 "Eukaryota" "TRINITY_DN13295_c0_g1"
"1737" "TRINITY_DN13296_c0_g1_i1" "HOG:A0571023" 571023 "Eukaryota" "TRINITY_DN13296_c0_g1"
"1738" "TRINITY_DN13296_c0_g1_i2" "HOG:A0571023" 571023 "Eukaryota" "TRINITY_DN13296_c0_g1"
"1739" "TRINITY_DN13301_c0_g1_i1" "HOG:A0200273" 200273 "rosids" "TRINITY_DN13301_c0_g1"
"1740" "TRINITY_DN13307_c0_g1_i1" "HOG:A0572345" 572345 "Eukaryota" "TRINITY_DN13307_c0_g1"
"1741" "TRINITY_DN13309_c0_g1_i1" "HOG:A0575125" 575125 "Eukaryota" "TRINITY_DN13309_c0_g1"
"1742" "TRINITY_DN1331_c0_g1_i1" "HOG:A0229203" 229203 "Spermatophyta" "TRINITY_DN1331_c0_g1"
"1743" "TRINITY_DN13317_c0_g1_i1" "HOG:A0786542" 786542 "LUCA" "TRINITY_DN13317_c0_g1"
"1744" "TRINITY_DN13317_c0_g1_i3" "HOG:A0786542" 786542 "LUCA" "TRINITY_DN13317_c0_g1"
"1745" "TRINITY_DN13318_c0_g1_i1" "HOG:A0569732" 569732 "Eukaryota" "TRINITY_DN13318_c0_g1"
"1746" "TRINITY_DN1332_c0_g1_i1" "HOG:A0236777" 236777 "Embryophyta" "TRINITY_DN1332_c0_g1"
"1747" "TRINITY_DN13320_c0_g1_i1" "HOG:A0199911" 199911 "rosids" "TRINITY_DN13320_c0_g1"
"1748" "TRINITY_DN13321_c0_g1_i1" "HOG:A0237528" 237528 "Streptophyta" "TRINITY_DN13321_c0_g1"
"1749" "TRINITY_DN1333_c0_g1_i1" "HOG:A0206220" 206220 "Pentapetalae" "TRINITY_DN1333_c0_g1"
"1750" "TRINITY_DN13334_c0_g1_i1" "HOG:A0236513" 236513 "Embryophyta" "TRINITY_DN13334_c0_g1"
"1751" "TRINITY_DN13337_c0_g1_i1" "HOG:A0565666" 565666 "Eukaryota" "TRINITY_DN13337_c0_g1"
"1752" "TRINITY_DN13339_c0_g1_i1" "HOG:A0565663" 565663 "Eukaryota" "TRINITY_DN13339_c0_g1"
"1753" "TRINITY_DN1334_c0_g1_i2" "HOG:A0562619" 562619 "Eukaryota" "TRINITY_DN1334_c0_g1"
"1754" "TRINITY_DN13345_c0_g1_i1" "HOG:A0238847" 238847 "Viridiplantae" "TRINITY_DN13345_c0_g1"
"1755" "TRINITY_DN1335_c0_g1_i1" "HOG:A0562878" 562878 "Eukaryota" "TRINITY_DN1335_c0_g1"
"1756" "TRINITY_DN13353_c0_g1_i1" "HOG:A0200103" 200103 "rosids" "TRINITY_DN13353_c0_g1"
"1757" "TRINITY_DN13356_c0_g1_i1" "HOG:A0562619" 562619 "Eukaryota" "TRINITY_DN13356_c0_g1"
"1758" "TRINITY_DN13357_c0_g1_i1" "HOG:A0564177" 564177 "Eukaryota" "TRINITY_DN13357_c0_g1"
"1759" "TRINITY_DN13358_c0_g1_i1" "HOG:A0562450" 562450 "Eukaryota" "TRINITY_DN13358_c0_g1"
"1760" "TRINITY_DN13358_c0_g1_i1" "HOG:A0562450" 562450 "Eukaryota" "TRINITY_DN13358_c0_g1"
"1761" "TRINITY_DN13361_c0_g1_i1" "HOG:A0569121" 569121 "Eukaryota" "TRINITY_DN13361_c0_g1"
"1762" "TRINITY_DN13362_c0_g1_i1" "HOG:A0235201" 235201 "Embryophyta" "TRINITY_DN13362_c0_g1"
"1763" "TRINITY_DN13363_c0_g1_i1" "HOG:A0562244" 562244 "Eukaryota" "TRINITY_DN13363_c0_g1"
"1764" "TRINITY_DN13365_c0_g1_i1" "HOG:A0573814" 573814 "Eukaryota" "TRINITY_DN13365_c0_g1"
"1765" "TRINITY_DN13366_c0_g1_i1" "HOG:A0206612" 206612 "Pentapetalae" "TRINITY_DN13366_c0_g1"
"1766" "TRINITY_DN13368_c0_g1_i1" "HOG:A0212129" 212129 "Mesangiospermae" "TRINITY_DN13368_c0_g1"
"1767" "TRINITY_DN13371_c0_g1_i1" "HOG:A0565494" 565494 "Eukaryota" "TRINITY_DN13371_c0_g1"
"1768" "TRINITY_DN13376_c0_g1_i1" "HOG:A0237125" 237125 "Streptophyta" "TRINITY_DN13376_c0_g1"
"1769" "TRINITY_DN13377_c0_g1_i1" "HOG:A0202410" 202410 "Pentapetalae" "TRINITY_DN13377_c0_g1"
"1770" "TRINITY_DN13378_c0_g1_i1" "HOG:A0236471" 236471 "Embryophyta" "TRINITY_DN13378_c0_g1"
"1771" "TRINITY_DN13381_c0_g1_i1" "HOG:A0224837" 224837 "Spermatophyta" "TRINITY_DN13381_c0_g1"
"1772" "TRINITY_DN13382_c0_g1_i1" "HOG:A0237647" 237647 "Streptophyta" "TRINITY_DN13382_c0_g1"
"1773" "TRINITY_DN13384_c0_g1_i1" "HOG:A0202811" 202811 "Pentapetalae" "TRINITY_DN13384_c0_g1"
"1774" "TRINITY_DN13387_c0_g1_i1" "HOG:A0562562" 562562 "Eukaryota" "TRINITY_DN13387_c0_g1"
"1775" "TRINITY_DN1339_c0_g1_i1" "HOG:A0237361" 237361 "Streptophyta" "TRINITY_DN1339_c0_g1"
"1776" "TRINITY_DN13391_c0_g1_i1" "HOG:A0211928" 211928 "Mesangiospermae" "TRINITY_DN13391_c0_g1"
"1777" "TRINITY_DN13397_c0_g1_i1" "HOG:A0234020" 234020 "Embryophyta" "TRINITY_DN13397_c0_g1"
"1778" "TRINITY_DN1340_c0_g1_i2" "HOG:A0223633" 223633 "Spermatophyta" "TRINITY_DN1340_c0_g1"
"1779" "TRINITY_DN13400_c0_g1_i1" "HOG:A0234624" 234624 "Embryophyta" "TRINITY_DN13400_c0_g1"
"1780" "TRINITY_DN13402_c0_g1_i1" "HOG:A0229043" 229043 "Spermatophyta" "TRINITY_DN13402_c0_g1"
"1781" "TRINITY_DN13404_c0_g1_i1" "HOG:A0233581" 233581 "Embryophyta" "TRINITY_DN13404_c0_g1"
"1782" "TRINITY_DN13405_c0_g1_i1" "HOG:A0219837" 219837 "Magnoliopsida" "TRINITY_DN13405_c0_g1"
"1783" "TRINITY_DN1341_c0_g1_i1" "HOG:A0562379" 562379 "Eukaryota" "TRINITY_DN1341_c0_g1"
"1784" "TRINITY_DN1341_c0_g1_i1" "HOG:A0562379" 562379 "Eukaryota" "TRINITY_DN1341_c0_g1"
"1785" "TRINITY_DN13412_c0_g1_i1" "HOG:A0200550" 200550 "rosids" "TRINITY_DN13412_c0_g1"
"1786" "TRINITY_DN13413_c0_g1_i1" "HOG:A0174092" 174092 "fabids" "TRINITY_DN13413_c0_g1"
"1787" "TRINITY_DN1342_c0_g1_i1" "HOG:A0564030" 564030 "Eukaryota" "TRINITY_DN1342_c0_g1"
"1788" "TRINITY_DN13420_c0_g1_i1" "HOG:A0237136" 237136 "Streptophyta" "TRINITY_DN13420_c0_g1"
"1789" "TRINITY_DN13422_c0_g1_i1" "HOG:A0203071" 203071 "Pentapetalae" "TRINITY_DN13422_c0_g1"
"1790" "TRINITY_DN13425_c0_g1_i5" "HOG:A0570777" 570777 "Eukaryota" "TRINITY_DN13425_c0_g1"
"1791" "TRINITY_DN13431_c0_g1_i1" "HOG:A0220623" 220623 "Magnoliopsida" "TRINITY_DN13431_c0_g1"
"1792" "TRINITY_DN13434_c0_g1_i1" "HOG:A0220824" 220824 "Magnoliopsida" "TRINITY_DN13434_c0_g1"
"1793" "TRINITY_DN13438_c0_g1_i1" "HOG:A0223331" 223331 "Spermatophyta" "TRINITY_DN13438_c0_g1"
"1794" "TRINITY_DN13439_c0_g1_i1" "HOG:A0236535" 236535 "Embryophyta" "TRINITY_DN13439_c0_g1"
"1795" "TRINITY_DN13440_c0_g1_i1" "HOG:A0562688" 562688 "Eukaryota" "TRINITY_DN13440_c0_g1"
"1796" "TRINITY_DN13440_c0_g1_i1" "HOG:A0562688" 562688 "Eukaryota" "TRINITY_DN13440_c0_g1"
"1797" "TRINITY_DN13441_c0_g1_i2" "HOG:A0781284" 781284 "LUCA" "TRINITY_DN13441_c0_g1"
"1798" "TRINITY_DN13446_c0_g1_i1" "HOG:A0563301" 563301 "Eukaryota" "TRINITY_DN13446_c0_g1"
"1799" "TRINITY_DN13447_c0_g1_i1" "HOG:A0206700" 206700 "Pentapetalae" "TRINITY_DN13447_c0_g1"
"1800" "TRINITY_DN13449_c0_g1_i1" "HOG:A0223582" 223582 "Spermatophyta" "TRINITY_DN13449_c0_g1"
"1801" "TRINITY_DN13449_c0_g1_i10" "HOG:A0223582" 223582 "Spermatophyta" "TRINITY_DN13449_c0_g1"
"1802" "TRINITY_DN13453_c0_g1_i2" "HOG:A0563147" 563147 "Eukaryota" "TRINITY_DN13453_c0_g1"
"1803" "TRINITY_DN13455_c0_g1_i1" "HOG:A0212288" 212288 "Mesangiospermae" "TRINITY_DN13455_c0_g1"
"1804" "TRINITY_DN13456_c0_g1_i1" "HOG:A0236641" 236641 "Embryophyta" "TRINITY_DN13456_c0_g1"
"1805" "TRINITY_DN13457_c0_g1_i1" "HOG:A0223561" 223561 "Spermatophyta" "TRINITY_DN13457_c0_g1"
"1806" "TRINITY_DN13458_c0_g1_i1" "HOG:A0233949" 233949 "Embryophyta" "TRINITY_DN13458_c0_g1"
"1807" "TRINITY_DN13458_c0_g1_i1" "HOG:A0233949" 233949 "Embryophyta" "TRINITY_DN13458_c0_g1"
"1808" "TRINITY_DN13460_c0_g1_i1" "HOG:A0223345" 223345 "Spermatophyta" "TRINITY_DN13460_c0_g1"
"1809" "TRINITY_DN13462_c0_g1_i1" "HOG:A0566881" 566881 "Eukaryota" "TRINITY_DN13462_c0_g1"
"1810" "TRINITY_DN13463_c0_g1_i1" "HOG:A0224343" 224343 "Spermatophyta" "TRINITY_DN13463_c0_g1"
"1811" "TRINITY_DN13465_c0_g1_i1" "HOG:A0232134" 232134 "Tracheophyta" "TRINITY_DN13465_c0_g1"
"1812" "TRINITY_DN13468_c0_g1_i1" "HOG:A0237681" 237681 "Streptophyta" "TRINITY_DN13468_c0_g1"
"1813" "TRINITY_DN13469_c0_g1_i1" "HOG:A0569126" 569126 "Eukaryota" "TRINITY_DN13469_c0_g1"
"1814" "TRINITY_DN1347_c0_g1_i3" "HOG:A0563696" 563696 "Eukaryota" "TRINITY_DN1347_c0_g1"
"1815" "TRINITY_DN13472_c0_g1_i1" "HOG:A0566669" 566669 "Eukaryota" "TRINITY_DN13472_c0_g1"
"1816" "TRINITY_DN13475_c0_g1_i1" "HOG:A0203214" 203214 "Pentapetalae" "TRINITY_DN13475_c0_g1"
"1817" "TRINITY_DN13477_c0_g1_i1" "HOG:A0562498" 562498 "Eukaryota" "TRINITY_DN13477_c0_g1"
"1818" "TRINITY_DN13479_c0_g1_i1" "HOG:A0236816" 236816 "Embryophyta" "TRINITY_DN13479_c0_g1"
"1819" "TRINITY_DN1348_c0_g1_i1" "HOG:A0236567" 236567 "Embryophyta" "TRINITY_DN1348_c0_g1"
"1820" "TRINITY_DN1348_c0_g1_i1" "HOG:A0236567" 236567 "Embryophyta" "TRINITY_DN1348_c0_g1"
"1821" "TRINITY_DN1348_c0_g1_i4" "HOG:A0236567" 236567 "Embryophyta" "TRINITY_DN1348_c0_g1"
"1822" "TRINITY_DN13480_c0_g1_i7" "HOG:A0198572" 198572 "rosids" "TRINITY_DN13480_c0_g1"
"1823" "TRINITY_DN13487_c0_g1_i1" "HOG:A0237885" 237885 "Streptophyta" "TRINITY_DN13487_c0_g1"
"1824" "TRINITY_DN1349_c0_g1_i1" "HOG:A0240462" 240462 "Viridiplantae" "TRINITY_DN1349_c0_g1"
"1825" "TRINITY_DN13490_c0_g1_i1" "HOG:A0562594" 562594 "Eukaryota" "TRINITY_DN13490_c0_g1"
"1826" "TRINITY_DN13490_c0_g1_i2" "HOG:A0562594" 562594 "Eukaryota" "TRINITY_DN13490_c0_g1"
"1827" "TRINITY_DN13492_c0_g1_i1" "HOG:A0570366" 570366 "Eukaryota" "TRINITY_DN13492_c0_g1"
"1828" "TRINITY_DN13493_c0_g1_i1" "HOG:A0220557" 220557 "Magnoliopsida" "TRINITY_DN13493_c0_g1"
"1829" "TRINITY_DN13493_c0_g1_i2" "HOG:A0220557" 220557 "Magnoliopsida" "TRINITY_DN13493_c0_g1"
"1830" "TRINITY_DN13496_c0_g1_i1" "HOG:A0235431" 235431 "Embryophyta" "TRINITY_DN13496_c0_g1"
"1831" "TRINITY_DN13498_c0_g1_i1" "HOG:A0562682" 562682 "Eukaryota" "TRINITY_DN13498_c0_g1"
"1832" "TRINITY_DN1350_c0_g1_i1" "HOG:A0237506" 237506 "Streptophyta" "TRINITY_DN1350_c0_g1"
"1833" "TRINITY_DN13500_c0_g1_i2" "HOG:A0582261" 582261 "Eukaryota" "TRINITY_DN13500_c0_g1"
"1834" "TRINITY_DN13507_c0_g1_i1" "HOG:A0222383" 222383 "Magnoliopsida" "TRINITY_DN13507_c0_g1"
"1835" "TRINITY_DN13508_c0_g1_i3" "HOG:A0202794" 202794 "Pentapetalae" "TRINITY_DN13508_c0_g1"
"1836" "TRINITY_DN13509_c0_g1_i1" "HOG:A0562311" 562311 "Eukaryota" "TRINITY_DN13509_c0_g1"
"1837" "TRINITY_DN1351_c0_g1_i1" "HOG:A0203376" 203376 "Pentapetalae" "TRINITY_DN1351_c0_g1"
"1838" "TRINITY_DN13517_c0_g1_i1" "HOG:A0235266" 235266 "Embryophyta" "TRINITY_DN13517_c0_g1"
"1839" "TRINITY_DN1352_c0_g1_i1" "HOG:A0567128" 567128 "Eukaryota" "TRINITY_DN1352_c0_g1"
"1840" "TRINITY_DN1352_c0_g1_i3" "HOG:A0567128" 567128 "Eukaryota" "TRINITY_DN1352_c0_g1"
"1841" "TRINITY_DN13520_c0_g1_i1" "HOG:A0224122" 224122 "Spermatophyta" "TRINITY_DN13520_c0_g1"
"1842" "TRINITY_DN13526_c0_g1_i1" "HOG:A0200570" 200570 "rosids" "TRINITY_DN13526_c0_g1"
"1843" "TRINITY_DN13528_c0_g1_i1" "HOG:A0562244" 562244 "Eukaryota" "TRINITY_DN13528_c0_g1"
"1844" "TRINITY_DN13529_c0_g1_i1" "HOG:A0563701" 563701 "Eukaryota" "TRINITY_DN13529_c0_g1"
"1845" "TRINITY_DN1353_c0_g1_i1" "HOG:A0223643" 223643 "Spermatophyta" "TRINITY_DN1353_c0_g1"
"1846" "TRINITY_DN13531_c0_g1_i1" "HOG:A0199267" 199267 "rosids" "TRINITY_DN13531_c0_g1"
"1847" "TRINITY_DN13533_c0_g1_i1" "HOG:A0582860" 582860 "Eukaryota" "TRINITY_DN13533_c0_g1"
"1848" "TRINITY_DN13535_c0_g1_i1" "HOG:A0779790" 779790 "LUCA" "TRINITY_DN13535_c0_g1"
"1849" "TRINITY_DN13542_c0_g1_i1" "HOG:A0205054" 205054 "Pentapetalae" "TRINITY_DN13542_c0_g1"
"1850" "TRINITY_DN13544_c0_g1_i1" "HOG:A0562359" 562359 "Eukaryota" "TRINITY_DN13544_c0_g1"
"1851" "TRINITY_DN13545_c0_g1_i1" "HOG:A0785604" 785604 "LUCA" "TRINITY_DN13545_c0_g1"
"1852" "TRINITY_DN13546_c0_g1_i1" "HOG:A0564044" 564044 "Eukaryota" "TRINITY_DN13546_c0_g1"
"1853" "TRINITY_DN13548_c0_g1_i1" "HOG:A0234028" 234028 "Embryophyta" "TRINITY_DN13548_c0_g1"
"1854" "TRINITY_DN13552_c0_g1_i1" "HOG:A0562215" 562215 "Eukaryota" "TRINITY_DN13552_c0_g1"
"1855" "TRINITY_DN13553_c0_g1_i1" "HOG:A0212048" 212048 "Mesangiospermae" "TRINITY_DN13553_c0_g1"
"1856" "TRINITY_DN13554_c0_g1_i1" "HOG:A0234685" 234685 "Embryophyta" "TRINITY_DN13554_c0_g1"
"1857" "TRINITY_DN13554_c0_g1_i2" "HOG:A0234685" 234685 "Embryophyta" "TRINITY_DN13554_c0_g1"
"1858" "TRINITY_DN13555_c0_g1_i1" "HOG:A0237610" 237610 "Streptophyta" "TRINITY_DN13555_c0_g1"
"1859" "TRINITY_DN13556_c0_g1_i1" "HOG:A0203141" 203141 "Pentapetalae" "TRINITY_DN13556_c0_g1"
"1860" "TRINITY_DN13560_c0_g1_i1" "HOG:A0223397" 223397 "Spermatophyta" "TRINITY_DN13560_c0_g1"
"1861" "TRINITY_DN13562_c0_g1_i1" "HOG:A0203760" 203760 "Pentapetalae" "TRINITY_DN13562_c0_g1"
"1862" "TRINITY_DN13564_c0_g1_i1" "HOG:A0223823" 223823 "Spermatophyta" "TRINITY_DN13564_c0_g1"
"1863" "TRINITY_DN13565_c0_g1_i1" "HOG:A0562458" 562458 "Eukaryota" "TRINITY_DN13565_c0_g1"
"1864" "TRINITY_DN13567_c0_g1_i2" "HOG:A0236584" 236584 "Embryophyta" "TRINITY_DN13567_c0_g1"
"1865" "TRINITY_DN13571_c0_g1_i1" "HOG:A0174158" 174158 "fabids" "TRINITY_DN13571_c0_g1"
"1866" "TRINITY_DN13575_c0_g1_i1" "HOG:A0562690" 562690 "Eukaryota" "TRINITY_DN13575_c0_g1"
"1867" "TRINITY_DN1358_c0_g1_i1" "HOG:A0238854" 238854 "Viridiplantae" "TRINITY_DN1358_c0_g1"
"1868" "TRINITY_DN13586_c0_g1_i1" "HOG:A0232713" 232713 "Tracheophyta" "TRINITY_DN13586_c0_g1"
"1869" "TRINITY_DN13587_c0_g1_i1" "HOG:A0174138" 174138 "fabids" "TRINITY_DN13587_c0_g1"
