ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title
250320_at,1.54E-02,3.12E-03,-4.029167,-2.304034,-0.49879,NF-YA1,nuclear transcription factor Y subunit A-1
266452_at,1.54E-02,3.12E-03,4.0287284,-2.3047182,0.38308,AT2G43320,S-adenosyl-L-methionine-dependent methyltransferase-like protein
249751_at,1.54E-02,3.13E-03,-4.027595,-2.3064863,-0.512865,AT5G24650,mitochondrial import inner membrane translocase subunit Tim17/Tim22/Tim23 family protein
246795_at,1.54E-02,3.13E-03,-4.0272771,-2.3069822,-0.4007725,AT5G27020,hypothetical protein
246477_at,1.54E-02,3.13E-03,4.0270271,-2.3073724,0.376745,MYB9,myb domain protein 9
253114_at,1.54E-02,3.13E-03,-4.0268383,-2.3076668,-0.4587,GB2,GTP-binding protein ATGB2
263013_at,1.54E-02,3.14E-03,4.0263792,-2.3083831,0.5335375,KNAT6,homeobox protein knotted-1-like 6
246345_at,1.54E-02,3.14E-03,4.026138,-2.3087595,0.482015,AT3G56760,CDPK-related kinase 7
246453_at,1.55E-02,3.14E-03,4.0253173,-2.3100402,0.36336,SYP21,syntaxin-21
245251_at,1.55E-02,3.14E-03,4.0252756,-2.3101051,0.5423125,CBL1,calcineurin B-like protein 1
258587_at,1.55E-02,3.14E-03,-4.0248073,-2.3108359,-0.54348,AT3G04310,hypothetical protein
250132_at,1.55E-02,3.14E-03,-4.0246276,-2.3111163,-0.89739,KAN,transcription repressor KAN1
256613_at,1.55E-02,3.15E-03,-4.0237599,-2.3124704,-0.631855,emb2076,pentatricopeptide repeat-containing protein EMB2076
250624_at,1.55E-02,3.15E-03,-4.0228742,-2.3138527,-1.4899225,AT5G07330,hypothetical protein
252064_at,1.55E-02,3.15E-03,-4.0227374,-2.3140661,-0.8702875,AT3G51520,diacylglycerol O-acyltransferase 2
253656_at,1.55E-02,3.15E-03,4.0224939,-2.3144462,0.5225525,emb1353,hypothetical protein
251752_at,1.55E-02,3.15E-03,4.022374,-2.3146333,0.3221225,PROT2,proline transporter 2
246613_at,1.55E-02,3.15E-03,4.0222538,-2.3148209,0.9482125,CAC2,biotin carboxylase subunit CAC2
260919_at,1.55E-02,3.16E-03,4.0212399,-2.3164035,1.1730275,AT1G21520,hypothetical protein
258827_at,1.55E-02,3.16E-03,-4.0206244,-2.3173642,-0.68938,AT3G07150,hypothetical protein
257024_at,1.56E-02,3.17E-03,4.0195694,-2.3190111,1.1055175,AT3G19100,CDPK-related kinase 2
266826_at,1.56E-02,3.17E-03,-4.0185386,-2.3206203,-0.4157425,NAGS1,N-acetyl-l-glutamate synthase 1
258805_at,1.56E-02,3.17E-03,4.0180037,-2.3214554,0.624725,AT3G04010,O-glycosyl hydrolases family 17 protein
254131_at,1.56E-02,3.18E-03,-4.0165829,-2.3236738,-0.4217725,FC2,LAMMER-type protein kinase AFC2
261438_at,1.56E-02,3.18E-03,-4.0163938,-2.323969,-0.743875,MT1A///AT1G07590,metallothionein 1A///pentatricopeptide repeat-containing protein
254456_at,1.56E-02,3.19E-03,4.0158101,-2.3248805,0.5197325,HAP6,dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2
256273_at,1.56E-02,3.19E-03,-4.0153106,-2.3256606,-0.64802,TET6,tetraspanin6
247332_at,1.56E-02,3.19E-03,4.0151648,-2.3258882,0.3611375,AT5G63440,CACTIN-interacting protein
261610_at,1.56E-02,3.19E-03,4.0146144,-2.3267477,0.7949325,AT1G49560,myb family transcription factor
250065_at,1.56E-02,3.19E-03,-4.0145402,-2.3268636,-0.64612,AT5G17910,hypothetical protein
266734_at,1.56E-02,3.19E-03,4.0143524,-2.3271568,0.912825,AT2G46900,hypothetical protein
259715_at,1.57E-02,3.20E-03,-4.0135646,-2.3283871,-0.54557,AT1G60990,"plastidial, folate dependent Fe/S cluster biogenesis protein"
263285_at,1.57E-02,3.20E-03,-4.0126081,-2.3298811,-0.889885,DOT1,glycine-rich protein DOT1
255637_at,1.57E-02,3.21E-03,-4.0103372,-2.3334283,-1.46424,AT4G00750,putative methyltransferase PMT15
255850_at,1.57E-02,3.21E-03,-4.0099062,-2.3341016,-0.506985,AT2G33450,50S ribosomal protein L28
265908_at,1.57E-02,3.22E-03,-4.0088889,-2.3356911,-0.66661,AT4G00270,DNA-binding storekeeper protein-related transcriptional regulator
266991_at,1.58E-02,3.22E-03,-4.0078118,-2.337374,-0.413495,PGP1,phosphatidylglycerolphosphate synthase 1
265668_at,1.58E-02,3.22E-03,4.0077987,-2.3373944,0.843235,AT2G32020,Acyl-CoA N-acyltransferases (NAT) superfamily protein
250523_at,1.58E-02,3.22E-03,-4.0075585,-2.3377697,-0.37486,AT5G08510,pentatricopeptide repeat-containing protein
260693_at,1.58E-02,3.24E-03,-4.0045922,-2.3424051,-1.8091975,NRT1.5,nitrate transporter 1.5
248920_at,1.58E-02,3.24E-03,-4.0040644,-2.3432299,-0.3887375,CHLI2,magnesium chelatase subunit I2
249474_s_at,1.59E-02,3.24E-03,4.0033357,-2.3443689,0.574205,GER2///AT5G39160///AT5G39130,germin-like protein 2a///germin-like protein subfamily 1 member 18///germin-like protein subfamily 1 member 16
257175_s_at,1.59E-02,3.25E-03,-4.0030497,-2.344816,-0.5696375,AT3G23480///AT3G23470,Cyclopropane-fatty-acyl-phospholipid synthase///cyclopropane-fatty-acyl-phospholipid synthase
253692_at,1.59E-02,3.25E-03,4.0027148,-2.3453395,0.51214,PAO5,polyamine oxidase 5
263122_at,1.59E-02,3.25E-03,-4.0016319,-2.3470323,-1.2080925,SPS1,solanesyl diphosphate synthase 1
254626_at,1.59E-02,3.26E-03,4.0002408,-2.3492069,0.4608025,AT4G18400,hypothetical protein
266760_at,1.59E-02,3.26E-03,3.9995519,-2.350284,0.6752875,NGA1,B3 domain-containing transcription factor NGA1
256246_at,1.59E-02,3.26E-03,3.9994423,-2.3504553,0.45054,ALDH22A1,aldehyde dehydrogenase 22A1
256052_at,1.59E-02,3.27E-03,3.9990509,-2.3510672,0.5680525,AT1G06960,U2 small nuclear ribonucleoprotein B'' 2
261795_at,1.60E-02,3.27E-03,-3.9976239,-2.3532986,-0.4947575,MGT2,magnesium transporter MRS2-1
253735_at,1.60E-02,3.27E-03,-3.9975334,-2.3534401,-0.39759,SNF7.1,vacuolar protein sorting-associated protein 32-2
247699_at,1.60E-02,3.27E-03,-3.9975183,-2.3534637,-0.3447875,AT5G59840,Ras-related small GTP-binding family protein
262856_at,1.60E-02,3.27E-03,3.9974995,-2.3534932,0.7299875,AT1G14910,putative clathrin assembly protein
246911_at,1.60E-02,3.27E-03,3.9972109,-2.3539444,0.4348825,tny,ethylene-responsive transcription factor TINY
245576_at,1.60E-02,3.28E-03,3.9970039,-2.3542681,0.5627375,TCX2,TESMIN/TSO1-like CXC 2
256664_at,1.60E-02,3.28E-03,-3.9969163,-2.354405,-0.6923675,AT3G12040,DNA-3-methyladenine glycosylase
248199_at,1.60E-02,3.28E-03,-3.9963061,-2.3553593,-1.0090075,AT5G54170,lipid-binding START domain-containing protein
253869_at,1.60E-02,3.28E-03,3.9960364,-2.3557811,0.3014975,AT4G27510,hypothetical protein
258856_at,1.60E-02,3.28E-03,-3.9959762,-2.3558752,-1.43175,SRG3,glycerophosphodiester phosphodiesterase 1
254109_at,1.60E-02,3.29E-03,3.9940989,-2.3588114,0.5367525,SKS1,monocopper oxidase-like protein SKS1
267422_at,1.60E-02,3.29E-03,-3.9940368,-2.3589085,-0.6947125,AT2G35050,protein kinase family protein
264491_at,1.60E-02,3.29E-03,-3.9935349,-2.3596936,-0.3639975,AT1G27410,DNA repair metallo-beta-lactamase family protein
250669_at,1.60E-02,3.30E-03,3.9929403,-2.3606236,1.906695,PGIP2,polygalacturonase inhibitor 2
250168_at,1.60E-02,3.30E-03,3.9927176,-2.360972,0.680515,AT5G15320,hypothetical protein
247657_at,1.60E-02,3.30E-03,3.9923979,-2.3614721,0.752585,AT5G59845,gibberellin-regulated protein
245983_at,1.60E-02,3.30E-03,-3.9920998,-2.3619383,-0.400825,5-FCL,5-formyltetrahydrofolate cycloligase
245597_at,1.60E-02,3.30E-03,-3.9917997,-2.3624079,-0.38654,AT4G14190,pentatricopeptide repeat-containing protein
253427_at,1.61E-02,3.31E-03,3.9904687,-2.3644902,0.3427675,AT4G32390,nucleotide-sugar transporter family protein
257313_at,1.61E-02,3.31E-03,-3.9891652,-2.3665298,-1.3478,TIP2,aquaporin TIP1-2
261092_at,1.61E-02,3.32E-03,3.9882374,-2.3679815,0.44033,AT1G62870,hypothetical protein
254630_at,1.61E-02,3.32E-03,3.988135,-2.3681418,0.79597,AT4G18360,glycolate oxidase
252133_at,1.61E-02,3.32E-03,3.9877558,-2.3687351,0.757505,AT3G50900,hypothetical protein
261512_at,1.61E-02,3.32E-03,3.9873249,-2.3694093,0.405705,AT1G71790,probable F-actin-capping protein subunit beta
256830_at,1.62E-02,3.33E-03,3.9859101,-2.3716236,0.2822675,TIF3C2,eukaryotic translation initiation factor 3 subunit C2
245523_at,1.62E-02,3.33E-03,3.9856025,-2.372105,1.0671175,DI21,protein DROUGHT-INDUCED 21
265226_at,1.62E-02,3.33E-03,-3.9856003,-2.3721085,-0.4026825,AT2G28430,hypothetical protein
249931_at,1.62E-02,3.33E-03,3.9850503,-2.3729693,0.3803725,QQT1,early embryo development protein QQT1
249518_at,1.62E-02,3.34E-03,3.9846006,-2.3736732,0.502915,AT5G38610,plant invertase/pectin methylesterase inhibitor superfamily protein
247182_at,1.62E-02,3.34E-03,-3.9843974,-2.3739912,-0.57181,HB25,homeobox protein 25
248813_at,1.62E-02,3.34E-03,-3.9843316,-2.3740941,-0.66656,VAM3,syntaxin-22
249551_at,1.62E-02,3.34E-03,-3.9840579,-2.3745227,-0.3656325,AT5G38220,alpha/beta-Hydrolases superfamily protein
251007_at,1.62E-02,3.34E-03,3.9835998,-2.3752397,0.4196025,AT5G02610,60S ribosomal protein L35-4
249978_at,1.62E-02,3.34E-03,-3.9835508,-2.3753165,-0.761315,AT5G18850,hypothetical protein
265248_at,1.62E-02,3.35E-03,-3.9827264,-2.376607,-1.1319125,PIF4,transcription factor PIF4
258969_at,1.62E-02,3.35E-03,3.9825039,-2.3769553,0.296345,AT3G10680,heat shock-related protein
254714_at,1.62E-02,3.35E-03,3.9816538,-2.3782861,0.5887275,MYB79,myb domain protein 79
257030_at,1.62E-02,3.35E-03,3.9816356,-2.3783146,0.4670175,,
245841_s_at,1.62E-02,3.35E-03,3.9812219,-2.3789623,0.43495,AT1G59359///AT1G58983///AT1G58684///XW6,40S ribosomal protein S2-2///40S ribosomal protein S2-2///40S ribosomal protein S2-2///40S ribosomal protein S2-1
257293_at,1.62E-02,3.36E-03,-3.9805679,-2.3799863,-0.52205,APG8H,autophagy-related protein 8i
251323_at,1.62E-02,3.36E-03,3.9802196,-2.3805316,0.80731,AT3G61580,Fatty acid/sphingolipid desaturase
259800_at,1.62E-02,3.36E-03,-3.9801901,-2.3805778,-0.5877525,AT1G72175,C3HC4-type RING finger protein
251040_at,1.62E-02,3.36E-03,-3.9800448,-2.3808053,-0.3260975,EMB2730,ribonuclease II
246825_at,1.62E-02,3.36E-03,3.979762,-2.3812482,0.39346,AT5G26260,TRAF-like family protein
247713_at,1.62E-02,3.36E-03,-3.9796237,-2.3814646,-0.9610925,AT5G59330,Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein
259290_at,1.62E-02,3.36E-03,3.9793669,-2.3818668,0.72576,CYCB1;3,cyclin-B1-3
249718_at,1.62E-02,3.36E-03,3.9791957,-2.3821349,0.586885,AT5G35740,carbohydrate-binding X8 domain-containing protein
246792_at,1.63E-02,3.37E-03,-3.9787918,-2.3827674,-0.4416125,AT5G27290,hypothetical protein
267095_at,1.63E-02,3.37E-03,-3.9787018,-2.3829083,-0.4398925,FAC1,AMP deaminase
248074_at,1.63E-02,3.37E-03,3.9781177,-2.3838229,1.261935,FLA1,fasciclin-like arabinogalactan protein 1
249068_at,1.63E-02,3.37E-03,3.9779528,-2.3840813,0.440935,PDLP1,plasmodesmata-located protein 1
251806_at,1.63E-02,3.37E-03,-3.9778236,-2.3842836,-0.397875,OBP3,Dof zinc finger protein DOF3.6
259277_at,1.63E-02,3.37E-03,-3.9773999,-2.3849471,-0.54064,SS2,starch synthase 2
260712_at,1.63E-02,3.37E-03,-3.9772884,-2.3851217,-0.49736,HAB2,protein phosphatase 2C 7
265729_at,1.63E-02,3.37E-03,-3.9770171,-2.3855466,-0.493955,GSL03,glucan synthase-like 3
251701_at,1.63E-02,3.38E-03,-3.9751886,-2.3884105,-0.56287,AT3G56650,Mog1/PsbP/DUF1795-like photosystem II reaction center PsbP family protein
257005_at,1.63E-02,3.39E-03,3.9747503,-2.389097,0.6209325,AT3G14190,hypothetical protein
253336_at,1.63E-02,3.39E-03,3.9742059,-2.3899497,0.4943,EIF3K,translation initiation factor 3 subunit K
244999_at,1.63E-02,3.39E-03,-3.9736426,-2.3908321,-1.34317,rpoB,RNA polymerase beta chain
253002_at,1.63E-02,3.39E-03,-3.973481,-2.3910854,-0.2991975,PLC1,putative phosphoinositide phospholipase C 3
245353_at,1.64E-02,3.39E-03,-3.9729491,-2.3919186,-1.8020175,AT4G16000,hypothetical protein
255000_at,1.64E-02,3.40E-03,3.9726505,-2.3923864,0.52845,AT1G34030///PFL///RPS18C,40S ribosomal protein S18///40S ribosomal protein S18///40S ribosomal protein S18
252099_at,1.64E-02,3.40E-03,-3.972412,-2.3927601,-0.6756325,AT3G51250,Senescence/dehydration-associated protein-like protein
251596_at,1.64E-02,3.40E-03,-3.9713429,-2.3944351,-0.5087775,LPAT2,lysophosphatidyl acyltransferase 2
256182_at,1.64E-02,3.40E-03,3.9709733,-2.3950142,0.3499025,SYP81,syntaxin-81
245698_at,1.64E-02,3.41E-03,3.9705612,-2.3956599,0.58733,AT5G04160,nucleotide-sugar transporter family protein
258342_at,1.64E-02,3.41E-03,3.9703027,-2.396065,0.8291325,AT3G22800,leucine-rich repeat extensin-like protein 6
256597_at,1.64E-02,3.41E-03,-3.9699917,-2.3965522,-0.7350075,AT3G28500,60S acidic ribosomal protein P2-3
250243_at,1.64E-02,3.41E-03,-3.9695132,-2.397302,-0.6094125,GUN5,magnesium chelatase subunit H
260140_at,1.64E-02,3.41E-03,-3.9692234,-2.3977561,-2.3887475,MYB90,transcription factor MYB90
265682_at,1.65E-02,3.42E-03,-3.9670955,-2.4010909,-0.8190275,AT2G24390,AIG2-like family protein
263426_at,1.65E-02,3.43E-03,-3.966346,-2.4022656,-1.212665,GPX2,glutathione peroxidase GPx
262854_at,1.65E-02,3.43E-03,3.9656964,-2.4032839,0.3638475,AT1G20870,HSP20-like chaperones superfamily protein
255883_at,1.65E-02,3.43E-03,3.9653501,-2.4038268,0.769535,AT1G20270,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
250758_at,1.65E-02,3.43E-03,3.9650931,-2.4042295,0.306765,EIF3G2,eukaryotic translation initiation factor 3G2
262344_at,1.65E-02,3.44E-03,3.9642811,-2.4055025,0.788445,RBOH F,respiratory burst oxidase
247773_at,1.65E-02,3.44E-03,3.9642491,-2.4055525,0.3415625,AT5G58630,hypothetical protein
261440_at,1.65E-02,3.44E-03,3.9640958,-2.4057929,0.6019075,AT1G28510,Optic atrophy 3 protein (OPA3)
250394_at,1.65E-02,3.44E-03,-3.9634643,-2.4067829,-0.4348875,AT5G10910,mraW methylase family protein
251400_at,1.66E-02,3.45E-03,3.9620952,-2.4089294,1.5440375,AT3G60420,phosphoglycerate mutase family protein
265212_at,1.66E-02,3.45E-03,-3.9618683,-2.4092852,-0.4180225,AT1G05030,putative plastidic glucose transporter 1
245198_at,1.66E-02,3.45E-03,-3.961502,-2.4098594,-0.7398825,AT1G67700,hypothetical protein
244906_at,1.66E-02,3.46E-03,-3.9608912,-2.4108173,-0.9778875,ArthMp062,hypothetical protein
257365_x_at,1.66E-02,3.46E-03,-3.9599403,-2.4123083,-3.2151675,PDF1.2b,putative defensin-like protein
247449_at,1.66E-02,3.46E-03,3.9596938,-2.4126949,0.555565,AT5G62290,chloride conductance regulatory protein ICln
252877_at,1.66E-02,3.47E-03,3.9580974,-2.4151984,0.5444675,AT4G39630,hypothetical protein
246391_at,1.67E-02,3.48E-03,3.9571227,-2.4167271,0.318375,AT1G77350,hypothetical protein
245400_at,1.67E-02,3.48E-03,-3.956688,-2.4174089,-0.44505,CLPR4,ATP-dependent Clp protease proteolytic subunit-related protein 4
247303_at,1.67E-02,3.48E-03,3.9561932,-2.4181851,0.3481725,HDH,Histidinol dehydrogenase
245722_at,1.67E-02,3.48E-03,3.9554743,-2.4193128,0.281875,AT1G73430,sec34-like protein
253666_at,1.67E-02,3.49E-03,-3.9550228,-2.420021,-1.29445,XTH24,xyloglucan endotransglucosylase/hydrolase protein 24
249688_at,1.67E-02,3.49E-03,-3.9547616,-2.4204308,-0.793385,AT5G36160,tyrosine aminotransferase
254863_at,1.67E-02,3.49E-03,-3.9546274,-2.4206413,-0.6087375,NUDX14,nudix hydrolase 14
257745_at,1.67E-02,3.49E-03,3.9541135,-2.4214475,0.7313,AT3G29240,hypothetical protein
247519_at,1.67E-02,3.50E-03,-3.9528046,-2.4235011,-0.374305,NAC100,NAC domain containing protein 100
256143_at,1.67E-02,3.50E-03,3.9527418,-2.4235996,0.6655275,AT1G48830,40S ribosomal protein S7-1
249195_s_at,1.68E-02,3.52E-03,3.9485906,-2.4301137,0.395895,AT5G42510///AT5G42500,disease resistance-responsive family protein///disease resistance-responsive (dirigent-like protein) family protein
260940_at,1.68E-02,3.52E-03,3.9483715,-2.4304575,0.5114775,AT1G45000,AAA-type ATPase family protein
249764_at,1.69E-02,3.53E-03,-3.9473491,-2.4320623,-0.3040425,MIND,putative septum site-determining protein minD homolog
251096_at,1.69E-02,3.53E-03,-3.9467589,-2.4329887,-0.3233925,LECRKA4.2,Lectin-domain containing receptor kinase A4.2
263136_at,1.69E-02,3.54E-03,-3.9446818,-2.4362492,-0.619875,TPS1,"alpha,alpha-trehalose-phosphate synthase [UDP-forming] 1"
253417_at,1.69E-02,3.55E-03,3.943831,-2.4375849,0.3288425,PC-MYB1,myb-related protein 3R-1
262235_at,1.69E-02,3.55E-03,-3.9437366,-2.4377333,-0.59419,AT1G48350,50S ribosomal protein L18/L5e family protein
253581_at,1.69E-02,3.55E-03,-3.9432719,-2.4384628,-0.707785,AT4G30660,putative low temperature and salt responsive protein
253032_at,1.70E-02,3.56E-03,3.94146,-2.4413079,0.418295,AT4G38200,SEC7-like guanine nucleotide exchange family protein
250133_at,1.70E-02,3.56E-03,-3.9409423,-2.4421209,-0.65886,TRXF2,thioredoxin F2
257100_at,1.70E-02,3.57E-03,-3.9394811,-2.4444155,-0.5138575,RLP41,receptor like protein 41
258499_at,1.70E-02,3.57E-03,-3.9385891,-2.4458164,-0.80114,RAD23C,UV excision repair protein RAD23C
246230_at,1.70E-02,3.58E-03,-3.9382477,-2.4463526,-0.9768825,AT4G36710,scarecrow-like protein 15
266700_at,1.70E-02,3.58E-03,3.9380885,-2.4466027,0.49127,AT2G19740,60S ribosomal protein L31-1
263782_at,1.71E-02,3.58E-03,3.9374476,-2.4476094,0.517185,AT2G46380,hypothetical protein
258757_at,1.71E-02,3.58E-03,-3.9367731,-2.4486689,-0.496115,CPuORF63///AT3G10910,hypothetical protein///RING-H2 finger protein ATL72
262796_at,1.71E-02,3.59E-03,3.9362525,-2.4494867,1.55457,XCP2,xylem cysteine proteinase 2
245412_at,1.71E-02,3.59E-03,3.9360393,-2.4498216,0.6621975,AT4G17280,putative auxin-responsive protein
261022_at,1.71E-02,3.59E-03,3.9352669,-2.451035,0.4625725,NAC007,NAC domain-containing protein 7
255065_s_at,1.71E-02,3.59E-03,-3.9350608,-2.4513588,-0.630965,AT4G08900///AT4G08870,arginase 1///arginine amidohydrolase 2
267229_s_at,1.71E-02,3.60E-03,3.9344415,-2.4523318,0.6804175,AT5G38640///AT2G44070,translation initiation factor eIF-2B delta subunit-like protein///NagB/RpiA/CoA transferase-like superfamily protein
253243_at,1.71E-02,3.60E-03,-3.9338114,-2.4533216,-0.998945,AT4G34560,hypothetical protein
261216_at,1.71E-02,3.60E-03,3.932955,-2.4546673,1.1192425,AT1G33030,O-methyltransferase-like protein
255284_at,1.72E-02,3.61E-03,-3.9323584,-2.4556047,-1.272085,1-Apr,5'-adenylylsulfate reductase 1
266402_at,1.72E-02,3.61E-03,-3.9320475,-2.4560932,-0.6260375,AT2G38780,hypothetical protein
252167_at,1.72E-02,3.61E-03,-3.9309933,-2.4577498,-0.418575,AT3G50560,Rossmann-fold NAD(P)-binding domain-containing protein
260387_at,1.72E-02,3.62E-03,-3.9293319,-2.4603609,-0.8401,SOT16,desulfo-glucosinolate sulfotransferase 16
250315_at,1.72E-02,3.62E-03,-3.9291882,-2.4605867,-0.37312,PDE149,protein pigment defective 149
265983_at,1.72E-02,3.63E-03,3.9287834,-2.461223,1.436665,HB21,homeobox-leucine zipper protein ATHB-21
266927_at,1.72E-02,3.63E-03,-3.9286231,-2.461475,-0.8413,PIP1B,aquaporin PIP1-2
265254_at,1.72E-02,3.63E-03,3.9279759,-2.4624922,0.5252825,DRB2,dsRNA-binding protein 2
264820_at,1.73E-02,3.63E-03,-3.9277025,-2.4629219,-0.7416025,LIN2,coproporphyrinogen III oxidase
245308_at,1.73E-02,3.63E-03,3.9273869,-2.463418,0.5436725,AT4G17486,PPPDE putative thiol peptidase-like protein
267365_at,1.73E-02,3.63E-03,-3.9273002,-2.4635543,-0.462385,AT2G44530,ribose-phosphate pyrophosphokinase 5
255981_at,1.73E-02,3.64E-03,3.926658,-2.4645638,0.4026025,AT1G34020,nucleotide-sugar transporter family protein
257890_s_at,1.73E-02,3.64E-03,-3.9259523,-2.4656731,-0.51536,AT3G42570///AT3G17070,peroxidase family protein///peroxidase 29
250886_at,1.73E-02,3.64E-03,-3.9258506,-2.465833,-0.480595,AT5G04440,hypothetical protein
253976_at,1.73E-02,3.64E-03,3.9257165,-2.4660439,0.66411,D6PKL1,D6 protein kinase like 1
258323_at,1.73E-02,3.64E-03,3.9253733,-2.4665835,0.529655,AT3G22750,protein kinase family protein
246610_at,1.73E-02,3.64E-03,3.9253715,-2.4665863,0.366635,AT5G35400,Pseudouridine synthase family protein
266828_at,1.73E-02,3.65E-03,-3.9249627,-2.4672289,-0.6436975,AT2G22930,UDP-glycosyltransferase 79B8
251850_at,1.73E-02,3.65E-03,3.9248823,-2.4673554,0.4853175,FBL17,ubiquitin protein ligase FBL17
260394_at,1.73E-02,3.65E-03,3.9240037,-2.4687367,0.777445,MYB122,myb domain protein 122
253039_at,1.73E-02,3.66E-03,-3.9229228,-2.4704363,-1.8141125,SQE3,squalene epoxidase 3
266167_at,1.73E-02,3.66E-03,3.9226748,-2.4708263,1.2785375,YLS5,protease I (pfpI)-like protein YLS5
260945_at,1.73E-02,3.66E-03,3.9226233,-2.4709072,0.3453475,AT1G05950,hypothetical protein
263217_at,1.73E-02,3.66E-03,3.9225639,-2.4710007,0.449055,AT1G30740,FAD-binding and BBE domain-containing protein
255843_at,1.73E-02,3.66E-03,-3.9218163,-2.4721763,-0.3358825,CPL3,RNA polymerase II C-terminal domain phosphatase-like 3
257290_at,1.74E-02,3.67E-03,3.9209563,-2.4735287,0.5076725,AT3G15550,hypothetical protein
265023_at,1.74E-02,3.67E-03,3.9206901,-2.4739473,0.9395325,AT1G24440,RING/U-box domain-containing protein
262525_at,1.74E-02,3.67E-03,3.9201984,-2.4747206,0.5156375,CYP72C1,cytochrome p450 72c1
264810_at,1.74E-02,3.68E-03,3.9186554,-2.4771476,0.43305,AT1G08750,putative glycosylphosphatidylinositol-anchor transamidase
248218_at,1.74E-02,3.68E-03,-3.9186443,-2.477165,-1.1998725,AT5G53710,hypothetical protein
265664_at,1.75E-02,3.69E-03,-3.916667,-2.4802753,-0.9457425,AT2G24420,ATPase-related DNA repair protein
263601_s_at,1.75E-02,3.69E-03,3.9166167,-2.4803545,0.6387475,THY-2///THY-1,bifunctional dihydrofolate reductase - thymidylate synthase///bifunctional dihydrofolate reductase-thymidylate synthase 1
245865_at,1.75E-02,3.69E-03,3.9165724,-2.4804241,0.4028525,AT1G58025,DNA-binding bromodomain-containing protein
250814_at,1.75E-02,3.70E-03,3.9155631,-2.482012,0.4608,UBC22,ubiquitin-conjugating enzyme E2 22
247075_at,1.75E-02,3.70E-03,3.9150644,-2.4827965,0.4894975,PLP3b,phosducin-like protein 3-like protein
264906_at,1.75E-02,3.70E-03,-3.9147118,-2.4833513,-0.5861175,PHT3;3,phosphate transporter 3;3
254053_s_at,1.75E-02,3.70E-03,-3.9145428,-2.4836171,-0.4310475,AT4G25310///AT4G25300,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein///2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
264533_s_at,1.76E-02,3.72E-03,-3.9119386,-2.487715,-0.3155575,CAX5///CAX6,vacuolar cation/proton exchanger 5///cation exchanger 6
257132_at,1.76E-02,3.72E-03,-3.9116043,-2.488241,-0.4344625,AT3G20230,ribosomal L18p/L5e family protein
258783_at,1.76E-02,3.73E-03,3.9102206,-2.4904186,0.4634175,AT3G11760,hypothetical protein
256438_s_at,1.76E-02,3.74E-03,3.9089804,-2.4923708,1.16356,AT1G56045///AT3G56020///AT3G11120///AT3G08520///AT2G40205,60S ribosomal protein L41///60S ribosomal protein L41///60S ribosomal protein L41///60S ribosomal protein L41///60S ribosomal protein L41
252652_at,1.76E-02,3.74E-03,3.9088346,-2.4926001,1.02732,ADT4,arogenate dehydratase 4
262459_at,1.77E-02,3.75E-03,-3.9058575,-2.4972866,-0.4454575,AT1G50400,eukaryotic porin family protein
254716_at,1.77E-02,3.75E-03,-3.9057727,-2.4974203,-0.7820975,UNE15,protein unfertilized embryo sac 15
246551_at,1.77E-02,3.75E-03,3.9057288,-2.4974894,0.4629875,AT5G15070,phosphoglycerate mutase-like protein
259966_at,1.77E-02,3.75E-03,3.9054973,-2.4978538,0.78317,SOB3,AT-hook motif nuclear localized protein 29
267278_at,1.77E-02,3.76E-03,-3.903971,-2.500257,-0.577355,AT2G19350,hypothetical protein
265445_at,1.77E-02,3.76E-03,3.9038579,-2.500435,0.82375,AT2G37190,ribosomal protein L11 family protein
259160_at,1.78E-02,3.77E-03,-3.9030367,-2.5017281,-0.4247625,AT3G05410,photosystem II reaction center PsbP family protein
254379_at,1.78E-02,3.77E-03,3.902778,-2.5021355,0.4890025,AT4G21820,binding / calmodulin binding protein
266512_at,1.78E-02,3.77E-03,3.9021594,-2.5031097,0.529425,AT2G47690,NADH dehydrogenase (ubiquinone) Fe-S protein 5
246913_at,1.78E-02,3.78E-03,3.9012091,-2.5046062,0.5034825,GATA12,GATA transcription factor 12
263130_at,1.79E-02,3.79E-03,3.8986964,-2.5085638,0.386275,POLD3,DNA polymerase delta 3
258811_at,1.79E-02,3.80E-03,3.8970726,-2.5111217,1.580375,AT3G03990,putative strigolactone esterase D14
261314_at,1.79E-02,3.81E-03,3.8956853,-2.5133073,0.5022475,AT1G52980,nuclear/nucleolar GTPase 2
266929_at,1.79E-02,3.81E-03,-3.8955466,-2.5135258,-1.0943675,AT2G45850,AT hook motif DNA-binding family protein
264849_at,1.79E-02,3.82E-03,3.8947833,-2.5147286,0.531275,AT2G17360,40S ribosomal protein S4-1
253746_at,1.79E-02,3.82E-03,-3.8946922,-2.514872,-0.84119,AT4G29100,transcription factor bHLH68
254959_at,1.79E-02,3.82E-03,3.8945112,-2.5151572,0.4797375,UGE5///AT4G10955,UDP-glucose 4-epimerase 5///UDP-glucose 4-epimerase 5
