"","oma_id","level","level_name","araID","gene_id"
"2641",15168753,8,"Magnoliopsida","ARATH04787","AT1G31450"
"2642",15168754,8,"Magnoliopsida","ARATH04788","AT1G31460"
"2643",15168755,7,"Spermatophyta","ARATH04789","AT1G31470"
"2644",15168756,3,"Viridiplantae","ARATH04790","AT1G31480"
"2645",15168757,9,"Mesangiospermae","ARATH04791","AT1G31490"
"2646",15168764,2,"Eukaryota","ARATH04798","AT1G31500"
"2647",15168768,2,"Eukaryota","ARATH04802","AT1G31530"
"2648",15168770,13,"Brassicaceae","ARATH04804","AT1G31540"
"2649",15168772,9,"Mesangiospermae","ARATH04806","AT1G31550"
"2650",15168774,14,"Arabidopsis","ARATH04808","AT1G31580"
"2651",15168775,2,"Eukaryota","ARATH04809","AT1G31600"
"2652",15168781,8,"Magnoliopsida","ARATH04815","AT1G31650"
"2653",15168785,7,"Spermatophyta","ARATH04819","AT1G31690"
"2654",15168786,7,"Spermatophyta","ARATH04820","AT1G31710"
"2655",15168787,7,"Spermatophyta","ARATH04821","AT1G31720"
"2656",15168794,2,"Eukaryota","ARATH04828","AT1G31730"
"2657",15168795,2,"Eukaryota","ARATH04829","AT1G31740"
"2658",15168796,7,"Spermatophyta","ARATH04830","AT1G31750"
"2659",15168797,8,"Magnoliopsida","ARATH04831","AT1G31760"
"2660",15168798,2,"Eukaryota","ARATH04832","AT1G31770"
"2661",15168801,2,"Eukaryota","ARATH04835","AT1G31780"
"2662",15168802,8,"Magnoliopsida","ARATH04836","AT1G31790"
"2663",15168803,2,"Eukaryota","ARATH04837","AT1G31800"
"2664",15168804,5,"Embryophyta","ARATH04838","AT1G31810"
"2665",15168805,1,"LUCA","ARATH04839","AT1G31812"
"2666",15168807,13,"Brassicaceae","ARATH04841","AT1G31817"
"2667",15168808,2,"Eukaryota","ARATH04842","AT1G31820"
"2668",15168809,2,"Eukaryota","ARATH04843","AT1G31830"
"2669",15168814,8,"Magnoliopsida","ARATH04848","AT1G31840"
"2670",15168815,5,"Embryophyta","ARATH04849","AT1G31850"
"2671",15168817,1,"LUCA","ARATH04851","AT1G31860"
"2672",15168819,2,"Eukaryota","ARATH04853","AT1G31870"
"2673",15168820,10,"Pentapetalae","ARATH04854","AT1G31880"
"2674",15168824,10,"Pentapetalae","ARATH04858","AT1G31885"
"2675",15168825,2,"Eukaryota","ARATH04859","AT1G31910"
"2676",15168827,9,"Mesangiospermae","ARATH04861","AT1G31920"
"2677",15168828,6,"Tracheophyta","ARATH04862","AT1G31930"
"2678",15168829,5,"Embryophyta","ARATH04863","AT1G31940"
"2679",15168833,14,"Arabidopsis","ARATH04867","AT1G31960"
"2680",15168834,2,"Eukaryota","ARATH04868","AT1G31970"
"2681",15168836,14,"Arabidopsis","ARATH04870","AT1G32000"
"2682",15168839,13,"Brassicaceae","ARATH04873","AT1G32030"
"2683",15168840,8,"Magnoliopsida","ARATH04874","AT1G32050"
"2684",15168841,1,"LUCA","ARATH04875","AT1G32060"
"2685",15168842,4,"Streptophyta","ARATH04876","AT1G32070"
"2686",15168845,2,"Eukaryota","ARATH04879","AT1G32080"
"2687",15168846,2,"Eukaryota","ARATH04880","AT1G32090"
"2688",15168847,2,"Eukaryota","ARATH04881","AT1G32100"
"2689",15168849,2,"Eukaryota","ARATH04883","AT1G32127"
"2690",15168850,2,"Eukaryota","ARATH04884","AT1G32130"
"2691",15168852,14,"Arabidopsis","ARATH04886","AT1G32140"
"2692",15168853,7,"Spermatophyta","ARATH04887","AT1G32150"
"2693",15168854,3,"Viridiplantae","ARATH04888","AT1G32160"
"2694",15168855,9,"Mesangiospermae","ARATH04889","AT1G32170"
"2695",15168856,11,"rosids","ARATH04890","AT1G32180"
"2696",15168857,9,"Mesangiospermae","ARATH04891","AT1G32190"
"2697",15168859,2,"Eukaryota","ARATH04893","AT1G32200"
"2698",15168861,2,"Eukaryota","ARATH04895","AT1G32210"
"2699",15168862,2,"Eukaryota","ARATH04896","AT1G32220"
"2700",15168866,8,"Magnoliopsida","ARATH04900","AT1G32230"
"2701",15168867,10,"Pentapetalae","ARATH04901","AT1G32240"
"2702",15168870,1,"LUCA","ARATH04904","AT1G32250"
"2703",15168871,10,"Pentapetalae","ARATH04905","AT1G32260"
"2704",15168872,14,"Arabidopsis","ARATH04906","AT1G32270"
"2705",15168874,13,"Brassicaceae","ARATH04908","AT1G32280"
"2706",15168875,2,"Eukaryota","ARATH04909","AT1G32300"
"2707",15168877,9,"Mesangiospermae","ARATH04911","AT1G32320"
"2708",15168879,12,"malvids","ARATH04913","AT1G32330"
"2709",15168881,2,"Eukaryota","ARATH04915","AT1G32340"
"2710",15168882,4,"Streptophyta","ARATH04916","AT1G32350"
"2711",15168884,7,"Spermatophyta","ARATH04918","AT1G32360"
"2712",15168885,13,"Brassicaceae","ARATH04919","AT1G32361"
"2713",15168886,5,"Embryophyta","ARATH04920","AT1G32370"
"2714",15168892,2,"Eukaryota","ARATH04926","AT1G32380"
"2715",15168893,3,"Viridiplantae","ARATH04927","AT1G32400"
"2716",15168895,10,"Pentapetalae","ARATH04929","AT1G32415"
"2717",15168896,13,"Brassicaceae","ARATH04930","AT1G32420"
"2718",15168897,13,"Brassicaceae","ARATH04931","AT1G32430"
"2719",15168898,1,"LUCA","ARATH04932","AT1G32440"
"2720",15168899,2,"Eukaryota","ARATH04933","AT1G32450"
"2721",15168900,9,"Mesangiospermae","ARATH04934","AT1G32460"
"2722",15168901,1,"LUCA","ARATH04935","AT1G32470"
"2723",15168905,2,"Eukaryota","ARATH04939","AT1G32500"
"2724",15168906,13,"Brassicaceae","ARATH04940","AT1G32510"
"2725",15168908,8,"Magnoliopsida","ARATH04942","AT1G32530"
"2726",15168912,5,"Embryophyta","ARATH04946","AT1G32540"
"2727",15168915,5,"Embryophyta","ARATH04949","AT1G32550"
"2728",15168916,13,"Brassicaceae","ARATH04950","AT1G32560"
"2729",15168919,13,"Brassicaceae","ARATH04953","AT1G32580"
"2730",15168920,11,"rosids","ARATH04954","AT1G32583"
"2731",15168921,13,"Brassicaceae","ARATH04955","AT1G32585"
"2732",15168922,14,"Arabidopsis","ARATH04956","AT1G32600"
"2733",15168923,12,"malvids","ARATH04957","AT1G32610"
"2734",15168925,11,"rosids","ARATH04959","AT1G32630"
"2735",15168926,7,"Spermatophyta","ARATH04960","AT1G32640"
"2736",15168928,13,"Brassicaceae","ARATH04962","AT1G32660"
"2737",15168929,9,"Mesangiospermae","ARATH04963","AT1G32690"
"2738",15168930,5,"Embryophyta","ARATH04964","AT1G32700"
"2739",15168932,9,"Mesangiospermae","ARATH04966","AT1G32710"
"2740",15168934,8,"Magnoliopsida","ARATH04968","AT1G32730"
"2741",15168935,7,"Spermatophyta","ARATH04969","AT1G32740"
"2742",15168938,5,"Embryophyta","ARATH04972","AT1G32750"
"2743",15168939,8,"Magnoliopsida","ARATH04973","AT1G32760"
"2744",15168940,14,"Arabidopsis","ARATH04974","AT1G32763"
"2745",15168941,13,"Brassicaceae","ARATH04975","AT1G32770"
"2746",15168942,7,"Spermatophyta","ARATH04976","AT1G32780"
"2747",15168944,5,"Embryophyta","ARATH04978","AT1G32790"
"2748",15168945,9,"Mesangiospermae","ARATH04979","AT1G32810"
"2749",15168946,2,"Eukaryota","ARATH04980","AT1G32850"
"2750",15168947,2,"Eukaryota","ARATH04981","AT1G32860"
"2751",15168950,13,"Brassicaceae","ARATH04984","AT1G32870"
"2752",15168952,2,"Eukaryota","ARATH04986","AT1G32900"
"2753",15168953,7,"Spermatophyta","ARATH04987","AT1G32910"
"2754",15168954,11,"rosids","ARATH04988","AT1G32920"
"2755",15168955,13,"Brassicaceae","ARATH04989","AT1G32928"
"2756",15168956,3,"Viridiplantae","ARATH04990","AT1G32930"
"2757",15168957,8,"Magnoliopsida","ARATH04991","AT1G32940"
"2758",15168960,8,"Magnoliopsida","ARATH04994","AT1G32950"
"2759",15168962,8,"Magnoliopsida","ARATH04996","AT1G32960"
"2760",15168963,8,"Magnoliopsida","ARATH04997","AT1G32970"
"2761",15168965,14,"Arabidopsis","ARATH04999","AT1G32980"
"2762",15168966,1,"LUCA","ARATH05000","AT1G32990"
"2763",15168968,14,"Arabidopsis","ARATH05002","AT1G33020"
"2764",15168970,5,"Embryophyta","ARATH05004","AT1G33030"
"2765",15168972,2,"Eukaryota","ARATH05006","AT1G33040"
"2766",15168973,13,"Brassicaceae","ARATH05007","AT1G33050"
"2767",15168977,8,"Magnoliopsida","ARATH05011","AT1G33055"
"2768",15168978,13,"Brassicaceae","ARATH05012","AT1G33060"
"2769",15168981,2,"Eukaryota","ARATH05015","AT1G33080"
"2770",15168983,2,"Eukaryota","ARATH05017","AT1G33090"
"2771",15168986,2,"Eukaryota","ARATH05020","AT1G33110"
"2772",15168988,1,"LUCA","ARATH05022","AT1G33120"
"2773",15168989,1,"LUCA","ARATH05023","AT1G33140"
"2774",15168990,5,"Embryophyta","ARATH05024","AT1G33170"
"2775",15168991,10,"Pentapetalae","ARATH05025","AT1G33220"
"2776",15168993,2,"Eukaryota","ARATH05027","AT1G33230"
"2777",15168995,11,"rosids","ARATH05029","AT1G33240"
"2778",15168997,5,"Embryophyta","ARATH05031","AT1G33250"
"2779",15168999,8,"Magnoliopsida","ARATH05033","AT1G33260"
"2780",15169001,6,"Tracheophyta","ARATH05035","AT1G33270"
"2781",15169003,13,"Brassicaceae","ARATH05037","AT1G33280"
"2782",15169004,2,"Eukaryota","ARATH05038","AT1G33290"
"2783",15169010,6,"Tracheophyta","ARATH05044","AT1G33330"
"2784",15169011,9,"Mesangiospermae","ARATH05045","AT1G33340"
"2785",15169012,9,"Mesangiospermae","ARATH05046","AT1G33350"
"2786",15169014,5,"Embryophyta","ARATH05048","AT1G33360"
"2787",15169015,2,"Eukaryota","ARATH05049","AT1G33390"
"2788",15169019,4,"Streptophyta","ARATH05053","AT1G33410"
"2789",15169022,5,"Embryophyta","ARATH05056","AT1G33420"
"2790",15169023,3,"Viridiplantae","ARATH05057","AT1G33430"
"2791",15169026,2,"Eukaryota","ARATH05060","AT1G33440"
"2792",15169029,9,"Mesangiospermae","ARATH05063","AT1G33470"
"2793",15169035,1,"LUCA","ARATH05069","AT1G33490"
"2794",15169036,5,"Embryophyta","ARATH05070","AT1G33500"
"2795",15169038,2,"Eukaryota","ARATH05072","AT1G33520"
"2796",15169039,13,"Brassicaceae","ARATH05073","AT1G33530"
"2797",15169041,8,"Magnoliopsida","ARATH05075","AT1G33540"
"2798",15169042,7,"Spermatophyta","ARATH05076","AT1G33560"
"2799",15169045,7,"Spermatophyta","ARATH05079","AT1G33590"
"2800",15169047,13,"Brassicaceae","ARATH05081","AT1G33607"
"2801",15169048,7,"Spermatophyta","ARATH05082","AT1G33610"
"2802",15169049,7,"Spermatophyta","ARATH05083","AT1G33612"
"2803",15169051,7,"Spermatophyta","ARATH05085","AT1G33670"
"2804",15169054,1,"LUCA","ARATH05088","AT1G33700"
"2805",15169055,14,"Arabidopsis","ARATH05089","AT1G33710"
"2806",15169060,12,"malvids","ARATH05094","AT1G33750"
"2807",15169061,11,"rosids","ARATH05095","AT1G33760"
"2808",15169063,2,"Eukaryota","ARATH05097","AT1G33780"
"2809",15169068,13,"Brassicaceae","ARATH05102","AT1G33790"
"2810",15169070,7,"Spermatophyta","ARATH05104","AT1G33800"
"2811",15169071,5,"Embryophyta","ARATH05105","AT1G33810"
"2812",15169072,8,"Magnoliopsida","ARATH05106","AT1G33811"
"2813",15169073,14,"Arabidopsis","ARATH05107","AT1G33820"
"2814",15169074,10,"Pentapetalae","ARATH05108","AT1G33830"
"2815",15169075,5,"Embryophyta","ARATH05109","AT1G33840"
"2816",15169080,13,"Brassicaceae","ARATH05114","AT1G33870"
"2817",15169081,2,"Eukaryota","ARATH05115","AT1G33880"
"2818",15169082,2,"Eukaryota","ARATH05116","AT1G33890"
"2819",15169083,2,"Eukaryota","ARATH05117","AT1G33900"
"2820",15169084,2,"Eukaryota","ARATH05118","AT1G33910"
"2821",15169085,7,"Spermatophyta","ARATH05119","AT1G33920"
"2822",15169086,2,"Eukaryota","ARATH05120","AT1G33930"
"2823",15169094,2,"Eukaryota","ARATH05128","AT1G33970"
"2824",15169096,7,"Spermatophyta","ARATH05130","AT1G33980"
"2825",15169097,2,"Eukaryota","ARATH05131","AT1G33990"
"2826",15169098,3,"Viridiplantae","ARATH05132","AT1G34000"
"2827",15169100,8,"Magnoliopsida","ARATH05134","AT1G34010"
"2828",15169102,2,"Eukaryota","ARATH05136","AT1G34020"
"2829",15169103,1,"LUCA","ARATH05137","AT1G34030"
"2830",15169104,2,"Eukaryota","ARATH05138","AT1G34040"
"2831",15169109,13,"Brassicaceae","ARATH05143","AT1G34047"
"2832",15169113,2,"Eukaryota","ARATH05147","AT1G34060"
"2833",15169115,2,"Eukaryota","ARATH05149","AT1G34065"
"2834",15169118,2,"Eukaryota","ARATH05152","AT1G34110"
"2835",15169121,8,"Magnoliopsida","ARATH05155","AT1G34120"
"2836",15169125,2,"Eukaryota","ARATH05159","AT1G34130"
"2837",15169126,10,"Pentapetalae","ARATH05160","AT1G34140"
"2838",15169127,2,"Eukaryota","ARATH05161","AT1G34150"
"2839",15169128,9,"Mesangiospermae","ARATH05162","AT1G34160"
"2840",15169132,13,"Brassicaceae","ARATH05166","AT1G34170"
"2841",15169133,10,"Pentapetalae","ARATH05167","AT1G34180"
"2842",15169137,10,"Pentapetalae","ARATH05171","AT1G34190"
"2843",15169138,2,"Eukaryota","ARATH05172","AT1G34200"
"2844",15169139,4,"Streptophyta","ARATH05173","AT1G34210"
"2845",15169141,7,"Spermatophyta","ARATH05175","AT1G34220"
"2846",15169142,13,"Brassicaceae","ARATH05176","AT1G34245"
"2847",15169143,2,"Eukaryota","ARATH05177","AT1G34260"
"2848",15169145,6,"Tracheophyta","ARATH05179","AT1G34270"
"2849",15169147,5,"Embryophyta","ARATH05181","AT1G34300"
"2850",15169148,13,"Brassicaceae","ARATH05182","AT1G34310"
"2851",15169151,5,"Embryophyta","ARATH05185","AT1G34320"
"2852",15169152,4,"Streptophyta","ARATH05186","AT1G34340"
"2853",15169153,2,"Eukaryota","ARATH05187","AT1G34350"
"2854",15169157,10,"Pentapetalae","ARATH05191","AT1G34355"
"2855",15169161,9,"Mesangiospermae","ARATH05195","AT1G34370"
"2856",15169165,6,"Tracheophyta","ARATH05199","AT1G34380"
"2857",15169166,13,"Brassicaceae","ARATH05200","AT1G34390"
"2858",15169169,13,"Brassicaceae","ARATH05203","AT1G34410"
"2859",15169170,7,"Spermatophyta","ARATH05204","AT1G34420"
"2860",15169171,2,"Eukaryota","ARATH05205","AT1G34430"
"2861",15169178,2,"Eukaryota","ARATH05212","AT1G34470"
"2862",15169183,5,"Embryophyta","ARATH05217","AT1G34520"
"2863",15169184,2,"Eukaryota","ARATH05218","AT1G34540"
"2864",15169185,8,"Magnoliopsida","ARATH05219","AT1G34550"
"2865",15169187,13,"Brassicaceae","ARATH05221","AT1G34560"
"2866",15169188,10,"Pentapetalae","ARATH05222","AT1G34570"
"2867",15169189,14,"Arabidopsis","ARATH05223","AT1G34575"
"2868",15169190,8,"Magnoliopsida","ARATH05224","AT1G34580"
"2869",15169192,2,"Eukaryota","ARATH05226","AT1G34630"
"2870",15169195,7,"Spermatophyta","ARATH05229","AT1G34640"
"2871",15169197,13,"Brassicaceae","ARATH05231","AT1G34670"
"2872",15169198,2,"Eukaryota","ARATH05232","AT1G34750"
"2873",15169200,2,"Eukaryota","ARATH05234","AT1G34760"
"2874",15169204,2,"Eukaryota","ARATH05238","AT1G34770"
"2875",15169207,7,"Spermatophyta","ARATH05241","AT1G34780"
"2876",15169209,12,"malvids","ARATH05243","AT1G34790"
"2877",15169210,14,"Arabidopsis","ARATH05244","AT1G34792"
"2878",15169211,14,"Arabidopsis","ARATH05245","AT1G34795"
"2879",15169212,14,"Arabidopsis","ARATH05246","AT1G34800"
"2880",15169213,14,"Arabidopsis","ARATH05247","AT1G34805"
"2881",15169215,14,"Arabidopsis","ARATH05249","AT1G34810"
"2882",15169217,14,"Arabidopsis","ARATH05251","AT1G34815"
"2883",15169219,14,"Arabidopsis","ARATH05253","AT1G34820"
"2884",15169221,14,"Arabidopsis","ARATH05255","AT1G34825"
"2885",15169223,14,"Arabidopsis","ARATH05257","AT1G34830"
"2886",15169224,14,"Arabidopsis","ARATH05258","AT1G34840"
"2887",15169225,14,"Arabidopsis","ARATH05259","AT1G34850"
"2888",15169227,14,"Arabidopsis","ARATH05261","AT1G34860"
"2889",15169229,14,"Arabidopsis","ARATH05263","AT1G34930"
"2890",15169231,14,"Arabidopsis","ARATH05265","AT1G35035"
"2891",15169233,5,"Embryophyta","ARATH05267","AT1G35140"
"2892",15169235,2,"Eukaryota","ARATH05269","AT1G35160"
"2893",15169240,2,"Eukaryota","ARATH05274","AT1G35180"
"2894",15169242,14,"Arabidopsis","ARATH05276","AT1G35183"
"2895",15169244,2,"Eukaryota","ARATH05278","AT1G35190"
"2896",15169246,13,"Brassicaceae","ARATH05280","AT1G35210"
"2897",15169248,2,"Eukaryota","ARATH05282","AT1G35220"
"2898",15169252,10,"Pentapetalae","ARATH05286","AT1G35230"
"2899",15169253,13,"Brassicaceae","ARATH05287","AT1G35240"
"2900",15169255,4,"Streptophyta","ARATH05289","AT1G35250"
"2901",15169259,10,"Pentapetalae","ARATH05293","AT1G35260"
"2902",15169260,14,"Arabidopsis","ARATH05294","AT1G35290"
"2903",15169261,10,"Pentapetalae","ARATH05295","AT1G35310"
"2904",15169264,13,"Brassicaceae","ARATH05298","AT1G35330"
"2905",15169266,5,"Embryophyta","ARATH05300","AT1G35340"
"2906",15169272,13,"Brassicaceae","ARATH05306","AT1G35353"
"2907",15169275,14,"Arabidopsis","ARATH05309","AT1G35400"
"2908",15169276,14,"Arabidopsis","ARATH05310","AT1G35410"
"2909",15169279,4,"Streptophyta","ARATH05313","AT1G35420"
"2910",15169280,11,"rosids","ARATH05314","AT1G35430"
"2911",15169281,13,"Brassicaceae","ARATH05315","AT1G35435"
"2912",15169282,6,"Tracheophyta","ARATH05316","AT1G35440"
"2913",15169284,10,"Pentapetalae","ARATH05318","AT1G35460"
"2914",15169285,14,"Arabidopsis","ARATH05319","AT1G35467"
"2915",15169286,2,"Eukaryota","ARATH05320","AT1G35470"
"2916",15169288,13,"Brassicaceae","ARATH05322","AT1G35490"
"2917",15169290,4,"Streptophyta","ARATH05324","AT1G35510"
"2918",15169291,14,"Arabidopsis","ARATH05325","AT1G35515"
"2919",15169294,13,"Brassicaceae","ARATH05328","AT1G35520"
"2920",15169299,9,"Mesangiospermae","ARATH05333","AT1G35530"
"2921",15169300,13,"Brassicaceae","ARATH05334","AT1G35537"
"2922",15169301,13,"Brassicaceae","ARATH05335","AT1G35540"
"2923",15169303,11,"rosids","ARATH05337","AT1G35560"
"2924",15169304,1,"LUCA","ARATH05338","AT1G35580"
"2925",15169309,2,"Eukaryota","ARATH05343","AT1G35620"
"2926",15169310,5,"Embryophyta","ARATH05344","AT1G35625"
"2927",15169311,5,"Embryophyta","ARATH05345","AT1G35630"
"2928",15169312,4,"Streptophyta","ARATH05346","AT1G35660"
"2929",15169313,2,"Eukaryota","ARATH05347","AT1G35670"
"2930",15169314,11,"rosids","ARATH05348","AT1G35680"
"2931",15169315,10,"Pentapetalae","ARATH05349","AT1G35710"
"2932",15169316,2,"Eukaryota","ARATH05350","AT1G35720"
"2933",15169317,13,"Brassicaceae","ARATH05351","AT1G35730"
"2934",15169319,13,"Brassicaceae","ARATH05353","AT1G35750"
"2935",15169320,4,"Streptophyta","ARATH05354","AT1G35780"
"2936",15169322,14,"Arabidopsis","ARATH05356","AT1G35820"
"2937",15169323,13,"Brassicaceae","ARATH05357","AT1G35830"
"2938",15169325,13,"Brassicaceae","ARATH05359","AT1G35850"
"2939",15169328,14,"Arabidopsis","ARATH05362","AT1G35890"
"2940",15169330,1,"LUCA","ARATH05364","AT1G35910"
"2941",15169331,13,"Brassicaceae","ARATH05365","AT1G36000"
"2942",15169334,13,"Brassicaceae","ARATH05368","AT1G36030"
"2943",15169335,2,"Eukaryota","ARATH05369","AT1G36050"
"2944",15169337,13,"Brassicaceae","ARATH05371","AT1G36060"
"2945",15169341,2,"Eukaryota","ARATH05375","AT1G36070"
"2946",15169344,14,"Arabidopsis","ARATH05378","AT1G36095"
"2947",15169346,13,"Brassicaceae","ARATH05380","AT1G36150"
"2948",15169347,2,"Eukaryota","ARATH05381","AT1G36160"
"2949",15169350,2,"Eukaryota","ARATH05384","AT1G36180"
"2950",15169351,14,"Arabidopsis","ARATH05385","AT1G36230"
"2951",15169352,1,"LUCA","ARATH05386","AT1G36240"
"2952",15169354,2,"Eukaryota","ARATH05388","AT1G36280"
"2953",15169356,6,"Tracheophyta","ARATH05390","AT1G36310"
"2954",15169357,2,"Eukaryota","ARATH05391","AT1G36320"
"2955",15169359,2,"Eukaryota","ARATH05393","AT1G36340"
"2956",15169360,5,"Embryophyta","ARATH05394","AT1G36370"
"2957",15169361,7,"Spermatophyta","ARATH05395","AT1G36380"
"2958",15169362,10,"Pentapetalae","ARATH05396","AT1G36390"
"2959",15169365,14,"Arabidopsis","ARATH05399","AT1G36622"
"2960",15169368,14,"Arabidopsis","ARATH05402","AT1G36640"
"2961",15169370,2,"Eukaryota","ARATH05404","AT1G36730"
"2962",15169374,14,"Arabidopsis","ARATH05408","AT1G36922"
"2963",15169376,14,"Arabidopsis","ARATH05410","AT1G36925"
"2964",15169377,10,"Pentapetalae","ARATH05411","AT1G36940"
"2965",15169383,2,"Eukaryota","ARATH05417","AT1G36980"
"2966",15169384,8,"Magnoliopsida","ARATH05418","AT1G36990"
"2967",15169385,14,"Arabidopsis","ARATH05419","AT1G37000"
"2968",15169389,2,"Eukaryota","ARATH05423","AT1G37130"
"2969",15169391,13,"Brassicaceae","ARATH05425","AT1G37140"
"2970",15169395,2,"Eukaryota","ARATH05429","AT1G37150"
"2971",15169398,8,"Magnoliopsida","ARATH05432","AT1G38065"
"2972",15169400,8,"Magnoliopsida","ARATH05434","AT1G38131"
"2973",15169404,14,"Arabidopsis","ARATH05438","AT1G40083"
"2974",15169412,5,"Embryophyta","ARATH05446","AT1G41830"
"2975",15169413,2,"Eukaryota","ARATH05447","AT1G41880"
"2976",15169418,3,"Viridiplantae","ARATH05452","AT1G42430"
"2977",15169419,2,"Eukaryota","ARATH05453","AT1G42440"
"2978",15169420,2,"Eukaryota","ARATH05454","AT1G42470"
"2979",15169421,3,"Viridiplantae","ARATH05455","AT1G42480"
"2980",15169426,5,"Embryophyta","ARATH05460","AT1G42540"
"2981",15169428,7,"Spermatophyta","ARATH05462","AT1G42550"
"2982",15169429,3,"Viridiplantae","ARATH05463","AT1G42560"
"2983",15169433,14,"Arabidopsis","ARATH05467","AT1G42700"
"2984",15169435,9,"Mesangiospermae","ARATH05469","AT1G42960"
"2985",15169436,1,"LUCA","ARATH05470","AT1G42970"
"2986",15169437,2,"Eukaryota","ARATH05471","AT1G42980"
"2987",15169438,13,"Brassicaceae","ARATH05472","AT1G42990"
"2988",15169440,14,"Arabidopsis","ARATH05474","AT1G43000"
"2989",15169443,13,"Brassicaceae","ARATH05477","AT1G43020"
"2990",15169448,8,"Magnoliopsida","ARATH05482","AT1G43040"
"2991",15169449,10,"Pentapetalae","ARATH05483","AT1G43080"
"2992",15169450,10,"Pentapetalae","ARATH05484","AT1G43090"
"2993",15169451,10,"Pentapetalae","ARATH05485","AT1G43100"
"2994",15169453,1,"LUCA","ARATH05487","AT1G43130"
"2995",15169454,2,"Eukaryota","ARATH05488","AT1G43140"
"2996",15169457,1,"LUCA","ARATH05491","AT1G43170"
"2997",15169459,13,"Brassicaceae","ARATH05493","AT1G43171"
"2998",15169461,2,"Eukaryota","ARATH05495","AT1G43190"
"2999",15169463,8,"Magnoliopsida","ARATH05497","AT1G43245"
"3000",15169469,2,"Eukaryota","ARATH05503","AT1G43560"
"3001",15169470,4,"Streptophyta","ARATH05504","AT1G43580"
"3002",15169471,9,"Mesangiospermae","ARATH05505","AT1G43600"
"3003",15169473,9,"Mesangiospermae","ARATH05507","AT1G43610"
"3004",15169474,2,"Eukaryota","ARATH05508","AT1G43620"
"3005",15169476,7,"Spermatophyta","ARATH05510","AT1G43630"
"3006",15169478,6,"Tracheophyta","ARATH05512","AT1G43640"
"3007",15169479,8,"Magnoliopsida","ARATH05513","AT1G43650"
"3008",15169481,13,"Brassicaceae","ARATH05515","AT1G43665"
"3009",15169482,13,"Brassicaceae","ARATH05516","AT1G43666"
"3010",15169483,13,"Brassicaceae","ARATH05517","AT1G43667"
"3011",15169484,1,"LUCA","ARATH05518","AT1G43670"
"3012",15169486,4,"Streptophyta","ARATH05520","AT1G43690"
"3013",15169487,10,"Pentapetalae","ARATH05521","AT1G43700"
"3014",15169488,2,"Eukaryota","ARATH05522","AT1G43710"
"3015",15169489,14,"Arabidopsis","ARATH05523","AT1G43720"
"3016",15169493,13,"Brassicaceae","ARATH05527","AT1G43770"
"3017",15169495,2,"Eukaryota","ARATH05529","AT1G43780"
"3018",15169496,10,"Pentapetalae","ARATH05530","AT1G43790"
"3019",15169497,2,"Eukaryota","ARATH05531","AT1G43800"
"3020",15169498,14,"Arabidopsis","ARATH05532","AT1G43810"
"3021",15169501,8,"Magnoliopsida","ARATH05535","AT1G43850"
"3022",15169502,2,"Eukaryota","ARATH05536","AT1G43860"
"3023",15169504,2,"Eukaryota","ARATH05538","AT1G43890"
"3024",15169505,2,"Eukaryota","ARATH05539","AT1G43900"
"3025",15169509,9,"Mesangiospermae","ARATH05543","AT1G43980"
"3026",15169510,10,"Pentapetalae","ARATH05544","AT1G44000"
"3027",15169511,14,"Arabidopsis","ARATH05545","AT1G44010"
"3028",15169516,10,"Pentapetalae","ARATH05550","AT1G44080"
"3029",15169518,9,"Mesangiospermae","ARATH05552","AT1G44090"
"3030",15169519,3,"Viridiplantae","ARATH05553","AT1G44100"
"3031",15169520,8,"Magnoliopsida","ARATH05554","AT1G44110"
"3032",15169522,2,"Eukaryota","ARATH05556","AT1G44120"
"3033",15169524,7,"Spermatophyta","ARATH05558","AT1G44130"
"3034",15169525,11,"rosids","ARATH05559","AT1G44160"
"3035",15169526,2,"Eukaryota","ARATH05560","AT1G44170"
"3036",15169528,2,"Eukaryota","ARATH05562","AT1G44180"
"3037",15169529,13,"Brassicaceae","ARATH05563","AT1G44191"
"3038",15169530,14,"Arabidopsis","ARATH05564","AT1G44224"
"3039",15169531,1,"LUCA","ARATH05565","AT1G44318"
"3040",15169532,1,"LUCA","ARATH05566","AT1G44350"
"3041",15169533,5,"Embryophyta","ARATH05567","AT1G44414"
"3042",15169536,4,"Streptophyta","ARATH05570","AT1G44446"
"3043",15169539,2,"Eukaryota","ARATH05573","AT1G44542"
"3044",15169540,3,"Viridiplantae","ARATH05574","AT1G44575"
"3045",15169542,13,"Brassicaceae","ARATH05576","AT1G44608"
"3046",15169545,7,"Spermatophyta","ARATH05579","AT1G44750"
"3047",15169547,5,"Embryophyta","ARATH05581","AT1G44760"
"3048",15169550,7,"Spermatophyta","ARATH05584","AT1G44770"
"3049",15169551,4,"Streptophyta","ARATH05585","AT1G44780"
"3050",15169553,2,"Eukaryota","ARATH05587","AT1G44790"
"3051",15169554,10,"Pentapetalae","ARATH05588","AT1G44800"
"3052",15169555,14,"Arabidopsis","ARATH05589","AT1G44810"
"3053",15169556,2,"Eukaryota","ARATH05590","AT1G44820"
"3054",15169557,10,"Pentapetalae","ARATH05591","AT1G44830"
"3055",15169560,13,"Brassicaceae","ARATH05594","AT1G44890"
"3056",15169561,14,"Arabidopsis","ARATH05595","AT1G44895"
"3057",15169562,2,"Eukaryota","ARATH05596","AT1G44900"
